Player,Position,Height,Weight,Stars,Rating,CompositeRank,247Rank,PositionRank,StateRank,HighSchool,City,State,CommittedTo
Frank Iheanacho,WR,6-6,220,4,0.9604,88,88,13,12,Westside,Houston,TX,Texas A&M
Arrion Springs,CB,5-11,192,4,0.9603,89,49,9,13,San Antonio Roosevelt,San Antonio,TX,Oregon
Brian Wallace,OT,6-6,305,4,0.9595,90,38,8,1,Christian Brothers College,St. Louis,MO,Arkansas
Christian McCaffrey,APB,6-0,195,4,0.9593,91,74,2,1,Valor Christian,Littleton,CO,Stanford
Zach Whitley,ILB,6-2,223,4,0.9581,92,128,5,14,North Shore,Houston,TX,UCLA
Trevor Darling,OT,6-4.5,327,4,0.9560,93,118,9,14,Miami Central,Miami,FL,Miami
C.J. Hampton,S,6-1,195,4,0.9557,94,72,8,2,Meridian,Meridian,MS,Ole Miss
Justin Brent,WR,6-3,190,4,0.9554,95,71,14,1,Speedway,Indianapolis,IN,Notre Dame
Dillon Bates,OLB,6-4,230,4,0.9554,96,112,7,15,Ponte Vedra,Ponte Vedra Beach,FL,Tennessee
Derrick Nnadi,DT,6-1,305,4,0.9553,97,84,7,5,Ocean Lakes,Virginia Beach,VA,Florida State
Demetrius Knox,OG,6-4,294,4,0.9547,98,171,5,15,All Saints Episcopal,Fort Worth,TX,Ohio State
Marcus Johnson,WR,6-2,175,4,0.9542,99,,15,1,University Prep,Pittsburgh,PA,
Nifae Lealao,SDE,6-5,282,4,0.9542,100,76,5,9,Capital Christian,Sacramento,CA,Vanderbilt
Dalton Schultz,TE,6-5,215,4,0.9530,101,210,1,1,Bingham,South Jordan,UT,Stanford
Bryson Allen-Williams,OLB,6-1,222,4,0.9530,102,100,8,6,Cedar Grove,Ellenwood,GA,South Carolina
Garrett Brumfield,OG,6-3.5,272,4,0.9526,103,53,6,10,University Lab,Baton Rouge,LA,LSU
Kentavius Street,SDE,6-2,264,4,0.9517,104,,6,3,J.H. Rose,Greenville,NC,NC State
Bryce Dixon,TE,6-4,220,4,0.9507,105,114,2,10,St. Bonaventure,Ventura,CA,USC
Dante Sawyer,WDE,6-2.5,262,4,0.9490,106,130,5,7,North Gwinnett,Suwanee,GA,South Carolina
Jalen Brown,WR,6-2,187,4,0.9489,107,154,16,3,Mountain Pointe,Phoenix,AZ,Oregon
Steven Parker,S,6-2,188,4,0.9489,108,,9,2,Jenks,Jenks,OK,Oklahoma
Alex Bars,OT,6-6,309,4,0.9483,109,166,10,4,Montgomery Bell Academy,Nashville,TN,Notre Dame
Isaiah Wynn,OG,6-2,272,4,0.9473,110,148,7,16,Lakewood,St. Petersburg,FL,Georgia
Armanti Foreman,WR,5-11,176,4,0.9468,111,153,17,16,Texas City,Texas City,TX,Texas
Jaleel Wadood,S,5-11,170,4,0.9459,112,135,10,11,St. John Bosco,Lakewood,CA,UCLA
Nick Ruffin,CB,6-0.5,180,4,0.9458,113,77,10,8,St. Pius X,Atlanta,GA,Auburn
Dewayne Hendrix,SDE,6-5,254,4,0.9457,114,182,7,4,O'Fallon,O'Fallon,IL,Tennessee
Bentley Spain,OT,6-6,275,4,0.9457,115,113,11,4,Providence,Charlotte,NC,North Carolina
Drew Barker,PRO,6-4,210,4,0.9454,116,119,5,1,Conner,Hebron,KY,Kentucky
Trevion Thompson,WR,6-3,188,4,0.9451,117,214,18,5,Hillside,Durham,NC,Clemson
Bryan Mone,DT,6-4,338,4,0.9450,118,87,8,2,Highland,Salt Lake City,UT,Michigan
Jacob Park,PRO,6-3,202,4,0.9448,119,97,6,2,Stratford,Goose Creek,SC,Georgia
Justin Thornton,WDE,6-5,222,4,0.9448,120,149,6,6,Vigor,Mobile,AL,Auburn
Jaden Gault,OT,6-7,305,4,0.9446,121,48,12,1,Monona Grove,Madison,WI,Wisconsin
Treon Harris,ATH,5-11,180,4,0.9444,122,241,9,17,Booker T. Washington,Miami,FL,Florida
Roderick Johnson,OT,6-6,315,4,0.9441,123,132,13,2,Hazelwood Central,Florissant,MO,Florida State
David Sharpe,OT,6-6,318,4,0.9437,124,126,14,18,Duncan U. Fletcher,Jacksonville,FL,Florida
Mason Cole,OG,6-4,285,4,0.9435,125,91,8,19,East Lake,Tarpon Springs,FL,Michigan
Kalvaraz Bessent,CB,6-0,170,4,0.9430,126,147,11,9,Camden County,Kingsland,GA,Auburn
Derrell Scott,APB,5-11,180,4,0.9426,127,150,3,6,Havelock,Havelock,NC,Tennessee
Stephen Roberts,CB,6-0,177,4,0.9425,128,122,12,7,Opelika,Opelika,AL,Auburn
Jesse Aniebonam,SDE,6-4,230,4,0.9420,129,99,8,2,Our Lady of Good Counsel,Olney,MD,Maryland
Jamil Kamara,ATH,6-2,211,4,0.9407,130,115,10,6,Catholic,Virginia Beach,VA,Virginia
Mark Andrews,WR,6-6,230,4,0.9407,131,121,19,4,Desert Mountain,Scottsdale,AZ,Oklahoma
Adarius Pickett,CB,5-11,175,4,0.9404,132,186,13,12,El Cerrito,El Cerrito,CA,UCLA
Toa Lobendahn,OG,6-3,293,4,0.9402,133,136,9,13,La Habra,La Habra,CA,USC
Demarcus Christmas,DT,6-4,287,4,0.9399,134,227,9,20,Manatee,Bradenton,FL,Florida State
Jeb Blazevich,TE,6-4.5,230,4,0.9397,135,,3,7,Charlotte Christian,Charlotte,NC,Georgia
J.C. Jackson,WR,5-10,180,4,0.9395,136,176,20,21,Immokalee,Immokalee,FL,Florida
Markell Pack,WR,6-2,180,4,0.9394,137,103,21,3,Purvis,Purvis,MS,Ole Miss
Parrker Westphal,CB,6-0,186,4,0.9394,138,206,14,5,Bolingbrook,Bolingbrook,IL,Northwestern
Parris Campbell,WR,6-0,184,4,0.9389,139,138,22,4,St. Vincent-St. Mary,Akron,OH,Ohio State
Saeed Blacknall,WR,6-3,210,4,0.9389,140,212,23,3,Manalapan,Englishtown,NJ,Penn State
Dravon Askew-Henry,ATH,5-11,185,4,0.9377,141,175,11,2,Aliquippa,Aliquippa,PA,West Virginia
Brad Kaaya,PRO,6-4,215,4,0.9375,142,98,7,14,Chaminade,West Hills,CA,Miami
Korie Rogers,OLB,6-1,210,4,0.9372,143,195,9,10,Buford,Buford,GA,Clemson
Lamont Gaillard,DT,6-3,310,4,0.9367,144,145,10,8,Pine Forest,Fayetteville,NC,Georgia
Keyon Richardson,WDE,6-3,230,4,0.9364,145,247,7,22,Hardee,Wauchula,FL,Georgia
Davon Godchaux,SDE,6-4,265,4,0.9364,146,184,9,11,Plaquemine,Plaquemine,LA,LSU
Andrew Trumbetti,SDE,6-5,250,4,0.9363,147,90,10,4,Northern Valley Regional - Demarest,Demarest,NJ,Notre Dame
DeShawn Washington,DT,6-3,277,4,0.9358,148,,11,17,Nederland,Nederland,TX,Texas A&M
Donell Stanley,OG,6-4,330,4,0.9353,149,124,10,3,Latta,Latta,SC,South Carolina
Sean White,PRO,6-2,204,4,0.9349,150,95,8,23,University School,Hollywood,FL,Auburn
Ethan Thompson,OLB,5-11,185,4,0.9348,151,,10,24,Clearwater Central Catholic,Clearwater,FL,
Deondre Clark,SDE,6-2.5,238,4,0.9347,152,193,11,3,Douglass,Oklahoma City,OK,LSU
Dontavius Russell,DT,6-3,300,4,0.9344,153,161,12,11,Carrollton,Carrollton,GA,Auburn
Cam Denson,CB,6-1,170,4,0.9339,154,234,15,5,Salpointe Catholic,Tucson,AZ,Arizona
Justice Hansen,DUAL,6-3.5,212,4,0.9338,155,205,4,4,Santa Fe,Edmond,OK,Oklahoma
Erik Brown,WR,6-1,170,4,0.9336,156,,24,15,Summit,Fontana,CA,California
Qualen Cunningham,WDE,6-4,220,4,0.9323,157,178,8,6,Hamilton,Chandler,AZ,Texas A&M
Kyle Berger,OLB,6-3,215,4,0.9317,158,143,11,5,St. Ignatius,Cleveland,OH,Ohio State
Justin Jackson,APB,5-11,180,4,0.9316,159,191,4,6,Glenbard North,Carol Stream,IL,Northwestern
DJ Calhoun,OLB,6-0,215,4,0.9308,160,194,12,16,El Cerrito,El Cerrito,CA,Arizona State
Austin Roberts,ATH,6-2,211,4,0.9308,161,,12,2,Carmel,Carmel,IN,UCLA
Andy Bauer,OT,6-5.75,304,4,0.9307,162,,15,3,De Smet Jesuit,St. Louis,MO,Missouri
Michael Ferns,ILB,6-3,238,4,0.9306,163,213,6,6,St. Clairsville,St. Clairsville,OH,Michigan
Matt Elam,DT,6-5,372,4,0.9304,164,22,13,2,John Hardin,Elizabethtown,KY,Kentucky
Otaro Alaka,OLB,6-3,205,4,0.9304,165,238,13,18,Cy Falls,Houston,TX,Texas A&M
Demarre Kitt,WR,6-1,185,4,0.9304,166,,25,12,Sandy Creek,Tyrone,GA,Clemson
Dexter Wideman,DT,6-4,255,4,0.9301,167,68,14,4,Saluda,Saluda,SC,South Carolina
Bobby Okereke,OLB,6-3,215,4,0.9299,168,169,14,17,Foothill,Santa Ana,CA,Stanford
Wesley Green,CB,5-11,170,4,0.9299,169,196,16,13,Martin Luther King Jr.,Lithonia,GA,South Carolina
Anthony Moten,DT,6-4,292,4,0.9296,170,,15,25,St. Thomas Aquinas,Fort Lauderdale,FL,Miami
JC Hassenauer,OC,6-2.5,292,4,0.9295,171,142,1,2,East Ridge,Saint Paul,MN,Alabama
Trey Marshall,S,5-11,196,4,0.9293,172,89,11,26,Columbia,Lake City,FL,Florida State
Chris Godwin,WR,6-1,193,4,0.9293,173,221,26,1,Middletown,Middletown,DE,Penn State
Edwin Freeman,OLB,6-0.5,212,4,0.9285,174,,15,19,Arlington Bowie,Arlington,TX,Texas
Kenny Young,ILB,6-2,220,4,0.9284,175,237,7,12,John Curtis,New Orleans,LA,UCLA
Hoza Scott,OLB,6-2,225,4,0.9276,176,,16,20,La Porte,La Porte,TX,
Tyler Whiley,WR,6-1,190,4,0.9276,177,,27,7,Chaparral,Paradise Valley,AZ,Arizona State
Lawrence Marshall,WDE,6-4,250,4,0.9270,178,236,9,4,Southfield,Southfield,MI,Michigan
Cortez McDowell,S,6-1,200,4,0.9266,179,156,12,14,Locust Grove,Locust Grove,GA,Tennessee
Shaun Nixon,APB,5-9,185,4,0.9266,180,187,5,21,Lake Travis,Austin,TX,TCU
Jonathan Lockett,CB,5-11,170,4,0.9262,181,146,17,18,Mater Dei,Santa Ana,CA,USC
Khairi Clark,DT,6-2,325,4,0.9261,182,,16,27,Chaminade-Madonna,Hollywood,FL,Florida
Sam Hubbard,ATH,6-6,225,4,0.9260,183,133,13,7,Archbishop Moeller,Cincinnati,OH,Ohio State
Rahshead Johnson,WR,5-11,165,4,0.9259,184,,28,19,Juan Rodriguez Cabrillo,Long Beach,CA,USC
Nick Watkins,CB,6-1,185,4,0.9257,185,,18,22,Bishop Dunne,Dallas,TX,Notre Dame
Lorenzo Joe,WR,6-2.5,196,4,0.9257,186,,29,23,Cooper,Abilene,TX,Texas
Jacory Washington,TE,6-5,220,4,0.9253,187,,4,13,Westlake,Westlake,LA,LSU
Alex Bookser,OT,6-6,295,4,0.9249,188,204,16,3,Mt. Lebanon,Pittsburgh,PA,Pittsburgh
Corey Holmes,WR,6-2,175,4,0.9249,189,,30,28,St. Thomas Aquinas,Fort Lauderdale,FL,Notre Dame
Clayton Thorson,PRO,6-4,205,4,0.9244,190,78,9,7,Wheaton North,Wheaton,IL,Northwestern
Nate Starks,ATH,5-11,200,4,0.9243,191,185,14,2,Cherry Creek,Englewood,CO,UCLA
Marquis Ware,OLB,6-2,215,4,0.9234,192,,17,20,Salesian,Los Angeles,CA,Arizona
Delvin Purifoy,ILB,6-2,230,4,0.9231,193,140,8,29,Pensacola Catholic,Pensacola,FL,Florida State
Duke Dawson,CB,5-11,197,4,0.9226,194,,19,30,Dixie County,Cross City,FL,Florida
Breeland Speaks,DT,6-3,270,4,0.9225,195,144,17,4,Callaway,Jackson,MS,Ole Miss
Noah Brown,ATH,6-2,212,4,0.9219,196,222,15,5,Pope John XXIII,Sparta,NJ,Ohio State
Daniel Helm,TE,6-4,225,4,0.9215,197,,5,8,Glenwood,Chatham,IL,Tennessee
Montae Nicholson,S,6-3,200,4,0.9214,198,,13,4,Gateway,Monroeville,PA,Michigan State
Garrald McDowell,SDE,6-1,252,4,0.9214,199,217,12,14,Covington,Covington,LA,Ole Miss
Ainuu Taua,DT,5-11.5,287,4,0.9214,200,,18,21,Lompoc,Lompoc,CA,UCLA
Shaq Davidson,WR,6-0,170,4,0.9213,201,,31,5,Gaffney,Gaffney,SC,South Carolina
Ja'Vonn Harrison,ATH,6-1,187,4,0.9206,202,,16,31,Kathleen,Lakeland,FL,Florida State
Jamardre Cobb,OLB,6-2,230,4,0.9204,203,,18,22,Salesian,Los Angeles,CA,Arizona
Armani Watts,S,5-10.5,179,4,0.9201,204,165,14,24,North Forney,Forney,TX,Texas A&M
Caleb Henderson,PRO,6-3,230,4,0.9196,205,,10,7,Lake Braddock,Alexandria,VA,North Carolina
Duke Catalon,RB,5-11,190,4,0.9195,206,172,10,25,Aldine Eisenhower,Houston,TX,Texas
D.J. Smith,CB,6-0,191,4,0.9193,207,,20,15,Walton,Marietta,GA,South Carolina
Shaun Dion Hamilton,ILB,6-0,240,4,0.9190,208,,9,8,Carver Montgomery,Montgomery,AL,Alabama
Derek Barnett,SDE,6-3.5,275,4,0.9181,209,163,13,5,Brentwood Academy,Brentwood,TN,Tennessee
Chris Lammons,CB,5-9.5,170,4,0.9179,210,,21,32,Plantation,Fort Lauderdale,FL,South Carolina
Joey Alfieri,OLB,6-3,220,4,0.9179,211,,19,1,Portland Jesuit,Portland,OR,Stanford
Devin Voorhies,S,6-2,185,4,0.9178,212,232,15,5,Wilkinson County,Woodville,MS,LSU
Steven Moss,OG,6-5,275,4,0.9176,213,226,11,8,Chancellor,Fredericksburg,VA,Virginia
Jamoral Graham,ATH,5-11,180,4,0.9167,214,,17,6,Newton County,Decatur,MS,Mississippi State
Gyasi Akem,OLB,6-2,211,4,0.9163,215,,20,5,Broken Arrow,Broken Arrow,OK,Oklahoma State
Mike Gesicki,TE,6-5,236,4,0.9159,216,59,6,6,Southern Reg,Manahawkin,NJ,Penn State
Dallis Todd,WR,6-5,210,4,0.9156,217,170,32,23,La Mirada,La Mirada,CA,Oklahoma
Sam Mustipher,OG,6-3,285,4,0.9155,218,,12,3,Our Lady of Good Counsel,Olney,MD,Notre Dame
Zaycoven Henderson,DT,6-1,280,4,0.9150,219,,19,26,Longview,Longview,TX,Texas A&M
Derek Kief,WR,6-5,197,4,0.9149,220,168,33,8,LaSalle,Cincinnati,OH,Alabama
Foster Sawyer,PRO,6-5,205,4,0.9149,221,,11,27,Grace Preparatory Academy,Fort Worth,TX,
Craig Evans,DT,6-3,305,4,0.9148,222,,20,2,Sun Prairie,Sun Prairie,WI,Michigan State
Garrett Dickerson,WDE,6-4,240,4,0.9148,223,137,10,7,Bergen Catholic,Oradell,NJ,Northwestern
Devon Thomas,RB,5-10.5,211,4,0.9147,224,167,11,6,Broken Arrow,Broken Arrow,OK,Oklahoma State
K.J. Carta-Samuels,PRO,6-2,210,4,0.9140,225,177,12,24,Bellarmine Prep,San Jose,CA,Washington
Brandon Simmons,S,6-0,175,4,0.9138,226,,16,28,Mansfield Timberview,Arlington,TX,Stanford
Lorenzo Featherston,WDE,6-7,220,4,0.9127,227,134,11,9,Page,Greensboro,NC,Florida State
Dyshon Sims,OT,6-4,278,4,0.9116,228,197,17,16,Lowndes,Valdosta,GA,Georgia
Morgan Mahalak,DUAL,6-3,190,4,0.9113,229,188,5,25,Marin Catholic,Greenbrae,CA,Oregon
DeAndre Thompkins,WR,6-0,170,4,0.9110,230,174,34,10,Swansboro,Swansboro,NC,Penn State
Donte Thomas-Williams,RB,6-0,220,4,0.9110,231,,12,11,Hillside,Durham,NC,West Virginia
Terence Williams,ATH,6-2,218,4,0.9110,232,224,18,29,Ennis,Ennis,TX,Baylor
Darius West,S,6-0,195,4,0.9109,233,,17,9,Lima Central Catholic,Lima,OH,Kentucky
JJ Cosentino,PRO,6-4,223,4,0.9106,234,,13,5,Central Catholic,Pittsburgh,PA,Florida State
Andrew Williams,WDE,6-4,247,4,0.9105,235,,12,17,Eagle's Landing Christian,McDonough,GA,Auburn
DeShone Kizer,PRO,6-5,207,4,0.9105,236,173,14,10,Central Catholic,Toledo,OH,Notre Dame
Chris Brown,OG,6-4,290,4,0.9103,237,,13,26,Loyola,Los Angeles,CA,USC
Josh Walker,OLB,6-1,220,4,0.9095,238,190,21,30,Gilmer,Gilmer,TX,Texas A&M
Corey Martinez,OG,6-4,297,4,0.9093,239,,14,33,Tampa Catholic,Tampa,FL,Florida State
Jay Hayes,DT,6-5,260,4,0.9091,240,208,21,3,Poly Prep,Brooklyn,NY,Notre Dame
Dominique Booth,WR,6-0.5,205,4,0.9088,241,,35,3,Pike,Indianapolis,IN,Indiana
Kiy Hester,S,6-0,200,4,0.9087,242,,18,8,De Paul Catholic,Wayne,NJ,Miami
Will Clapp,OG,6-4.5,275,4,0.9085,243,225,15,15,Brother Martin,New Orleans,LA,LSU
Terry McLaurin,WR,6-0,190,4,0.9082,244,199,36,4,Cathedral,Indianapolis,IN,Ohio State
Nick Wilson,RB,5-11,196,4,0.9079,245,,13,27,Central East,Fresno,CA,Arizona
Shai McKenzie,RB,5-11,210,4,0.9075,246,,14,6,Washington,Washington,PA,Virginia Tech
Jackson Barton,OT,6-7,286,4,0.9072,247,,18,3,Brighton,Salt Lake City,UT,Utah
Denzil Ware,WDE,6-3,220,4,0.9070,248,,13,34,Crestview,Crestview,FL,Kentucky
Samaje Perine,RB,5-11,233,4,0.9070,249,189,15,31,Pflugerville Hendrickson,Pflugerville,TX,Oklahoma
Raymon Minor,ATH,6-3,210,4,0.9067,250,,19,9,Benedictine,Richmond,VA,Virginia Tech
John Bonney,S,6-0,182,4,0.9060,251,,19,32,Houston Lamar,Houston,TX,Texas
Nic Weishar,TE,6-5,233,4,0.9059,252,228,7,9,Marist,Chicago,IL,Notre Dame
Darrel Williams,ATH,6-0,227,4,0.9055,253,,20,16,John Ehret,Marrero,LA,LSU
Tanner Farmer,OG,6-3.5,302,4,0.9052,254,,16,10,Highland,Highland,IL,Nebraska
Aeris Williams,RB,6-1,205,4,0.9047,255,159,16,7,West Point,West Point,MS,Mississippi State
