Player,Position,Height,Weight,Stars,Rating,CompositeRank,247Rank,PositionRank,StateRank,HighSchool,City,State,CommittedTo
Greg Harrison,OG,6-5,295,4,0.9747,60,,3,6,Valley,New Kensington,PA,Penn State
Aaron Jones,DT,6-3,270,4,0.9747,60,,7,11,Edgewater,Orlando,FL,Florida State
Marlon Favorite,DT,6-2,310,4,0.9745,62,,8,3,West Jefferson,Harvey,LA,LSU
Calvin Darity,OG,6-4,275,4,0.9743,63,,4,12,Tallahassee Lincoln,Tallahassee,FL,North Carolina
Stephen McGee,PRO,6-3,205,4,0.9743,63,,5,11,Burnet,Burnet,TX,Texas A&M
Drew Miller,OT,6-5,305,4,0.9743,63,,6,12,Riverview,Sarasota,FL,Florida
Marcus Freeman,ILB,6-1,240,4,0.9741,66,,5,4,Wayne,Dayton,OH,Ohio State
Olu Hall,WDE,6-5,220,4,0.9739,67,,6,1,Robinson Secondary,Fairfax,VA,Virginia
Lydon Murtha,OT,6-7,315,4,0.9739,67,,7,1,Hutchinson,Hutchinson,MN,Nebraska
Trey Covington,WDE,6-3,230,4,0.9739,67,,6,2,Eleanor Roosevelt,Greenbelt,MD,Maryland
Drew Weatherford,PRO,6-3,205,4,0.9735,70,,6,14,Land O' Lakes,Land O' Lakes,FL,Florida State
Cornelius Ingram,ATH,6-5,215,4,0.9729,71,,2,15,Hawthorne,Hawthorne,FL,Florida
Chase Patton,DUAL,6-4,205,4,0.9727,72,,4,1,Rock Bridge,Columbia,MO,Missouri
Josh Johnson,ILB,6-2,225,4,0.9721,73,,6,7,Stephenson,Stone Mountain,GA,Georgia
Marque Hall,DT,6-5,305,4,0.9721,73,,9,3,Forest Hills,Marshville,NC,South Carolina
Chris Smith,SDE,6-5,265,4,0.9719,75,,1,12,Allen,Allen,TX,Texas A&M
Andrew Johnson,RB,6-0,205,4,0.9713,76,,7,7,North Hills,Pittsburgh,PA,Miami
Ryan Miller,OC,6-6,310,4,0.9709,77,,2,4,Barbe,Lake Charles,LA,LSU
D.J. Wolfe,RB,5-11,180,4,0.9707,78,,8,1,Eisenhower,Lawton,OK,Oklahoma
Rhyan Anderson,SDE,6-6,265,4,0.9705,79,,2,1,Oak Creek,Oak Creek,WI,Miami
Garry Pack,ILB,6-1,215,4,0.9699,80,,7,1,Oak Grove,Hattiesburg,MS,Ole Miss
Lawrence Timmons,OLB,6-3,225,4,0.9695,81,,5,2,Wilson,Florence,SC,Florida State
Michael Bumpus,WR,6-0,185,4,0.9693,82,,10,5,Culver City,Culver City,CA,Washington State
Tony Temple,RB,5-10,195,4,0.9687,83,,9,2,Rockhurst,Kansas City,MO,Missouri
Alex Mitchell,OG,6-5,310,4,0.9683,84,,5,1,Bay City Central,Bay City,MI,Michigan
Nick Hayden,DT,6-5,265,4,0.9679,85,,10,2,Arrowhead,Hartland,WI,Wisconsin
Doug Dutch,WR,6-0,200,4,0.9669,86,,11,1,Gonzaga,Washington,DC,Michigan
Scott Ware,S,6-2,220,4,0.9667,87,,3,6,Santa Rosa,Santa Rosa,CA,USC
Trevor Ford,CB,6-1,185,4,0.9667,87,,6,16,Miami Northwestern,Miami,FL,Florida State
Lavelle Hawkins,WR,5-11,194,4,0.9667,89,,12,7,Edison,Stockton,CA,LSU
McIntosh Nicolas,CB,6-3,180,4,0.9663,90,,7,17,Immokalee,Immokalee,FL,Florida
Eugene Germany,SDE,6-4,250,4,0.9659,91,,3,8,Pomona,Pomona,CA,Kansas State
Brigham Harwell,WDE,6-2,245,4,0.9651,92,,8,9,Los Altos,Hacienda Heights,CA,UCLA
Dale Thompson,TE,6-4,240,4,0.9647,93,,2,10,Santiago,Corona,CA,USC
Matt Boss,OG,6-5,314,4,0.9645,94,,6,1,Cherryvale Sr / Middle School,Cherryvale,KS,Kansas State
Aaron Klovas,OT,6-6,300,4,0.9645,94,,8,2,Bethel,Spanaway,WA,Oregon
Kyle Riggs,OT,6-5,305,4,0.9639,96,,9,3,Festus,Festus,MO,Missouri
Jae Thaxton,ILB,6-3,225,4,0.9627,97,,8,8,Hart County,Hartwell,GA,Florida State
Webster Patrick,APB,5-8,200,4,0.9622,98,,1,13,Spring Westfield,Oroville,CA,
Brett Gallimore,OT,6-5,290,4,0.9616,99,,10,4,Park Hill South,Riverside,MO,Michigan
Nick Patton,DUAL,6-3,205,4,0.9614,100,,5,2,Winfield,Winfield,KS,Kansas State
Myron Hardy,WR,6-3,195,4,0.9606,101,,13,14,Round Rock,Round Rock,TX,Texas
Dwayne Hendricks,DT,6-4,255,4,0.9529,102,,11,4,Millville,Millville,NJ,Miami
Phillip Mbakogu,SDE,6-3,260,4,0.9527,103,,4,11,Hayward,Hayward,CA,California
Andre Brown,RB,6-1,210,4,0.9507,104,,10,4,J.H. Rose,Greenville,NC,NC State
Will Johnson,DT,6-4,280,4,0.9479,105,,12,2,Lake Orion Baptist School,Lake Orion,MI,Michigan
Robert Ayers,ILB,6-3,230,4,0.9471,106,,9,3,Marlboro County,Bennettsville,SC,Tennessee
Alex Fletcher,OC,6-4,275,4,0.9462,107,,3,1,St. Anthony's,Long Island City,NY,Stanford
Nick Walker,WR,6-1,190,4,0.9444,108,,14,2,Hartselle,Hartselle,AL,Alabama
Alonzo Bryant,ATH,6-2,185,4,0.9444,108,,3,9,Peach County,Fort Valley,GA,Georgia
Kirby Freeman,DUAL,6-3,190,4,0.9440,110,,6,15,Brownwood,Brownwood,TX,Miami
Marcus Monk,WR,6-6,205,4,0.9434,111,,15,1,East Poinsett Co.,Lepanto,AR,Arkansas
Kenny O'Neal,WR,6-0,195,4,0.9408,112,,16,12,Skyline,Oakland,CA,Florida State
Calais Campbell,SDE,6-7,230,4,0.9402,113,,5,2,Denver North,Denver,CO,Miami
Derrick Jones,WR,6-0,170,4,0.9390,114,,17,13,Long Beach Poly,Long Beach,CA,USC
Adrian Arrington,WR,6-4,180,4,0.9369,115,,18,1,George Washington,Cedar Rapids,IA,Michigan
George Bell,RB,5-11,225,4,0.9365,116,,11,5,Jack Britt,Fayetteville,NC,Virginia Tech
Lendy Holmes,WR,6-2,180,4,0.9357,117,,19,16,South Oak Cliff,Dallas,TX,Oklahoma
Bobby Tatum,S,6-1,195,4,0.9347,118,,4,17,Fort Worth Dunbar,Fort Worth,TX,Texas
Peyton Hillis,FB,6-2,245,4,0.9343,119,,2,2,Conway,Conway,AR,Arkansas
Rory Nicol,TE,6-5,245,4,0.9339,120,,3,8,Beaver Area,Beaver,PA,Ohio State
Willie Glasper,CB,6-0,185,4,0.9325,121,,8,14,De La Salle,Concord,CA,Oregon
Jordan Shipley,WR,6-0,180,4,0.9323,122,,20,18,Burnet,Burnet,TX,Texas
Stephen McGee,PRO,6-3,205,4,0.9222,123,,7,19,Burnet,Burnet,TX,Texas A&M
Robbie Reid,DUAL,6-3,224,4,0.9222,123,,7,19,North Shore,Houston,TX,Oklahoma State
Anthony Vernaglia,ATH,6-4,218,4,0.9222,123,,4,15,Orange Lutheran,Orange,CA,Notre Dame
Chilo Rachal,OT,6-6,310,4,0.9222,123,,11,15,Compton Dominguez,Compton,CA,USC
Luke Sanders,ILB,6-4,228,4,0.9222,123,,10,5,West Monroe,West Monroe,LA,LSU
Dannell Ellerbe,OLB,6-2,185,4,0.9222,123,,6,6,Richmond,Rockingham,NC,Georgia
Brandon Robinson,CB,6-0,185,4,0.9222,123,,9,2,Breck School,Minneapolis,MN,Boston College
Randy Estes,S,6-2,200,4,0.9222,123,,5,15,Los Alamitos,Los Alamitos,CA,Washington State
David Faaeteete,DT,6-2,280,4,0.9222,123,,13,1,North Medford,Medford,OR,Oregon
A.Q. Shipley,DT,6-2,275,4,0.9222,123,,13,9,Cornell,Coraopolis,PA,Penn State
Eddie Royal,WR,5-10,170,4,0.9222,123,,21,2,Herndon,Herndon,VA,Virginia Tech
Graham Harrell,PRO,6-2,183,4,0.9222,123,,7,19,Ennis,Ennis,TX,Texas Tech
Mike McIntosh,WR,6-2,180,4,0.9222,123,,21,18,First Coast,Jacksonville,FL,Florida
Greg Hinds,ATH,6-2,220,4,0.9222,123,,4,2,Southaven,Southaven,MS,Memphis
Carlos Feliciano,OT,6-6,285,4,0.9222,123,,11,5,Elizabeth,Elizabeth,NJ,Maryland
Nathan Peterson,WDE,6-3,240,4,0.9222,123,,9,2,Tulsa Union,Tulsa,OK,Oklahoma State
Michael Massey,SDE,6-5,225,4,0.9222,123,,6,5,St. Ignatius,Cleveland,OH,Michigan
Worrell Williams,OLB,6-0,240,4,0.9222,123,,6,15,Grant Union,Sacramento,CA,California
Tony Bell,S,6-2,210,4,0.9222,123,,5,3,Thompson,Alabaster,AL,Auburn
Nathan Jones,WR,6-1,180,4,0.9222,123,,21,19,Texas High,Texarkana,TX,Texas
Albert Dukes,WR,6-2,185,4,0.9222,123,,21,18,Glades Day School,Belle Glade,FL,Ohio State
Ja'Kouri Williams,RB,5-11,180,4,0.9159,144,,12,6,Plaquemine,Plaquemine,LA,Tennessee
Derrick McPhearson,WR,5-11,180,4,0.9157,145,,25,3,DeMatha Catholic,Hyattsville,MD,Florida
Fred Barnett,DT,6-1,285,4,0.9097,146,,15,3,Arkansas,Texarkana,AR,Arkansas
Brannan Southerland,FB,6-2,220,4,0.9000,147,,3,10,Greater Atlanta Christian School,Norcross,GA,Georgia
Markus Manson,RB,6-0,190,4,0.9000,147,,13,4,Hillcrest-Tuscaloosa,Tuscaloosa,AL,Florida
Jimmy Miller,WDE,6-5,240,4,0.9000,147,,10,7,Westlake,Westlake,LA,USC
Rory Johnson,OLB,6-2,215,4,0.9000,147,,8,3,Vicksburg,Vicksburg,MS,Mississippi State
Corey Lambert,OT,6-7,310,4,0.9000,147,,13,4,Greenville,Greenville,SC,Clemson
George Walker,WR,6-3,190,4,0.9000,147,,26,23,Westbury,Houston,TX,Texas
Allen Smith,OT,6-5,325,4,0.9000,147,,13,2,Corona del Sol,Tempe,AZ,Stanford
Dorian Capers,DT,6-6,275,4,0.9000,147,,16,4,Battery Creek,Beaufort,SC,South Carolina
Dwayne Holmes,ATH,6-0,244,4,0.9000,147,,6,3,Ford,Detroit,MI,Michigan State
Craig Steltz,S,6-2,200,4,0.9000,147,,7,7,Archbishop Rummel,Metairie,LA,LSU
Vernon Smith,ILB,5-11,234,4,0.9000,147,,11,20,Dillard,Fort Lauderdale,FL,Pittsburgh
Morgan Trent,WR,6-1,180,4,0.9000,147,,26,3,Orchard Lake St. Mary's,Orchard Lake,MI,Michigan
Dumaka Atkins,OG,6-4,280,4,0.9000,147,,7,20,Booker,Sarasota,FL,Florida State
J.J. Justice,ATH,6-1,215,4,0.9000,147,,6,1,Norwich Free Academy,Norwich,CT,Maryland
Chris Graham,ILB,5-11,210,4,0.9000,147,,11,1,Warren Central,Indianapolis,IN,Michigan
Emmanuel Dunbar,SDE,6-5,265,4,0.9000,147,,7,20,Deerfield Beach,Deerfield Beach,FL,Florida State
Charles Alexander,SDE,6-3,266,4,0.9000,147,,7,7,Breaux Bridge,Breaux Bridge,LA,LSU
Sean Glennon,PRO,6-3,185,4,0.9000,147,,9,3,Centreville,Clifton,VA,Virginia Tech
Scott Burley,OG,6-5,328,4,0.9000,147,,7,4,Woodlawn,Gwynn Oak,MD,Maryland
Brannan Southerland,FB,6-2,220,4,0.9000,147,,3,10,Greater Atlanta Christian School,Norcross,GA,Georgia
Markus Manson,RB,6-0,190,4,0.9000,147,,13,4,Hillcrest-Tuscaloosa,Tuscaloosa,AL,Florida
Jimmy Miller,WDE,6-5,240,4,0.9000,147,,10,7,Westlake,Westlake,LA,USC
Rory Johnson,OLB,6-2,215,4,0.9000,147,,8,3,Vicksburg,Vicksburg,MS,Mississippi State
Garrett Collins,OG,6-4,260,4,0.9000,147,,7,3,Columbine,Littleton,CO,Colorado
Greg Dolan,OT,6-7,275,4,0.9000,147,,13,23,Round Rock Westwood,Austin,TX,Texas
McCollins Umeh,WDE,6-3,240,4,0.9000,147,,10,23,Klein Forest,Houston,TX,Arizona
Seth Watts,OT,6-5,290,4,0.9000,147,,13,10,Washington County,Sandersville,GA,Georgia
Jerod Mayo,OLB,6-2,214,4,0.9000,147,,8,3,Kecoughtan,Hampton,VA,Tennessee
Greg Carr,WR,6-5,200,4,0.9000,147,,26,20,North Marion,Citra,FL,Florida State
Dawayne Grace,CB,6-1,172,4,0.9000,147,,10,20,Ed White,Jacksonville,FL,Florida
Terrell Jackson,APB,5-9,190,4,0.9000,147,,2,19,Corona Centennial,Corona,CA,Oregon
Trimane Goddard,CB,5-11,180,4,0.9000,147,,10,7,Roanoke,Robersonville,NC,North Carolina
Cedric Logan,WR,5-11,160,4,0.9000,147,,26,4,Fayetteville,Fayetteville,AR,Arkansas
Rodney Gallon,OLB,6-0,210,4,0.9000,147,,8,20,Tallahassee Lincoln,Tallahassee,FL,Florida State
Raymond Williams,APB,5-11,185,4,0.9000,147,,2,6,Benedictine,Cleveland,OH,West Virginia
Sekeli Faaeteete,ATH,6-1,212,4,0.9000,147,,6,19,San Leandro,San Leandro,CA,California
Van Alexander,OLB,6-1,210,4,0.9000,147,,8,5,Rock Bridge,Columbia,MO,Missouri
Max Martin,RB,6-2,210,4,0.9000,147,,13,4,Bob Jones,Madison,AL,Michigan
C.J. Barber,S,6-2,215,4,0.9000,147,,7,4,Northwestern,Rock Hill,SC,South Carolina
Jerome Boyd,S,6-2,195,4,0.9000,147,,7,19,Dorsey,Los Angeles,CA,Oregon
Junior Jabbie,S,6-0,185,4,0.9000,147,,7,6,Hun School,Princeton,NJ,Notre Dame
Jacky Claude,OG,6-4,290,4,0.9000,147,,7,20,Miami Edison,Miami,FL,Florida State
Ramonce Taylor,ATH,6-0,187,4,0.9000,147,,6,23,Belton,Belton,TX,Texas
Alan Davis,WDE,6-2,237,4,0.9000,147,,10,23,Colleyville Heritage,Colleyville,TX,Oklahoma
Virdell Larkins,CB,5-10,177,4,0.9000,147,,10,19,Oakland Tech,Oakland,CA,California
Lovon Ponder,S,6-1,190,4,0.9000,147,,7,20,Monsignor Pace,Opa Locka,FL,Miami
Sam Carson,ILB,6-2,225,4,0.9000,147,,11,5,Downers Grove South,Downers Grove,IL,Illinois
Chris Rogers,ILB,6-3,240,4,0.9000,147,,11,10,North Allegheny,Wexford,PA,Michigan
Ramarcus Brown,ATH,5-11,162,4,0.9000,147,,6,10,Tri-Cities,Atlanta,GA,Georgia
Pat Sims,DT,6-3,295,4,0.9000,147,,16,20,Dillard,Fort Lauderdale,FL,Auburn
Erik Ainge,PRO,6-6,200,4,0.9000,147,,9,2,Glencoe,Hillsboro,OR,Tennessee
Jacob Hucko,OT,6-8,285,4,0.9000,147,,13,19,Cerritos,Cerritos,CA,Oregon
Chad Hoobler,TE,6-5,225,4,0.9000,147,,4,6,Carrollton,Carrollton,OH,Ohio State
Devon Lyons,S,6-2,210,4,0.9000,147,,7,10,Woodland Hills,Pittsburgh,PA,Ohio State
Allen Smith,OT,6-5,325,4,0.9000,147,,13,2,Corona del Sol,Tempe,AZ,Stanford
Dumaka Atkins,OG,6-4,280,4,0.9000,147,,7,20,Booker,Sarasota,FL,Florida State
Terrance Kelly,OLB,6-1,215,4,0.9000,147,,8,19,De La Salle,Concord,CA,Oregon
Emmanuel Dunbar,SDE,6-5,265,4,0.9000,147,,7,20,Deerfield Beach,Deerfield Beach,FL,Florida State
Ryan Baker,SDE,6-6,225,4,0.9000,147,,7,1,Bishop Chatard,Indianapolis,IN,Purdue
Anthony Jenkins,ATH,6-0,180,4,0.9000,147,,6,23,Ennis,Ennis,TX,Texas Tech
Chris Long,SDE,6-4,262,4,0.9000,147,,7,3,Charlottesville,Charlottesville,VA,Virginia
SirDarean Adams,ATH,6-0,209,4,0.9000,147,,6,20,Bayshore,Bradenton,FL,Michigan State
Kent Hicks,S,6-2,190,4,0.9000,147,,7,3,Culpeper County,Culpeper,VA,Virginia Tech
Xavier Mitchell,SDE,6-4,245,4,0.9000,147,,7,3,Long Beach,Long Beach,MS,Tennessee
Brian Orakpo,WDE,6-4,220,4,0.9000,147,,10,23,Houston Lamar,Houston,TX,Texas
Jimmy Miller,WDE,6-5,240,4,0.9000,147,,10,7,Westlake,Westlake,LA,USC
Greg Dolan,OT,6-7,275,4,0.9000,147,,13,23,Round Rock Westwood,Austin,TX,Texas
McCollins Umeh,WDE,6-3,240,4,0.9000,147,,10,23,Klein Forest,Houston,TX,Arizona
Jerod Mayo,OLB,6-2,214,4,0.9000,147,,8,3,Kecoughtan,Hampton,VA,Tennessee
Greg Carr,WR,6-5,200,4,0.9000,147,,26,20,North Marion,Citra,FL,Florida State
Raymond Williams,APB,5-11,185,4,0.9000,147,,2,6,Benedictine,Cleveland,OH,West Virginia
Sekeli Faaeteete,ATH,6-1,212,4,0.9000,147,,6,19,San Leandro,San Leandro,CA,California
C.J. Barber,S,6-2,215,4,0.9000,147,,7,4,Northwestern,Rock Hill,SC,South Carolina
Jerome Boyd,S,6-2,195,4,0.9000,147,,7,19,Dorsey,Los Angeles,CA,Oregon
Junior Jabbie,S,6-0,185,4,0.9000,147,,7,6,Hun School,Princeton,NJ,Notre Dame
Ramonce Taylor,ATH,6-0,187,4,0.9000,147,,6,23,Belton,Belton,TX,Texas
Jerrill Humphrey,WR,6-4,210,4,0.9000,147,,26,5,Highland Jr.-sr.,Lewistown,MO,Missouri
Virdell Larkins,CB,5-10,177,4,0.9000,147,,10,19,Oakland Tech,Oakland,CA,California
Tony Pittman,RB,5-11,195,4,0.9000,147,,13,6,Buchtel,Akron,OH,Ohio State
Mike Mangold,SDE,6-3,250,4,0.8980,226,,13,32,Merritt Island,Merritt Island,FL,Florida
George Covington,WDE,6-3,230,3,0.8889,227,,15,5,Eleanor Roosevelt,Greenbelt,MD,Maryland
Rodney Van,CB,6-1,175,3,0.8889,227,,14,28,Long Beach Poly,Long Beach,CA,UCLA
Nate Lyles,CB,6-0,195,3,0.8778,229,,15,6,Hubbard,Chicago,IL,Virginia
Marcus Randle El,ATH,5-10,175,3,0.8778,229,,15,6,Thornton Township,Harvey,IL,Wisconsin
Matt Hahn,FB,6-1,210,3,0.8778,229,,5,2,St. Anthony's,Long Island City,NY,Penn State
Randy McAdams,OT,6-7,285,3,0.8778,229,,18,32,Leander,Leander,TX,Oklahoma
Derron Thomas,RB,5-9,190,3,0.8778,229,,16,10,East St. John,Reserve,LA,Miami
Ivory Williams,APB,5-11,170,3,0.8778,229,,4,32,Beaumont Central,Beaumont,TX,Houston
Isaiah Cook,OLB,6-3,195,3,0.8778,229,,13,29,Claremont,Claremont,CA,Oregon State
Jordan Steffy,DUAL,6-2,210,3,0.8778,229,,10,12,Conestoga Valley,Lancaster,PA,Maryland
Darius Walker,RB,5-11,197,3,0.8778,229,,16,16,Buford,Buford,GA,Notre Dame
Andrew Pettes,TE,6-5,245,3,0.8778,229,,5,3,Moon Valley,Phoenix,AZ,Arizona State
Corey Kizer,WR,6-3,190,3,0.8778,229,,32,3,Melrose,Memphis,TN,Ole Miss
Jacob Griffin,OG,6-4,285,3,0.8778,229,,13,33,Armwood,Seffner,FL,South Florida
Pierre Brown,ATH,6-2,180,3,0.8778,229,,15,32,Duncanville,Duncanville,TX,Texas A&M
Tyson Jackson,SDE,6-6,265,3,0.8778,229,,14,10,West St. John,Edgard,LA,LSU
Brett Helms,OG,6-3,300,3,0.8778,229,,13,6,Stuttgart,Stuttgart,AR,LSU
Kevin Hamilton,DT,6-4,260,3,0.8778,229,,20,6,Prattville,Prattville,AL,Alabama
Tyrone Byrd,OT,6-6,260,3,0.8778,229,,18,32,Fort Bend Hightower,Missouri City,TX,Miami
Jeremy Jones,TE,6-5,285,3,0.8778,229,,5,10,West Jefferson,Harvey,LA,Mississippi State
Greyson Gunheim,ATH,6-6,240,3,0.8778,229,,15,29,Analy,Sebastopol,CA,Washington
Gary Green II,APB,5-9,170,3,0.8778,229,,4,32,San Antonio Madison,San Antonio,TX,Kansas
Myrio Davis,WR,6-3,205,3,0.8778,229,,32,3,Hamilton,Chandler,AZ,Arizona State
Shaun Lane,CB,5-11,175,3,0.8778,229,,15,10,Hubbard,Hubbard,OH,Ohio State
Nate Lyles,CB,6-0,195,3,0.8778,229,,15,6,Hubbard,Chicago,IL,Virginia
Marcus Randle El,ATH,5-10,175,3,0.8778,229,,15,6,Thornton Township,Harvey,IL,Wisconsin
Ivory Williams,APB,5-11,170,3,0.8778,229,,4,32,Beaumont Central,Beaumont,TX,Houston
Isaiah Cook,OLB,6-3,195,3,0.8778,229,,13,29,Claremont,Claremont,CA,Oregon State
Darius Walker,RB,5-11,197,3,0.8778,229,,16,16,Buford,Buford,GA,Notre Dame
C.J. Barrows,ATH,6-3,205,3,0.8778,229,,15,16,McEachern,Powder Springs,GA,Southern Miss
Andrew Pettes,TE,6-5,245,3,0.8778,229,,5,3,Moon Valley,Phoenix,AZ,Arizona State
Corey Kizer,WR,6-3,190,3,0.8778,229,,32,3,Melrose,Memphis,TN,Ole Miss
Pierre Brown,ATH,6-2,180,3,0.8778,229,,15,32,Duncanville,Duncanville,TX,Texas A&M
Kevin Hamilton,DT,6-4,260,3,0.8778,229,,20,6,Prattville,Prattville,AL,Alabama
Greyson Gunheim,ATH,6-6,240,3,0.8778,229,,15,29,Analy,Sebastopol,CA,Washington
Gary Green II,APB,5-9,170,3,0.8778,229,,4,32,San Antonio Madison,San Antonio,TX,Kansas
Sean Lewis,PRO,6-7,220,3,0.8778,229,,13,6,H.L. Richards,Oak Lawn,IL,Wisconsin
