Player,Position,Height,Weight,Stars,Rating,CompositeRank,247Rank,PositionRank,StateRank,HighSchool,City,State,CommittedTo
Pierre Woods,SDE,6-6,225,4,0.9831,43,,2,1,Glenville,Cleveland,OH,Michigan
Craphonso Thorpe,WR,6-2,185,4,0.9827,44,,6,3,Tallahassee Lincoln,Tallahassee,FL,Florida State
Robert Boulware,CB,5-10,180,4,0.9827,44,,5,1,Chambers,Charlotte,NC,Tennessee
Derek Anderson,PRO,6-6,230,4,0.9827,44,,3,1,Scappoose,Scappoose,OR,Oregon State
Charles Frederick,WR,6-0,190,4,0.9819,47,,7,4,Pope John Paul II,Boca Raton,FL,Washington
De'Arrius Howard,RB,6-0,205,4,0.9819,47,,10,2,West Memphis,West Memphis,AR,Arkansas
Tim Massaquoi,WR,6-5,215,4,0.9819,47,,7,4,Parkland,Allentown,PA,Michigan
Lydell Ross,RB,6-1,185,4,0.9815,50,,11,5,Gaither,Tampa,FL,Ohio State
Fred Gibson,WR,6-4,180,4,0.9811,51,,9,6,Ware County,Waycross,GA,Georgia
Adrian McPherson,DUAL,6-3,178,4,0.9807,52,,3,6,Southeast,Bradenton,FL,Florida State
Antrel Rolle,CB,6-0,205,4,0.9805,53,,6,7,South Dade,Homestead,FL,Miami
Gerard Ross,CB,6-2,190,4,0.9803,54,,7,8,Trinity Christian Academy,Jacksonville,FL,Florida State
Orien Harris,DT,6-4,280,4,0.9801,55,,6,1,Newark,Newark,DE,Miami
Corey Mays,OLB,6-1,234,4,0.9795,56,,5,2,Morgan Park,Chicago,IL,Notre Dame
Pat Massey,SDE,6-8,235,4,0.9793,57,,3,2,St. Ignatius,Cleveland,OH,Michigan
Matt Leinart,PRO,6-6,200,4,0.9789,58,,4,7,Mater Dei,Santa Ana,CA,USC
Marvin Simmons,OLB,6-0,225,4,0.9787,59,,6,8,Long Beach Poly,Compton,CA,Kansas State
Reggie Arden,OLB,6-5,225,4,0.9787,59,,6,3,Ironton,Ironton,OH,Ohio State
Seymore Shaw,RB,6-0,210,4,0.9783,61,,12,1,Shawnee,Shawnee,OK,Oklahoma
Derrick Johnson,OLB,6-4,205,4,0.9779,62,,8,5,Waco,Waco,TX,Texas
George Gause,SDE,6-5,235,4,0.9775,63,,4,3,Conway,Conway,SC,South Carolina
Joseph Addai,RB,5-11,194,4,0.9771,64,,13,6,Sharpstown,Houston,TX,LSU
Kellen Clemens,PRO,6-2,193,4,0.9769,65,,5,2,Burns,Burns,OR,Oregon
Mark Anderson,DT,6-7,260,4,0.9769,65,,7,1,Fergus,Lewistown,MT,Stanford
Damien Nash,RB,5-11,195,4,0.9769,65,,14,1,Riverview Gardens,Coffeyville,KS,Missouri
Jonathan Scott,DT,6-7,285,4,0.9767,68,,8,7,Dallas Carter,Dallas,TX,Texas
Willie Jones,OLB,6-1,200,4,0.9767,68,,9,9,Miami Carol City,Opa Locka,FL,Florida State
Derron Johnson,CB,6-4,215,4,0.9759,70,,8,1,Melrose,Memphis,TN,Memphis
Shawn Andrews,OG,6-4,320,4,0.9755,71,,2,3,Camden Fairview,Camden,AR,Arkansas
Russell Lovett,ATH,6-3,230,4,0.9751,72,,1,1,Thornton,Thornton,CO,Colorado
Maurice Hall,RB,5-10,185,4,0.9749,73,,15,4,Brookhaven,Columbus,OH,Ohio State
Charles Rush,DT,6-3,280,4,0.9747,74,,9,5,Cathedral Prep,Erie,PA,Penn State
Robert Cleary,OG,6-7,275,4,0.9747,74,,3,9,Temescal Canyon,Lake Elsinore,CA,UCLA
Marquis Elmore,OLB,6-3,220,4,0.9743,76,,10,2,,,,Georgia
Marquis Elmore,OLB,6-4,230,4,0.9743,76,,10,7,Charlton County,Chatham,VA,Georgia
Brent Rawls,PRO,6-5,195,4,0.9743,76,,6,5,Evangel Christian Academy,Shreveport,LA,Oklahoma
Steven Jackson,RB,6-1,210,4,0.9743,76,,16,1,Eldorado,Las Vegas,NV,Oregon State
Jocques Dumas,SDE,6-6,242,4,0.9739,80,,5,2,Asheboro,Asheboro,NC,North Carolina
Quan Cosby,ATH,5-11,200,4,0.9739,80,,2,8,Mart,Mart,TX,Texas
Tyler Reed,OG,6-5,305,4,0.9737,82,,4,6,Thomas Jefferson,Clairton,PA,Penn State
Brett Bell,CB,6-0,190,4,0.9735,83,,9,3,Wheaton Warrenville South,Wheaton,IL,Wisconsin
Chauncey Davis,OLB,6-2,230,4,0.9735,84,,12,10,Auburndale,Ellisville,MS,Florida State
Jeb Huckeba,OLB,6-5,201,4,0.9731,85,,13,4,Harding Academy,Sheridan,AR,Arkansas
C.J. Fayton,WR,6-2,190,4,0.9723,86,,10,3,Princess Anne,Virginia Beach,VA,Tennessee
Montrell Jones,WR,6-2,185,4,0.9721,87,,11,2,Louisville Male,Louisville,KY,Tennessee
Scott McClintock,OLB,6-3,240,4,0.9719,88,,14,7,Belle Vernon,Belle Vernon,PA,Michigan
Brandon Jones,WR,6-1,195,4,0.9715,89,,12,9,Texarkana Liberty-Eylau,Texarkana,TX,Oklahoma
Casey Paus,PRO,6-4,210,4,0.9711,90,,7,4,Lincoln-Way Central,New Lenox,IL,Washington
Frank Gore,RB,5-9,190,4,0.9711,90,,17,11,Coral Gables,Miami,FL,Miami
Shyrone Carey,ATH,5-9,180,4,0.9709,92,,3,6,Archbishop Shaw,Marrero,LA,LSU
Carlos Campbell,WR,6-0,190,4,0.9707,93,,13,4,Hampton,Hampton,VA,Notre Dame
Larry Fitzgerald,WR,6-3,205,4,0.9703,94,,14,3,Richfield Senior,Minneapolis,MN,Pittsburgh
Simon Fraser,SDE,6-6,240,4,0.9703,94,,6,5,Upper Arlington,Columbus,OH,Ohio State
Rudy Niswanger,OC,6-6,265,4,0.9691,96,,3,7,Ouachita Christian School,Monroe,LA,LSU
Titus Adams,SDE,6-4,285,4,0.9691,96,,7,1,Creighton Prep,Omaha,NE,Nebraska
David Underwood,RB,6-0,220,4,0.9687,98,,18,10,Madisonville,Madisonville,TX,Michigan
Fred Lee,WR,5-9,170,4,0.9683,99,,15,8,Bishop McDevitt,Harrisburg,PA,Virginia Tech
Morris Virgil,RB,5-10,183,4,0.9683,99,,19,5,Urbana,Urbana,IL,Illinois
Kyle Orton,PRO,6-3,205,4,0.9681,101,,8,2,Southeast Polk,Des Moines,IA,Purdue
Angelo Chattams,WR,5-11,180,4,0.9681,101,,16,6,Chaminade Julienne,Dayton,OH,Ohio State
Bryan Randall,DUAL,6-2,200,4,0.9679,103,,4,5,Bruton,Williamsburg,VA,Virginia Tech
Dustin Fox,S,6-0,190,4,0.9675,104,,2,7,GlenOak,Canton,OH,Ohio State
Anthony Mix,WR,6-5,215,4,0.9675,104,,17,4,Baldwin County,Chatham,VA,Auburn
Mike Bell,RB,6-1,205,4,0.9671,106,,20,1,Tolleson Union,Tolleson,AZ,Arizona
James Buchanan,RB,6-2,235,4,0.9671,107,,21,12,Cardinal Mooney,Sarasota,FL,Florida State
Ayo Saba,FB,6-0,255,4,0.9667,108,,1,1,Highland Park,Highland Park,NJ,Kansas State
Brett Basanez,PRO,6-2,175,4,0.9667,108,,9,6,St. Viator,Arlington Heights,IL,Northwestern
Lamar Baker,CB,5-11,180,4,0.9663,110,,10,2,Agua Fria,Avondale,AZ,Arizona State
Michael Robinson,DUAL,6-2,210,4,0.9663,110,,5,6,Varina,Richmond,VA,Penn State
Junior Taylor,WR,6-2,185,4,0.9655,112,,18,3,Mesa,Mesa,AZ,UCLA
Taye Biddle,WR,6-1,180,4,0.9655,112,,18,5,Decatur,Decatur,AL,Ole Miss
Tramain Hall,CB,5-11,170,4,0.9651,114,,11,13,Deerfield Beach,Deerfield Beach,FL,NC State
Wayne Dickens,DT,6-2,275,4,0.9651,114,,10,13,Lake Gibson,Lakeland,FL,Auburn
Robert Strickland,WR,6-4,205,4,0.9651,114,,20,3,Denby,Detroit,MI,Michigan State
Zachary Giles,OC,6-3,285,4,0.9647,117,,4,1,Marshfield,Marshfield,MA,Notre Dame
Thez Robinson,RB,5-11,185,4,0.9643,118,,22,8,Toombs County,Lyons,GA,South Carolina
Thomas Derricks,DT,6-1,295,4,0.9635,119,,11,11,Dallas Jesuit,Dallas,TX,Northwestern
Jerome Janet,WR,6-0,185,4,0.9635,119,,21,2,Tulsa Union,Tulsa,OK,Kansas State
Clarence McDougal,S,6-1,200,4,0.9635,119,,3,2,Clinton,Clinton,MS,Mississippi State
Justin Holland,PRO,6-4,195,4,0.9631,122,,10,2,Bear Creek,Denver,CO,Colorado State
Jonathan Jackson,SDE,6-4,225,4,0.9618,123,,8,12,North Shore,Houston,TX,Oklahoma
Ingle Martin,PRO,6-3,210,4,0.9618,123,,11,2,Montgomery Bell Academy,Nashville,TN,Florida
Brandon Brokaw,RB,6-2,230,4,0.9614,125,,23,9,Morrisville,Morrisville,PA,Boston College
Nic Costa,DUAL,5-11,190,4,0.9610,126,,6,3,Aloha,Beaverton,OR,Arizona
Donta Hickson,RB,5-10,185,4,0.9606,127,,24,13,McKinney,McKinney,TX,Oklahoma
Keith Carter,TE,6-4,250,4,0.9606,127,,2,10,Downingtown East,Exton,PA,UCLA
David Koral,PRO,6-3,210,4,0.9602,129,,12,10,Palisades,Santa Monica,CA,Vanderbilt
Jeff Littlejohn,DT,6-2,318,4,0.9382,130,,12,4,Gaffney,Gaffney,SC,Middle Tennessee
Anthony Mix,WR,6-4,230,4,0.9004,131,,22,7,,,,Auburn
