Player,Position,Height,Weight,Stars,Rating,CompositeRank,247Rank,PositionRank,StateRank,HighSchool,City,State,CommittedTo
Derron Parquet,RB,6-0,205,4,0.9659,96,,11,3,Archbishop Rummel,Metairie,LA,LSU
Diamond Ferri,RB,5-11,200,4,0.9659,96,,11,1,Everett,Everett,MA,Syracuse
Alex Barron,OT,6-8,297,4,0.9657,98,,10,4,Orangeburg-Wilkinson,Orangeburg,SC,Florida State
Sean McHugh,TE,6-6,245,4,0.9655,99,,6,5,Chagrin Falls,Chagrin Falls,OH,Penn State
Bennie Mills,DT,6-4,280,4,0.9655,99,,6,4,Archbishop Rummel,Metairie,LA,Florida
Ben Emanuel,S,6-2,190,4,0.9651,101,,9,12,Clear Brook,Friendswood,TX,UCLA
Willie Green,RB,5-9,205,4,0.9647,102,,13,14,Osceola,Kissimmee,FL,Florida
Chris Kelley,PRO,6-2,205,4,0.9647,102,,11,2,Seneca Valley,Germantown,MD,Maryland
Robert Peace,ILB,6-3,215,4,0.9643,104,,8,5,Ruston,Ruston,LA,Tennessee
Chris Young,WR,6-2,184,4,0.9639,105,,12,2,South Panola,Batesville,MS,Vanderbilt
Ronnie Brown,RB,6-1,200,4,0.9631,106,,14,6,Cartersville,Cartersville,GA,Auburn
Richard Johnson,WR,6-0,170,4,0.9629,107,,13,3,Milford Mill Academy,Gwynn Oak,MD,Virginia Tech
Stephen Williams,SDE,6-3,275,4,0.9627,108,,8,3,Bolingbrook,Bolingbrook,IL,Indiana
John Rattay,PRO,6-4,215,4,0.9622,109,,12,2,Desert Vista,Phoenix,AZ,Tennessee
Tatum Bell,RB,5-11,190,4,0.9618,110,,15,13,DeSoto,DeSoto,TX,Oklahoma State
Maurice Mitchell,OT,6-7,290,4,0.9614,111,,11,7,Dougherty,Albany,GA,Alabama
Jason Peters,WDE,6-5,270,4,0.9614,111,,4,14,Queen City,Queen City,TX,Arkansas
Cameron Wake,WDE,6-3,258,4,0.9610,113,,5,4,DeMatha Catholic,Hyattsville,MD,Penn State
Doug Buckles,OG,6-5,275,4,0.9610,113,,6,3,Madison Central,Madison,MS,Ole Miss
Jason Witten,WDE,6-7,265,4,0.9606,115,,6,2,Elizabethton,Elizabethton,TN,Tennessee
Lynn McGruder,DT,6-3,285,4,0.9606,115,,7,1,Cheyenne,North Las Vegas,NV,Tennessee
Dustin Picciotti,FB,6-3,235,4,0.9602,117,,1,4,Central Bucks West,Doylestown,PA,Pittsburgh
Marcus White,SDE,6-5,270,4,0.9602,117,,9,4,Theodore,Theodore,AL,Auburn
Nautyn McKay-Loescher,WDE,6-4,240,4,0.9347,119,,7,6,Toronto,Toronto,OH,Alabama
