Player,Position,Height,Weight,Stars,Rating,CompositeRank,247Rank,PositionRank,StateRank,HighSchool,City,State,CommittedTo
Zavier Mincey,CB,6-1.5,187,5,0.9876,27,31,3,7,Mainland,Daytona Beach,FL,Alabama
Armondo Blount,DL,6-3.5,250,5,0.9875,28,39,8,8,Miami Central,Miami,FL,Miami
Chris Cole,LB,6-3,210,5,0.9866,29,23,3,1,Salem,Salem,VA,Georgia
Zabien Brown,CB,6-0,182,5,0.9864,30,22,4,2,Mater Dei,Santa Ana,CA,Alabama
Marquise Lightfoot,EDGE,6-4,212,5,0.9855,31,34,4,2,Kenwood Academy,Chicago,IL,Miami
Brandon Baker,OT,6-5,285,5,0.9850,32,44,2,3,Mater Dei,Santa Ana,CA,Texas
Mylan Graham,WR,6-1,170,5,0.9845,33,59,7,1,New Haven,New Haven,IN,Ohio State
Kobe Black,CB,6-0,190,5,0.9841,34,60,5,7,Waco Connally,Waco,TX,Texas
Josiah Thompson,OT,6-6,264,5,0.9839,35,37,3,1,Dillon,Dillon,SC,South Carolina
Aaron Scott Jr.,CB,6-2,190,5,0.9835,36,51,6,1,Springfield,Springfield,OH,Ohio State
Xavier Filsaime,S,6-1,180,5,0.9835,37,62,2,8,McKinney,McKinney,TX,Texas
Taylor Tatum,RB,5-10.5,205,4,0.9823,38,48,1,9,Longview,Longview,TX,Oklahoma
Ryan Wingo,WR,6-1.5,210,4,0.9819,39,32,8,2,St. Louis University,St. Louis,MO,Texas
Trey'Dez Green,TE,6-6.5,225,4,0.9814,40,47,1,2,Zachary,Zachary,LA,LSU
Kyngstonn Viliamu-Asa,LB,6-2,233,4,0.9810,41,42,4,4,St. John Bosco,Bellflower,CA,Notre Dame
Joshisa Trader,WR,6-1,175,4,0.9803,42,70,9,9,Chaminade-Madonna,Hollywood,FL,Miami
Gatlin Bair,WR,6-1,194,4,0.9800,43,27,10,1,Burley,Burley,ID,Oregon
Perry Thompson,WR,6-3,205,4,0.9799,44,38,11,5,Foley,Foley,AL,Auburn
Elijah Rushing,EDGE,6-6,251,4,0.9792,45,26,5,1,Salpointe Catholic,Tucson,AZ,Oregon
Guerby Lambert,OT,6-6,280,4,0.9785,46,88,4,1,Catholic Memorial,West Roxbury,MA,Notre Dame
Cam Williams,WR,6-2,188,4,0.9783,47,81,12,3,Glenbard South,Glen Ellyn,IL,Notre Dame
Bryant Wesco Jr.,WR,6-2,170,4,0.9782,48,57,13,10,Midlothian,Midlothian,TX,Clemson
Nate Frazier,RB,5-9.5,206,4,0.9777,49,71,2,5,Mater Dei,Santa Ana,CA,Georgia
Demello Jones,S,6-1,176,4,0.9763,50,74,3,6,Swainsboro,Swainsboro,GA,Georgia
Myles Graham,LB,6-1,212,4,0.9754,51,114,5,10,Buchholz,Gainesville,FL,Florida
Ify Obidegwu,CB,6-1.5,190,4,0.9753,52,55,7,1,St. Frances Academy,Baltimore,MD,Oregon
Caleb Odom,TE,6-5,215,4,0.9753,53,99,2,7,Carrollton,Carrollton,GA,Alabama
Charles Lester III,CB,6-1,171,4,0.9748,54,84,8,11,Venice,Venice,FL,Florida State
Carter Nelson,TE,6-4,216,4,0.9745,55,49,3,1,Ainsworth,Ainsworth,NE,Nebraska
Air Noland,QB,6-2,195,4,0.9743,56,61,4,8,Langston Hughes,Fairburn,GA,Ohio State
Cooper Cousins,IOL,6-6,323,4,0.9731,57,53,1,1,McDowell,Erie,PA,Penn State
Aydin Breland,DL,6-5,290,4,0.9719,58,36,9,6,Mater Dei,Santa Ana,CA,Oregon
Luke Kromenhoek,QB,6-4,185,4,0.9718,59,35,5,9,Benedictine Military School,Savannah,GA,Florida State
Aaron Flowers,S,6-0,202,4,0.9717,60,102,4,11,Forney,Forney,TX,Oregon
Aaron Chiles,LB,6-3,220,4,0.9710,61,83,6,2,Our Lady of Good Counsel,Olney,MD,Florida
Amaris Williams,EDGE,6-2,257,4,0.9706,62,30,6,1,Clinton,Clinton,NC,Auburn
Demarcus Riddick,LB,6-2,216,4,0.9699,63,69,7,6,Chilton County,Clanton,AL,Auburn
Bryce West,CB,5-11,177,4,0.9690,64,151,9,2,Glenville,Cleveland,OH,Ohio State
Jeremiah McClellan,WR,6-0,190,4,0.9687,65,86,14,3,Christian Brothers College,St. Louis,MO,Oregon
Kameryn Crawford,DL,6-6,241,4,0.9687,66,58,10,10,Booker T. Washington,Atlanta,GA,USC
Ny Carr,WR,5-11,169,4,0.9686,67,98,15,11,Colquitt County,Moultrie,GA,Miami
CJ Carr,QB,6-2.5,195,4,0.9685,68,45,6,1,Saline,Saline,MI,Notre Dame
Jaden Reddell,TE,6-4,233,4,0.9678,69,100,4,4,Raymore-Peculiar,Peculiar,MO,Georgia
Koi Perich,S,6-0.5,199,4,0.9673,70,72,5,1,Esko,Esko,MN,Minnesota
Luke Reynolds,TE,6-4,220,4,0.9659,71,29,5,1,Cheshire Academy,Cheshire,CT,Penn State
Booker Pickett Jr.,EDGE,6-3,205,4,0.9657,72,142,7,12,Wharton,Tampa,FL,Miami
Bryce Young,DL,6-5.5,244,4,0.9646,73,24,11,2,Charlotte Christian,Charlotte,NC,Notre Dame
Christian Bentancur,TE,6-3.5,236,4,0.9640,74,90,6,4,Marian Central Catholic,Woodstock,IL,Clemson
Kevin Riley,RB,5-11,195,4,0.9617,75,136,3,7,Tuscaloosa County,Northport,AL,Alabama
Casey Poe,IOL,6-4.5,290,4,0.9617,76,158,2,12,Lindale,Lindale,TX,Alabama
Tarrion Grant,CB,6-3,175,4,0.9612,77,157,10,1,Siegel,Murfreesboro,TN,Purdue
Jordan Marshall,RB,5-10.5,193,4,0.9606,78,155,4,3,Archbishop Moeller,Cincinnati,OH,Michigan
Kam Franklin,DL,6-5,265,4,0.9602,79,137,12,1,Lake Cormorant,Lake Cormorant,MS,Ole Miss
Corian Gipson,CB,6-0,170,4,0.9596,80,215,11,13,Lancaster,Lancaster,TX,Clemson
Jeremiah Beaman,DL,6-3,259,4,0.9592,81,101,13,8,Parker,Birmingham,AL,Alabama
Charlie Collins,DL,6-4,265,4,0.9582,82,65,14,1,Wilbur D. Mills,Little Rock,AR,Arkansas
Grant Brix,OT,6-5,278,4,0.9577,83,218,5,1,Logan-Magnolia,Logan,IA,Nebraska
DJ Jordan,WR,6-1,165,4,0.9573,84,141,16,7,Sierra Canyon,Chatsworth,CA,USC
Ondre Evans,CB,6-0.5,183,4,0.9566,85,106,12,2,Christ Presbyterian Academy,Nashville,TN,Georgia
Kevin Heywood,OT,6-6.5,299,4,0.9558,86,50,6,2,Pope John Paul II,Royersford,PA,Wisconsin
Amir Jackson,TE,6-4,223,4,0.9556,87,152,7,12,Portal,Portal,GA,Florida
Caden Durham,RB,5-9,195,4,0.9555,88,124,5,14,Duncanville,Duncanville,TX,LSU
Quinton Martin Jr.,RB,6-2,200,4,0.9550,89,130,6,3,Belle Vernon,Belle Vernon,PA,Penn State
Dakoda Fields,CB,6-2,185,4,0.9549,90,110,13,8,Junipero Serra,Gardena,CA,Oregon
Zion Kearney,WR,6-2,210,4,0.9548,91,133,17,15,Fort Bend Hightower,Missouri City,TX,Oklahoma
Cai Bates,CB,6-1.5,180,4,0.9547,92,125,14,13,Edgewater,Orlando,FL,Florida State
Zaquan Patterson,S,6-0,185,4,0.9540,93,63,6,14,Chaminade-Madonna,Hollywood,FL,Miami
Michael Uini,OT,6-7,335,4,0.9534,94,118,7,16,Copperas Cove,Copperas Cove,TX,Georgia
Jamonta Waller,EDGE,6-2,225,4,0.9532,95,105,8,2,Picayune Memorial,Picayune,MS,Auburn
Dashawn Spears,S,6-2,200,4,0.9528,96,54,7,3,Denham Springs,Denham Springs,LA,LSU
Eugene Brooks,IOL,6-4,320,4,0.9523,97,73,3,9,Sierra Canyon,Chatsworth,CA,Oklahoma
Kam Davis,RB,5-10,200,4,0.9523,98,145,7,13,Dougherty,Albany,GA,Florida State
Brian Robinson,DL,6-5,255,4,0.9519,99,96,15,4,Westerville North,Westerville,OH,Kentucky
Courtney Crutchfield,WR,6-0,179,4,0.9518,100,43,18,2,Pine Bluff,Pine Bluff,AR,Missouri
Dre'lon Miller,WR,5-11,205,4,0.9516,101,85,19,17,Silsbee,Silsbee,TX,Colorado
Nitro Tuggle,WR,6-0,184,4,0.9510,102,123,20,2,Northwood,Elkhart,IN,Georgia
Landen Thomas,TE,6-4,235,4,0.9510,103,196,8,14,Colquitt County,Moultrie,GA,Florida State
Jonathan Paylor,ATH,5-9.5,170,4,0.9505,104,117,2,3,Hugh M Cummings,Burlington,NC,NC State
Ethan Grunkemeyer,QB,6-2,190,4,0.9505,105,103,7,5,Olentangy,Lewis Center,OH,Penn State
Braylon Staley,WR,6-0,180,4,0.9501,106,78,21,2,Strom Thurmond,Johnston,SC,Tennessee
Walker White,QB,6-3,222,4,0.9497,107,41,8,3,Little Rock Christian Academy,Little Rock,AR,Auburn
Nasir Johnson,DL,6-4.5,300,4,0.9496,108,52,16,15,Dublin,Dublin,GA,Georgia
Noah Carter,EDGE,6-3.5,218,4,0.9495,109,82,9,2,Peoria Centennial,Peoria,AZ,Alabama
Jamari Howard,CB,6-0.5,180,4,0.9495,110,113,15,15,Miami Norland,Miami,FL,Florida State
Weston Davis,OT,6-5,275,4,0.9493,111,140,8,18,Beaumont United,Beaumont,TX,LSU
Jadyn Davis,QB,6-0.5,202,4,0.9492,112,115,9,4,Providence Day School,Charlotte,NC,Michigan
Daniel Calhoun,OT,6-6.5,365,4,0.9491,113,66,9,16,Walton,Marietta,GA,Georgia
Ryan Puglisi,QB,6-3,205,4,0.9487,114,143,10,2,Avon Old Farms,Avon,CT,Georgia
James Peoples,RB,5-9.5,200,4,0.9484,115,126,8,19,San Antonio Veterans Memorial,San Antonio,TX,Ohio State
Peyton Woodyard,S,6-2,188,4,0.9476,116,,8,10,St. John Bosco,Bellflower,CA,Alabama
Jerrick Gibson,RB,5-10,200,4,0.9475,117,79,9,16,IMG Academy,Bradenton,FL,Texas
Jordan Shipp,WR,6-0.5,190,4,0.9470,118,91,22,5,Providence Day School,Charlotte,NC,North Carolina
Kedren Young,RB,5-10,217,4,0.9469,119,111,10,20,Lufkin,Lufkin,TX,Notre Dame
Jordan Thomas,DL,6-4.5,322,4,0.9463,120,75,17,1,Don Bosco Prep,Ramsey,NJ,Georgia
Kam Mikell,ATH,6-1,181,4,0.9447,121,87,3,17,Statesboro,Statesboro,GA,Colorado
Andrew Sprague,OT,6-7,286,4,0.9447,122,68,10,5,Rockhurst,Kansas City,MO,Michigan
Adarius Hayes,LB,6-4,210,4,0.9441,123,,8,17,Largo,Largo,FL,Miami
DJ Warner,EDGE,6-3,217,4,0.9438,124,67,10,3,Desert Edge,Goodyear,AZ,Kansas
Liam Andrews,DL,6-5,260,4,0.9435,125,144,18,2,Dexter Southfield,Brookline,MA,Penn State
Jason Zandamela,IOL,6-3,285,4,0.9433,126,46,4,18,Clearwater Academy International,Clearwater,FL,USC
Koy Beasley,S,5-10,170,4,0.9419,127,147,9,6,LaSalle,Cincinnati,OH,Purdue
Jon Mitchell,CB,6-0,177,4,0.9419,128,116,16,19,Mandarin,Jacksonville,FL,Penn State
Boo Carter,ATH,5-10,184,4,0.9409,129,149,4,3,Bradley Central,Cleveland,TN,Tennessee
Brady Prieskorn,TE,6-6,225,4,0.9407,130,226,9,2,Adams,Rochester,MI,Michigan
Joe Phillips,EDGE,6-2,250,4,0.9405,131,135,11,9,Booker T. Washington,Tuskegee,AL,Auburn
Kris Jones,LB,6-2,220,4,0.9405,132,127,9,2,Fairfax,Fairfax,VA,Georgia
Jordan Lyle,RB,6-0,180,4,0.9403,133,237,11,20,St. Thomas Aquinas,Fort Lauderdale,FL,Miami
Terrell Anderson,WR,6-3,188,4,0.9400,134,92,23,6,Grimsley,Greensboro,NC,NC State
Will Echoles,DL,6-2,312,4,0.9397,135,77,19,3,Houston,Houston,MS,Ole Miss
Peyton Lewis,RB,6-0.5,197,4,0.9396,136,171,12,3,Salem,Salem,VA,Tennessee
Selman Bridges,CB,6-3,169,4,0.9396,137,119,17,21,Lake Belton,Temple,TX,Arkansas
Aaron Butler,WR,6-0,170,4,0.9389,138,166,24,11,Calabasas,Calabasas,CA,Texas
Kylan Billiot,WR,6-2,188,4,0.9386,139,64,25,4,Terrebonne,Houma,LA,LSU
Bennett Warren,OT,6-7.5,324,4,0.9385,140,80,11,22,Fort Bend Christian Academy,Sugar Land,TX,Tennessee
Danny Okoye,EDGE,6-4,241,4,0.9381,141,,12,1,NOAH Homeschool,Tulsa,OK,Oklahoma
Garrett Stover,LB,6-0,214,4,0.9374,142,213,10,7,Big Walnut,Sunbury,OH,Ohio State
Nigel Smith II,DL,6-5,260,4,0.9372,143,177,20,23,Melissa,Melissa,TX,Oklahoma
Blake Ivy,OT,6-3.5,280,4,0.9370,144,104,12,24,Clear Springs,League City,TX,Texas A&M
Ryan Pellum,WR,5-11,170,4,0.9367,145,219,26,12,Millikan,Long Beach,CA,Oregon
Dilin Jones,RB,5-11,180,4,0.9364,146,139,13,3,Our Lady of Good Counsel,Olney,MD,Wisconsin
Michael Smith,TE,6-4,235,4,0.9361,147,97,10,18,Calvary Day School,Savannah,GA,South Carolina
Marcelles Williams,CB,5-10,176,4,0.9357,148,206,18,13,St. John Bosco,Bellflower,CA,USC
Wardell Mack,CB,5-11,170,4,0.9354,149,243,19,5,John Ehret,Marrero,LA,Texas
Daniel Hill,RB,5-11.5,239,4,0.9348,150,121,14,4,Meridian,Meridian,MS,Alabama
Tylen Singleton,LB,6-1,208,4,0.9348,151,167,11,6,Many,Many,LA,LSU
Lugard Edokpayi,EDGE,6-6,230,4,0.9344,152,159,13,4,Bishop McNamara,District Heights,MD,Michigan
Ricardo Jones,S,6-3,200,4,0.9343,153,172,10,19,Northside,Warner Robins,GA,Clemson
Davon Mitchell,TE,6-4,245,4,0.9341,154,217,11,14,Los Alamitos,Los Alamitos,CA,Oklahoma
Dealyn Evans,DL,6-4.5,260,4,0.9339,155,76,21,25,Longview Pine Tree,Longview,TX,Texas A&M
JacQawn McRoy,OT,6-8,365,4,0.9335,156,95,13,10,Clay-Chalkville,Pinson,AL,Oregon
Benedict Umeh,DL,6-5,260,4,0.9334,157,,22,3,Avon Old Farms,Avon,CT,Stanford
Jo'Ziah Edmond,CB,6-1,181,4,0.9309,158,108,20,3,Northwood,Nappanee,IN,Michigan
Kaleb Beasley,CB,6-0,185,4,0.9306,159,203,21,4,Lipscomb Academy,Nashville,TN,Tennessee
Jake Merklinger,QB,6-3,195,4,0.9306,160,212,11,20,Calvary Day School,Savannah,GA,Tennessee
Jericho Johnson,DL,6-2.5,366,4,0.9305,161,94,23,15,Armijo,Fairfield,CA,Oregon
Gekyle Baker,WR,6-2,170,4,0.9304,162,132,27,26,Brownsboro,Brownsboro,TX,TCU
Dominic Kirks,DL,6-4,255,4,0.9297,163,224,24,8,Riverside,Painesville,OH,Ohio State
Jamroc Grimsley,CB,6-3,185,4,0.9296,164,,22,21,Tampa Catholic,Tampa,FL,Alabama
Zina Umeozulu,EDGE,6-4,220,4,0.9294,165,244,14,27,Allen,Allen,TX,Texas
Dontae Carter,S,6-1,175,4,0.9292,166,156,11,28,Cibolo Steele,Cibolo,TX,Vanderbilt
Jelani Watkins,WR,5-9,160,4,0.9291,167,122,28,29,Humble Atascocita,Humble,TX,LSU
Ian Moore,IOL,6-6,317,4,0.9290,168,182,5,4,New Palestine,New Palestine,IN,Ohio State
Blake Frazier,OT,6-5,260,4,0.9289,169,209,14,30,Austin Vandegrift,Austin,TX,Michigan
Isendre Ahfua,IOL,6-3,294,4,0.9286,170,180,6,1,O'Dea,Seattle,WA,Texas A&M
Darien Mayo,DL,6-7,250,4,0.9285,171,148,25,5,Our Lady of Good Counsel,Olney,MD,Clemson
Elijah Moore,WR,6-4.5,200,4,0.9285,172,,29,6,Our Lady of Good Counsel,Olney,MD,Florida State
Ernest Willor Jr.,DL,6-3,255,4,0.9283,173,120,26,7,Concordia Prep,Towson,MD,Wisconsin
Jayshawn Ross,EDGE,6-4,220,4,0.9282,174,169,15,6,Liberty North,Kansas City,MO,Alabama
Trajen Greco,S,6-0.5,182,4,0.9280,175,188,12,21,Mill Creek,Hoschton,GA,Missouri
Nick Marsh,WR,6-3,200,4,0.9280,176,107,30,3,River Rouge,River Rouge,MI,Michigan State
Lawayne McCoy,ATH,6-0,170,4,0.9268,177,146,5,22,Miami Central,Miami,FL,Florida State
Kewan Lacy,RB,6-0,205,4,0.9268,178,,15,31,Lancaster,Lancaster,TX,Missouri
Wendell Gregory,EDGE,6-2,220,4,0.9262,179,186,16,22,Walton,Marietta,GA,South Carolina
Kam Pringle,OT,6-7,338,4,0.9261,180,199,15,3,Woodland,Dorchester,SC,South Carolina
Chance Robinson,WR,6-1.5,190,4,0.9260,181,185,31,23,St. Thomas Aquinas,Fort Lauderdale,FL,Miami
Terhyon Nichols,CB,6-0,180,4,0.9257,182,,23,9,Withrow,Cincinnati,OH,Kentucky
Nathan Roy,IOL,6-5,275,4,0.9256,183,220,7,1,Mukwonago,Mukwonago,WI,Minnesota
Justin Greene,DL,6-3.5,288,4,0.9255,184,,27,23,Mountain View,Lawrenceville,GA,Georgia
Walter Matthews,TE,6-7,245,4,0.9251,185,,12,24,Hiram,Hiram,GA,USC
Elijah Newby,LB,6-3,210,4,0.9247,186,239,12,4,Cheshire Academy,Cheshire,CT,USC
Reggie Powers III,S,6-1,200,4,0.9246,187,170,13,10,Centerville,Dayton,OH,Oklahoma
Jonathan Daniels,IOL,6-4,280,4,0.9239,188,,8,24,Pine Forest,Pensacola,FL,Florida State
Malcolm Ziglar,S,6-2.5,195,4,0.9239,189,194,14,7,Fuquay-Varina,Fuquay Varina,NC,North Carolina
Brayden Platt,LB,6-1,222,4,0.9239,190,178,13,2,Yelm,Yelm,WA,Oregon
Emerson Mandell,IOL,6-5,300,4,0.9237,191,231,9,2,Irondale,Saint Paul,MN,Wisconsin
Bryce Cain,WR,5-11,170,4,0.9237,192,160,32,11,Baker,Mobile,AL,Auburn
Artavius Jones,DL,6-3,280,4,0.9235,193,233,28,25,Blountstown,Blountstown,FL,Miami
Isiah Canion,WR,6-3,190,4,0.9234,194,,33,25,Warner Robins,Warner Robins,GA,Georgia Tech
Jerod Smith II,EDGE,6-3.5,245,4,0.9231,195,89,17,1,Corbin,Corbin,KY,Kentucky
Dillon Gresham,WR,6-0,175,4,0.9226,196,,34,16,San Jacinto,San Jacinto,CA,Oregon
DeAndre Carter,IOL,6-3.5,356,4,0.9225,197,,10,17,Mater Dei,Santa Ana,CA,Auburn
Tae Johnson,S,6-3,170,4,0.9221,198,210,15,5,North Side,Fort Wayne,IN,Notre Dame
Dylan Williams,LB,6-2.5,210,4,0.9220,199,,14,18,Long Beach Poly,Long Beach,CA,Oregon
Ellis Davis,OT,6-7,275,4,0.9213,200,191,16,32,Prosper,Prosper,TX,Texas Tech
Elyjah Thurmon,IOL,6-3,265,4,0.9213,201,227,11,26,Bradwell Institute,Hinesville,GA,Clemson
Sterling Dixon,EDGE,6-3,211,4,0.9213,202,,18,12,Spanish Fort,Spanish Fort,AL,Alabama
KD Daniels,RB,5-11,190,4,0.9211,203,176,16,5,West Point,West Point,MS,Florida
Payton Pierce,LB,6-1,225,4,0.9210,204,204,15,33,Lovejoy,Lucas,TX,Ohio State
Demond Williams Jr.,QB,5-9,174,4,0.9208,205,,12,4,Basha,Chandler,AZ,Arizona
Jordon Johnson-Rubell,S,5-10,180,4,0.9203,206,,16,26,IMG Academy,Bradenton,FL,Texas
Cheta Ofili,EDGE,6-3.5,215,4,0.9201,207,235,19,34,Sachse,Sachse,TX,Texas Tech
Kingston Lopa,S,6-5,190,4,0.9201,208,198,17,19,Grant Union,Sacramento,CA,Oregon
Amaree Williams,ATH,6-4,215,4,0.9201,209,184,6,27,The Benjamin School,North Palm Beach,FL,Florida State
Garrett Sexton,OT,6-7,265,4,0.9191,210,174,17,2,Arrowhead,Hartland,WI,Penn State
William Satterwhite II,IOL,6-3,300,4,0.9188,211,,12,11,Archbishop Hoban,Akron,OH,Tennessee
Amari Jefferson,WR,6-0,200,4,0.9183,212,200,35,5,Baylor School,Chattanooga,TN,Alabama
Jalewis Solomon,ATH,6-1,185,4,0.9183,213,,7,27,Schley County,Ellaville,GA,South Carolina
Fletcher Westphal,OT,6-8,335,4,0.9182,214,128,18,4,Tuscarora,Leesburg,VA,Florida
Kamar Mothudi,LB,6-2,228,4,0.9182,215,175,16,20,Los Alamitos,Los Alamitos,CA,Oregon
Loghan Thomas,EDGE,6-3,210,4,0.9181,216,222,20,12,St. Edward,Lakewood,OH,Notre Dame
JJ Harrell,WR,6-0,187,4,0.9181,217,,36,6,North Panola,Sardis,MS,Mississippi State
Peyton Morgan,S,6-1,175,4,0.9181,218,,18,35,Pflugerville Weiss,Pflugerville,TX,Texas Tech
Kamron Beavers,DL,6-3,305,4,0.9181,219,,29,7,Bay Springs,Bay Springs,MS,Ole Miss
Solomon Williams,EDGE,6-3,250,4,0.9180,220,153,21,28,Carrollwood Day,Tampa,FL,Texas A&M
Jacob Smith,EDGE,6-4.5,230,4,0.9180,221,214,22,2,Corbin,Corbin,KY,Kentucky
Keylen Adams,WR,6-1,175,4,0.9178,222,,37,5,Green Run,Virginia Beach,VA,Virginia Tech
Stonka Burnside,ATH,5-11.5,195,4,0.9177,223,,8,8,Starkville,Starkville,MS,Mississippi State
Gabriel Reliford,DL,6-1.5,260,4,0.9176,224,,30,7,Evangel Christian Academy,Shreveport,LA,LSU
Chauncey Bowens,RB,5-10.5,227,4,0.9174,225,,17,29,The Benjamin School,North Palm Beach,FL,Georgia
Will Hammond,QB,6-1.5,190,4,0.9173,226,225,13,36,Hutto,Hutto,TX,Texas Tech
Aeryn Hampton,ATH,5-10,175,4,0.9169,227,,9,37,Daingerfield,Daingerfield,TX,Alabama
Jordan Pride,S,6-1,175,4,0.9168,228,,19,30,Blountstown,Blountstown,FL,Texas A&M
Ashton Bethel-Roman,WR,6-0.5,170,4,0.9167,229,134,38,38,Fort Bend Ridge Point,Missouri City,TX,Texas A&M
Malcolm Simmons,WR,6-0,175,4,0.9166,230,150,39,13,Benjamin Russell,Alexander City,AL,Auburn
Peyton Waters,S,6-1,170,4,0.9162,231,,20,21,Birmingham,Van Nuys,CA,Washington
Jaylen Heyward,S,5-11.5,180,4,0.9160,232,,21,31,Rockledge,Rockledge,FL,UCF
Fred Johnson,LB,6-3,225,4,0.9158,233,109,17,6,Maury,Norfolk,VA,South Carolina
Tyler Cherry,QB,6-5,205,4,0.9158,234,,14,6,Center Grove,Greenwood,IN,Indiana
Gus Hawkins,OT,6-6,280,4,0.9157,235,245,19,1,Mill Valley,Shawnee,KS,Kansas State
Bradley Shaw,LB,5-11,223,4,0.9150,236,192,18,14,Hoover,Hoover,AL,Arkansas
Kwazi Gilmer,WR,6-2,180,4,0.9150,237,,40,22,Sierra Canyon,Chatsworth,CA,UCLA
Micahi Danzy,ATH,6-1,175,4,0.9149,238,236,10,32,Florida State University School,Tallahassee,FL,Florida State
Michael Van Buren Jr.,QB,5-11.5,185,4,0.9148,239,,15,8,St. Frances Academy,Baltimore,MD,Mississippi State
Brandon Davis-Swain,DL,6-3,263,4,0.9148,240,,31,4,West Bloomfield,West Bloomfield,MI,Colorado
CJ Jackson,EDGE,6-5,225,4,0.9148,241,,23,28,Tucker,Tucker,GA,LSU
Jalyn Crawford,CB,6-0,180,4,0.9147,242,,24,29,Parkview,Lilburn,GA,Auburn
Dwight Phillips Jr.,RB,5-11,170,4,0.9147,243,,18,30,Pebblebrook,Mableton,GA,Georgia
Xadavien Sims,DL,6-3,275,4,0.9141,244,112,32,2,Durant,Durant,OK,Oregon
Micah Gilbert,WR,6-3,203,4,0.9140,245,,41,8,Charlotte Christian,Charlotte,NC,Notre Dame
Carlon Jones,DL,6-2.5,285,4,0.9136,246,216,33,39,Bay City,Bay City,TX,USC
Elijah Brown,QB,6-1.5,200,4,0.9133,247,193,16,23,Mater Dei,Santa Ana,CA,Stanford
Will Nolan,OT,6-6,275,4,0.9131,248,240,20,5,John Hersey,Arlington Heights,IL,Iowa
Ivan Carreon,WR,6-6,196,4,0.9130,249,207,42,40,Odessa,Odessa,TX,Oklahoma
Jeffery Rush,DL,6-3,250,4,0.9130,250,211,34,9,Pascagoula,Pascagoula,MS,Ole Miss
Aneyas Williams,RB,5-10,195,4,0.9126,251,,19,7,Hannibal,Hannibal,MO,Notre Dame
Ryner Swanson,TE,6-4.5,240,4,0.9125,252,,13,24,Laguna Beach,Laguna Beach,CA,BYU
Jordan Anderson,WR,6-0,165,4,0.9125,253,,43,25,Newport Harbor,Newport Beach,CA,Oregon State
Marques Easley,OT,6-5.5,335,4,0.9119,254,161,21,6,Kankakee,Kankakee,IL,Georgia
