Player,Position,Height,Weight,Stars,Rating,CompositeRank,247Rank,PositionRank,StateRank,HighSchool,City,State,CommittedTo
Jeremiah Trotter Jr.,LB,6-0,210,4,0.9818,37,44,5,3,St. Joseph's Prep,Philadelphia,PA,Clemson
Clayton Smith,EDGE,6-4,220,4,0.9812,38,50,2,7,Texas High,Texarkana,TX,Oklahoma
Tunmise Adeleye,DL,6-3,245,4,0.9811,39,85,9,8,Katy Tompkins,Katy,TX,Texas A&M
Ty Thompson,QB,6-4,215,4,0.9809,40,81,7,1,Mesquite,Gilbert,AZ,Oregon
Troy Franklin,WR,6-2,170,4,0.9808,41,54,3,2,Menlo-Atherton,Menlo Park,CA,Oregon
Donovan Edwards,RB,5-11,190,4,0.9806,42,33,4,2,West Bloomfield,West Bloomfield,MI,Michigan
Mario Williams,WR,5-11,178,4,0.9801,43,122,4,10,Plant City,Plant City,FL,Oklahoma
Billy Bowman,ATH,5-10,175,4,0.9799,44,40,2,9,Denton Ryan,Denton,TX,Oklahoma
Agiye Hall,WR,6-3,190,4,0.9788,45,62,5,11,Bloomingdale,Valrico,FL,Alabama
LJ Johnson Jr.,RB,5-10,204,4,0.9779,46,53,5,10,Cy-Fair,Cypress,TX,Texas A&M
JoJo Earle,WR,5-9.5,170,4,0.9762,47,79,6,11,Aledo,Aledo,TX,Alabama
Jake Garcia,QB,6-2.5,195,4,0.9761,48,116,8,5,Grayson,Whittier,CA,Miami
Raesjon Davis,LB,6-1,215,4,0.9746,49,70,6,3,Mater Dei,Santa Ana,CA,USC
JK Johnson,CB,6-1,175,4,0.9745,50,72,3,1,De Smet Jesuit,St. Louis,MO,Ohio State
Terrion Arnold,S,6-0,180,4,0.9745,51,26,3,12,John Paul II Catholic,Tallahassee,FL,Alabama
Deontae Lawson,LB,6-3,225,4,0.9744,52,29,7,2,Mobile Christian,Mobile,AL,Alabama
Michael Hall Jr.,DL,6-3,290,4,0.9742,53,37,10,2,Streetsboro,Streetsboro,OH,Ohio State
Landon Tengwall,OT,6-6,300,4,0.9739,54,84,7,1,Our Lady of Good Counsel,Olney,MD,Penn State
Blake Fisher,OT,6-5.5,336,4,0.9738,55,87,8,1,Avon,Avon,IN,Notre Dame
Drake Maye,QB,6-5,210,4,0.9724,56,24,9,3,Myers Park,Charlotte,NC,North Carolina
Dont’e Thornton Jr.,WR,6-4.5,185,4,0.9719,57,75,7,2,Mount Saint Joseph,Baltimore,MD,Oregon
TJ Ferguson,IOL,6-4,300,4,0.9719,58,83,2,6,Peach County,Fort Valley,GA,Alabama
Keanu Koht,EDGE,6-4,215,4,0.9715,59,61,3,13,Vero Beach,Vero Beach,FL,Alabama
Rocco Spindler,IOL,6-4.5,315,4,0.9713,60,95,3,3,Clarkston,Clarkston,MI,Notre Dame
Jake Briningstool,TE,6-5,215,4,0.9713,61,86,1,1,Ravenwood,Brentwood,TN,Clemson
Xavier Worthy,WR,6-1,160,4,0.9712,62,100,8,4,Central East,Fresno,CA,Texas
Tywone Malone Jr.,DL,6-4,305,4,0.9707,63,120,11,1,Bergen Catholic,Oradell,NJ,Ole Miss
Savion Byrd,IOL,6-5,295,4,0.9706,64,82,4,12,Duncanville,Duncanville,TX,Oklahoma
Derrick Davis Jr.,S,6-1,194,4,0.9706,65,98,4,4,Gateway,Monroeville,PA,LSU
Bryce Foster,IOL,6-4.5,330,4,0.9703,66,89,5,13,Katy Taylor,Katy,TX,Texas A&M
Micah Morris,OT,6-4,316,4,0.9698,67,97,9,7,Camden County,Kingsland,GA,Georgia
Chop Robinson,EDGE,6-3,220,4,0.9698,68,22,4,3,Quince Orchard,Gaithersburg,MD,Maryland
Jaxson Dart,QB,6-3,210,4,0.9693,69,108,10,2,Corner Canyon,Draper,UT,USC
Deion Smith,WR,6-1.5,172,4,0.9690,70,67,9,1,Jackson Academy,Jackson,MS,LSU
Tyler Buchner,QB,6-2,205,4,0.9684,71,91,11,5,Helix,La Jolla,CA,Notre Dame
Nyland Green,CB,6-2,183,4,0.9682,72,19,4,8,Newton,Covington,GA,Georgia
Jordan Hancock,CB,6-1,170,4,0.9680,73,47,5,9,North Gwinnett,Suwanee,GA,Ohio State
Scooby Williams,EDGE,6-3,224,4,0.9678,74,51,5,3,Ramsay,Birmingham,AL,Florida
Christian Leary,WR,5-9,190,4,0.9672,75,127,10,14,Edgewater,Orlando,FL,Alabama
Miller Moss,QB,6-2,197,4,0.9663,76,112,12,6,Bishop Alemany,Mission Hills,CA,USC
Dylan Brooks,EDGE,6-5,250,4,0.9658,77,118,6,4,Handley,Roanoke,AL,Auburn
Ethan Calvert,LB,6-3,230,4,0.9652,78,76,8,7,Oaks Christian,Westlake Village,CA,Utah
Chris Hilton Jr.,WR,5-11.5,169,4,0.9646,79,58,11,3,Zachary,Zachary,LA,LSU
Ceyair Wright,CB,6-1,175,4,0.9636,80,78,6,8,Loyola,Los Angeles,CA,USC
Lee Hunter,DL,6-5,292,4,0.9633,81,105,12,5,Blount,Eight Mile,AL,Auburn
Jalen Milroe,QB,6-3,206,4,0.9631,82,109,13,14,Katy Tompkins,Katy,TX,Alabama
Evan Pryor,RB,5-10,190,4,0.9628,83,101,6,4,Hough,Cornelius,NC,Ohio State
Garrett Nussmeier,QB,6-1.5,182,4,0.9624,84,152,14,15,Flower Mound Marcus,Flower Mound,TX,LSU
Bram Walden,OT,6-4,270,4,0.9624,85,66,10,2,Saguaro,Scottsdale,AZ,Oregon
Beaux Collins,WR,6-2.5,195,4,0.9624,86,183,12,9,St. John Bosco,Bellflower,CA,Clemson
Reid Carrico,LB,6-3,225,4,0.9615,87,57,9,3,Ironton,Ironton,OH,Ohio State
Giovanni El-Hadi,OT,6-5,285,4,0.9612,88,88,11,4,Adlai Stevenson,Sterling Heights,MI,Michigan
Brian Thomas Jr.,WR,6-4,190,4,0.9600,89,69,13,4,Walker,Walker,LA,LSU
Junior Colson,LB,6-2,228,4,0.9597,90,102,10,2,Ravenwood,Brentwood,TN,Michigan
Garrett Dellinger,OT,6-5,280,4,0.9595,91,96,12,5,Clarkston,Clarkston,MI,LSU
Monkell Goodwine,DL,6-4,260,4,0.9595,92,123,13,4,Rock Creek Christian Academy,Upper Marlboro,MD,Alabama
Thomas Fidone II,TE,6-5,225,4,0.9593,93,46,2,1,Lewis Central,Council Bluffs,IA,Nebraska
Payton Page,DL,6-4,360,4,0.9585,94,234,14,5,Dudley,Greensboro,NC,Clemson
Armoni Goodwin,RB,5-8,190,4,0.9584,95,80,7,6,Hewitt-Trussville,Trussville,AL,LSU
David Daniel-Sisavanh,ATH,6-1,180,4,0.9583,96,131,3,10,Woodstock,Woodstock,GA,Georgia
Marvin Harrison Jr.,WR,6-3,190,4,0.9583,97,160,14,5,St. Joseph's Prep,Philadelphia,PA,Ohio State
Dylan Fairchild,IOL,6-5,298,4,0.9582,98,43,6,11,West Forsyth,Cumming,GA,Georgia
Jayden Ballard,WR,6-2,175,4,0.9580,99,55,15,4,Massillon Washington,Massillon,OH,Ohio State
Tyreak Sapp,DL,6-2.5,255,4,0.9578,100,192,15,15,St. Thomas Aquinas,Fort Lauderdale,FL,Florida
Kendal Daniels,S,6-4,190,4,0.9578,101,42,5,1,Beggs,Beggs,OK,Oklahoma State
Deion Colzie,WR,6-4,193,4,0.9570,102,117,16,12,Athens Academy,Athens,GA,Notre Dame
RaRa Dillworth,LB,6-2,193,4,0.9561,103,159,11,6,Glenn,Kernersville,NC,North Carolina
Cade Denhoff,DL,6-4.5,235,4,0.9536,104,92,16,16,Lakeland Christian School,Lakeland,FL,Clemson
Brock Bowers,TE,6-3,225,4,0.9531,105,59,3,10,Napa,Napa,CA,Georgia
Corey Collier,S,6-2,170,4,0.9525,106,,6,17,Miami Palmetto,Miami,FL,Florida
Kelvin Gilliam Jr.,EDGE,6-3,250,4,0.9520,107,144,7,3,Highland Springs,Highland Springs,VA,Oklahoma
Branden Jennings,LB,6-3.5,225,4,0.9509,108,233,12,18,Sandalwood,Jacksonville,FL,Maryland
Wyatt Milum,OT,6-6,273,4,0.9507,109,103,13,1,Spring Valley,Huntington,WV,West Virginia
Cody Jackson,WR,6-0,175,4,0.9505,110,60,17,16,Richmond Foster,Richmond,TX,Oklahoma
Preston Stone,QB,6-2,205,4,0.9497,111,148,15,17,Parish Episcopal School,Dallas,TX,SMU
Shad Banks Jr.,WR,6-0,220,4,0.9492,112,128,18,18,North Shore,Houston,TX,Texas A&M
Destyn Hill,WR,6-0,200,4,0.9482,113,151,19,5,Edna Karr,New Orleans,LA,Florida State
Keith Brown,LB,6-1,220,4,0.9479,114,107,13,1,Lebanon,Lebanon,OR,Oregon
Lorenzo Styles Jr.,WR,6-1,185,4,0.9477,115,133,20,5,Pickerington Central,Pickerington,OH,Notre Dame
Lovasea Carroll,RB,6-0.5,189,4,0.9474,116,111,8,19,IMG Academy,Bradenton,FL,Georgia
Gabriel Rubio,DL,6-5.5,305,4,0.9472,117,153,17,2,Lutheran of St. Charles,St. Peters,MO,Notre Dame
Nate Wiggins,CB,6-2,170,4,0.9451,118,77,7,13,Westlake,Atlanta,GA,Clemson
Elliot Donald,DL,6-2,250,4,0.9449,119,,18,6,Central Catholic,Pittsburgh,PA,Pittsburgh
Julien Simon,LB,6-2,221,4,0.9445,120,156,14,4,Lincoln,Tacoma,WA,USC
Bryce Carter,DL,6-3,250,4,0.9442,121,94,19,4,Life Christian Academy,Chester,VA,Virginia
Avante Dickerson,CB,6-0,170,4,0.9442,122,145,8,1,Omaha Westside,Omaha,NE,Oregon
Jalil Farooq,WR,6-1,200,4,0.9441,123,175,21,5,Dr. Henry Wise,Upper Marlboro,MD,Oklahoma
Ben Christman,IOL,6-6,299,4,0.9437,124,226,7,6,Revere,Richfield,OH,Ohio State
Landon Jackson,EDGE,6-6,240,4,0.9435,125,110,8,19,Texarkana Pleasant Grove,Texarkana,TX,LSU
Kyron Hudson,WR,6-1,200,4,0.9421,126,,22,11,Mater Dei,Santa Ana,CA,USC
Marcus Tate,IOL,6-4.5,318,4,0.9410,127,220,8,20,TRU Prep Academy,Miami Gardens,FL,Clemson
Power Echols,LB,6-1,206,4,0.9408,128,161,15,7,Chambers,Charlotte,NC,North Carolina
Jonathan Jefferson,DL,6-4,255,4,0.9407,129,178,20,14,Douglas County,Douglasville,GA,Georgia
Michael Trigg,TE,6-3,230,4,0.9402,130,,4,21,Carrollwood Day,Tampa,FL,USC
JP Benzschawel,OT,6-7,285,4,0.9397,131,113,14,1,Grafton,Grafton,WI,Wisconsin
Marcus Burris Jr.,DL,6-4,280,4,0.9396,132,137,21,20,Texarkana Pleasant Grove,Texarkana,TX,Texas A&M
Jahvaree Ritzie,DL,6-5,274,4,0.9394,133,71,22,8,Glenn,Kernersville,NC,North Carolina
Sawyer Robertson,QB,6-3.5,200,4,0.9392,134,206,16,21,Lubbock Coronado,Lubbock,TX,Mississippi State
Kadarius Calloway,ATH,6-0,210,4,0.9392,135,176,4,2,Philadelphia,Philadelphia,MS,Alabama
Drew Kendall,IOL,6-4,260,4,0.9392,136,162,9,1,Noble And Greenough School,Dedham,MA,Boston College
Aaron Willis,LB,5-11,207,4,0.9392,137,196,16,5,Life Christian Academy,Colonial Heights,VA,Tennessee
Reuben Fatheree II,OT,6-8,305,4,0.9391,138,115,15,22,Richmond Foster,Richmond,TX,Texas A&M
Jager Burton,IOL,6-4,271,4,0.9387,139,68,10,1,Frederick Douglass,Lexington,KY,Kentucky
Isaiah Johnson,CB,6-2,180,4,0.9381,140,157,9,12,St. Bernard,Playa Del Rey,CA,Arizona State
Trevin Wallace,LB,6-2,209,4,0.9380,141,36,17,15,Wayne County,Jesup,GA,Kentucky
Riley Mahlman,OT,6-7,290,4,0.9379,142,64,16,1,Lakeville South,Lakeville,MN,Wisconsin
Kaidon Salter,QB,6-1.5,185,4,0.9375,143,48,17,23,Cedar Hill,Cedar Hill,TX,Tennessee
Quay Davis,WR,6-0,193,4,0.9372,144,179,23,24,Dallas Skyline,Dallas,TX,Jackson State
J. Michael Sturdivant,WR,6-3.5,185,4,0.9369,145,188,24,25,Flower Mound Marcus,Flower Mound,TX,California
Romello Brinson,WR,6-2,180,4,0.9368,146,189,25,22,Miami Northwestern,Miami,FL,Miami
Prince Kollie,LB,6-1,210,4,0.9366,147,93,18,3,David Crockett,Jonesborough,TN,Notre Dame
Carlos Del Rio-Wilson,QB,6-3,215,4,0.9357,148,,18,16,Cartersville,Cartersville,GA,Florida
Behren Morton,QB,6-2,185,4,0.9356,149,104,19,26,Eastland,Eastland,TX,Texas Tech
Tyrion Ingram-Dawkins,DL,6-5,298,4,0.9356,150,20,23,1,Gaffney,Gaffney,SC,Georgia
Seven McGee,RB,5-8,185,4,0.9350,151,,9,1,East,Rochester,NY,Oregon
Jaylin Davies,CB,6-1,165,4,0.9350,152,,10,13,Mater Dei,Santa Ana,CA,Oregon
David Davidkov,OT,6-6,295,4,0.9349,153,65,17,1,New Trier,Winnetka,IL,Iowa
Wilfredo Aybar,EDGE,6-2,240,4,0.9347,154,,9,1,Cheshire Academy,Cheshire,CT,Stanford
Kaemen Marley,ATH,6-2,206,4,0.9337,155,,5,9,Eastern Randolph,Ramseur,NC,Tennessee
Wynden Ho'ohuli,LB,6-3,220,4,0.9335,156,185,19,1,Mililani,Mililani,HI,Nebraska
Sai'vion Jones,EDGE,6-5,240,4,0.9333,157,132,10,6,St. James,St. James,LA,LSU
Prophet Brown,CB,5-10,180,4,0.9332,158,134,11,14,Monterey Trail,Elk Grove,CA,USC
T.J. Bollers,EDGE,6-3,250,4,0.9325,159,238,11,2,Clear Creek Amana,Tiffin,IA,Wisconsin
Moliki Matavao,TE,6-6,240,4,0.9324,160,169,5,1,Liberty,Henderson,NV,Oregon
JD Coffey,S,6-0.5,180,4,0.9318,161,227,7,27,Kennedale,Kennedale,TX,Texas
Corey Kiner,RB,5-10,210,4,0.9317,162,,10,7,Roger Bacon,Cincinnati,OH,LSU
Ma'a Gaoteote,LB,6-2,220,4,0.9316,163,,20,2,Bishop Gorman,Las Vegas,NV,Michigan State
Bryce Langston,DL,6-2.5,250,4,0.9316,164,212,24,23,Vanguard,Ocala,FL,LSU
Ketron Jackson,WR,6-2,186,4,0.9290,165,163,26,28,Royse City,Royse City,TX,Arkansas
Tyleik Williams,DL,6-3,330,4,0.9288,166,124,25,6,Unity Reed,Manassas,VA,Ohio State
Andrew Mukuba,S,6-0,185,4,0.9278,167,205,8,29,Austin LBJ,Austin,TX,Clemson
Kendrick Blackshire,LB,6-2,245,4,0.9278,168,224,21,30,Duncanville,Duncanville,TX,Alabama
Andre Turrentine,S,6-0,175,4,0.9269,169,,9,4,Ensworth,Nashville,TN,Ohio State
Lonnie White Jr.,WR,6-2,210,4,0.9267,170,74,27,7,Malvern Prep,Malvern,PA,Penn State
Eli Stowers,QB,6-4,215,4,0.9267,171,106,20,31,Denton Guyer,Denton,TX,Texas A&M
Jantzen Dunn,S,6-2,178,4,0.9267,172,147,10,2,South Warren,Bowling Green,KY,Ohio State
Isaiah Brevard,WR,6-4,200,4,0.9264,173,,28,3,Southaven,Southaven,MS,Oregon
Ethan Downs,EDGE,6-4,240,4,0.9261,174,126,12,2,Weatherford,Weatherford,OK,Oklahoma
Jacolby George,WR,5-11,161,4,0.9257,175,,29,24,Plantation,Fort Lauderdale,FL,Miami
Kaine Williams,S,6-2,205,4,0.9253,176,,11,7,John Ehret,Marrero,LA,Alabama
Rayshaun Benny,DL,6-5,275,4,0.9253,177,215,26,6,Oak Park,Oak Park,MI,Michigan
Troy Stellato,WR,6-0,175,4,0.9253,178,229,30,25,Cardinal Gibbons,Fort Lauderdale,FL,Clemson
Bralon Brown,WR,6-3,190,4,0.9251,179,,31,26,St. Thomas Aquinas,Fort Lauderdale,FL,Ole Miss
Clinton Burton Jr.,CB,5-11,170,4,0.9250,180,,12,6,St. Frances Academy,Baltimore,MD,Boston College
DeAndre Boykins,ATH,5-11,200,4,0.9249,181,,6,10,Central Cabarrus,Concord,NC,North Carolina
Dacari Collins,WR,6-3.5,200,4,0.9248,182,,32,17,Westlake,Atlanta,GA,Clemson
Laurence Seymore,IOL,6-1.5,293,4,0.9248,183,,11,27,Miami Central,Miami,FL,Miami
Owen Prentice,IOL,6-3,295,4,0.9246,184,121,12,5,O'Dea,Seattle,WA,Washington
Marcus Burke,WR,6-3,180,4,0.9245,185,174,33,28,Trinity Christian Academy,Jacksonville,FL,Florida
Calen Bullock,ATH,6-2,175,4,0.9238,186,158,7,15,John Muir,Pasadena,CA,USC
Donovan McMillon,S,6-2,193,4,0.9237,187,125,12,8,Peters Township,Canonsburg,PA,Florida
Phil Mafah,RB,6-1,215,4,0.9237,188,180,11,18,Grayson,Loganville,GA,Clemson
Zaire Patterson,EDGE,6-6,230,4,0.9236,189,99,13,11,Winston-Salem Prep,Winston Salem,NC,Clemson
AJ Green,ATH,5-11,194,4,0.9235,190,114,8,3,Tulsa Union,Tulsa,OK,Arkansas
Jay Toia,DL,6-2,315,4,0.9235,191,177,27,16,Grace Brethren,Inglewood,CA,USC
Damarius McGhee,CB,6-1,163,4,0.9231,192,90,13,29,Pensacola Catholic,Pensacola,FL,LSU
Byron Cardwell Jr.,RB,6-0,203,4,0.9226,193,193,12,17,Morse,San Diego,CA,Oregon
James Brockermeyer,IOL,6-3,273,4,0.9224,194,,13,32,All Saints Episcopal,Fort Worth,TX,Alabama
Marcus Bradley,DL,6-3,270,4,0.9220,195,194,28,7,Quince Orchard,Gaithersburg,MD,Vanderbilt
Luke Altmyer,QB,6-2,190,4,0.9219,196,,21,4,Starkville,Starkville,MS,Ole Miss
Jackson Powers-Johnson,IOL,6-3,284,4,0.9216,197,184,14,3,Corner Canyon,Draper,UT,Oregon
Jamon Dumas-Johnson,LB,6-1,235,4,0.9215,198,,22,8,St. Frances Academy,Baltimore,MD,Georgia
Denzel Burke,ATH,6-0,189,4,0.9213,199,223,9,3,Saguaro,Scottsdale,AZ,Ohio State
KaTron Evans,DL,6-4,320,4,0.9212,200,,29,9,St. Frances Academy,Baltimore,MD,Jackson State
Elijah Arroyo,TE,6-4,210,4,0.9212,201,129,6,33,Frisco Independence,Frisco,TX,Miami
Micah Crowell,WR,6-2,205,4,0.9210,202,,34,12,East Forsyth,Kernersville,NC,NC State
Ishmael Ibraheem,CB,6-1,175,4,0.9206,203,,14,34,Kimball,Dallas,TX,Texas
Jake Rubley,QB,6-3,205,4,0.9204,204,,22,3,West Des Moines Valley,West Des Moines,IA,Kansas State
Gavin Wimsatt,QB,6-3,200,4,0.9201,205,,23,3,Owensboro,Owensboro,KY,Rutgers
Brashard Smith,WR,5-8.5,190,4,0.9198,206,195,35,30,Miami Palmetto,Miami,FL,Miami
Jermaine Terry II,TE,6-4,235,4,0.9196,207,166,7,18,Kennedy,Richmond,CA,California
Elijah Jeudy,EDGE,6-3,246,4,0.9193,208,217,14,9,Northeast,Philadelphia,PA,Texas A&M
Hudson Wolfe,TE,6-7,240,4,0.9193,209,,8,5,Hardin County,Savannah,TN,Ole Miss
Gavin Blackwell,WR,5-11.5,164,4,0.9191,210,228,36,13,Sun Valley,Monroe,NC,North Carolina
Jahzion Harris,EDGE,6-4,215,4,0.9185,211,,15,2,Erasmus Hall,Brooklyn,NY,Texas A&M
Hunter Wohler,S,6-1,190,4,0.9184,212,198,13,2,Muskego,Muskego,WI,Wisconsin
Aaron Armitage,DL,6-4,242,4,0.9183,213,,30,2,Blair Academy,Blairstown,NJ,Stanford
Deuce Harmon,CB,5-10,190,4,0.9183,214,210,15,35,Denton Guyer,Denton,TX,Texas A&M
Raheem Anderson II,IOL,6-3,298,4,0.9178,215,,15,7,Cass Technical,Detroit,MI,Michigan
Terrance Ferguson,TE,6-5,230,4,0.9178,216,,9,1,Heritage,Littleton,CO,Oregon
Travion Ford,EDGE,6-4,232,4,0.9177,217,,16,3,Lutheran North,St. Louis,MO,Missouri
Gabe Stephens,ATH,6-3,205,4,0.9175,218,119,10,14,Mountain Island Charter,Mount Holly,NC,North Carolina
Dietrick Pennington,IOL,6-5,326,4,0.9174,219,138,16,6,Evangelical Christian,Cordova,TN,Clemson
Ahmari Harvey,S,5-10.5,171,4,0.9174,220,247,14,31,Florida State University School,Tallahassee,FL,Auburn
Greg Penn III,LB,6-1,225,4,0.9173,221,,23,10,DeMatha Catholic,Hyattsville,MD,LSU
Kalen King,CB,5-11,170,4,0.9168,222,207,16,8,Cass Technical,Detroit,MI,Penn State
Donaven McCulley,QB,6-5,195,4,0.9167,223,,24,2,Lawrence North,Indianapolis,IN,Indiana
Zavier Carter,LB,6-4,193,4,0.9165,224,,24,19,Hapeville Charter,Atlanta,GA,LSU
Latrell McCutchin Sr.,CB,6-1,176,4,0.9164,225,,17,36,Austin LBJ,Austin,TX,Oklahoma
Tiaoalii Savea,DL,6-3,265,4,0.9161,226,,31,3,Desert Pines,Las Vegas,NV,UCLA
Braelon Allen,LB,6-2,215,4,0.9159,227,,25,3,Fond Du Lac,Fond Du Lac,WI,Wisconsin
Anthony Beavers Jr.,ATH,6-1,195,4,0.9149,228,,11,19,Narbonne,Harbor City,CA,USC
Dematrius Davis Jr.,QB,5-10.5,200,4,0.9148,229,213,25,37,North Shore,Houston,TX,Auburn
Quintin Somerville,DL,6-1,257,4,0.9147,230,,32,4,Saguaro,Scottsdale,AZ,UCLA
Audric Estime,RB,6-1.5,215,4,0.9146,231,244,13,3,St. Joseph Regional,Montvale,NJ,Notre Dame
Teddy Prochazka,OT,6-8,280,4,0.9145,232,,18,2,Elkhorn South,Omaha,NE,Nebraska
Naquan Brown,EDGE,6-2,205,4,0.9144,233,,17,7,Ocean Lakes,Virginia Beach,VA,Pittsburgh
Cristian Dixon,WR,6-2,187,4,0.9142,234,,37,20,Mater Dei,Santa Ana,CA,Michigan
Tommi Hill,ATH,6-1,185,4,0.9141,235,235,12,32,Edgewater,Orlando,FL,Arizona State
Connor Colby,IOL,6-5,305,4,0.9140,236,146,17,4,John F. Kennedy,Cedar Rapids,IA,Iowa
John Lewis,LB,6-4,225,4,0.9140,237,171,26,5,Germantown,Madison,MS,Mississippi State
Cane Berrong,TE,6-4,230,4,0.9137,238,,10,20,Hart County,Hartwell,GA,Notre Dame
Kamari Lassiter,CB,6-0,185,4,0.9137,239,187,18,7,American Christian,Tuscaloosa,AL,Georgia
Ryan Linthicum,IOL,6-4,275,4,0.9135,240,,18,11,Damascus,Damascus,MD,Clemson
Cody Brown,RB,6-0,217,4,0.9134,241,,14,21,Parkview,Lilburn,GA,Miami
Daymon David,S,6-1,178,4,0.9133,242,204,15,12,Franklin,Reisterstown,MD,Oregon
Amari Daniels,RB,5-8,200,4,0.9131,243,,15,33,Miami Central,Miami,FL,Texas A&M
Jordan Poole,LB,6-0,225,4,0.9131,244,73,27,15,West Stanly,Oakboro,NC,NC State
Kaden Prather,WR,6-3,210,4,0.9128,245,,38,13,Northwest,Germantown,MD,West Virginia
Ian Jackson,LB,6-2,225,4,0.9127,246,218,28,8,Prattville,Prattville,AL,Alabama
Shedeur Sanders,QB,6-1,198,4,0.9126,247,,26,38,Trinity Christian School,Cedar Hill,TX,Jackson State
Jabari Ishmael,EDGE,6-5,210,4,0.9120,248,,18,34,Miami Columbus,Miami,FL,Miami
Eli Sutton,OT,6-7,285,4,0.9119,249,232,19,7,Brentwood Academy,Brentwood,TN,North Carolina
DeVonta Smith,CB,6-0,185,4,0.9114,250,154,19,8,La Salle,Cincinnati,OH,Alabama
Malik Nabers,WR,6-0,190,4,0.9112,251,150,39,8,Southside,Youngsville,LA,LSU
Nahki Johnson,EDGE,6-3,225,4,0.9111,252,199,19,10,West Mifflin Area,Homestead,PA,Pittsburgh
