Player,Position,Height,Weight,Stars,Rating,CompositeRank,247Rank,PositionRank,StateRank,HighSchool,City,State,CommittedTo
Curtis Jacobs,OLB,6-2,220,4,0.9823,36,24,3,3,McDonogh School,Owings Mills,MD,Penn State
Jordan Johnson,WR,6-1,182,4,0.9822,37,62,6,2,De Smet Jesuit,St. Louis,MO,Notre Dame
Tate Ratledge,OT,6-6,322,4,0.9821,38,63,3,5,Darlington School,Rome,GA,Georgia
Demouy Kennedy,ILB,6-3,215,4,0.9819,39,35,3,1,Theodore,Theodore,AL,Alabama
Tank Bigsby,RB,6-0,210,4,0.9814,40,79,4,6,Callaway,Hogansville,GA,Auburn
Jaquelin Roy,DT,6-3.5,289,4,0.9803,41,43,6,2,University Lab,Baton Rouge,LA,LSU
C.J. Stroud,PRO,6-2.5,194,4,0.9779,42,29,2,4,Rancho Cucamonga,Rancho Cucamonga,CA,Ohio State
MarShawn Lloyd,RB,5-9,211,4,0.9778,43,88,5,4,DeMatha Catholic,Hyattsville,MD,South Carolina
Des Evans,WDE,6-6,240,4,0.9774,44,93,4,2,Lee County,Sanford,NC,North Carolina
Avantae Williams,S,5-11,170,4,0.9766,45,94,2,7,DeLand,DeLand,FL,Miami
Gary Bryant Jr.,WR,5-10.5,164,4,0.9766,46,50,7,5,Corona Centennial,Corona,CA,USC
Jase McClellan,RB,5-10.5,202,4,0.9755,47,86,6,6,Aledo,Aledo,TX,Alabama
Turner Corcoran,OT,6-6,280,4,0.9748,48,68,4,1,Lawrence Free State,Lawrence,KS,Nebraska
Donell Harris,WDE,6-4,216,4,0.9745,49,53,5,8,Gulliver Prep,Miami,FL,Texas A&M
Walker Parks,OT,6-5,275,4,0.9745,50,83,5,2,Frederick Douglass,Lexington,KY,Clemson
Clark Phillips III,CB,5-10.5,178,4,0.9744,51,51,6,6,La Habra,La Habra,CA,Utah
Justin Rogers,DT,6-2.5,311,4,0.9744,52,76,7,1,Oak Park,Oak Park,MI,Kentucky
Fred Davis II,CB,6-0,192,4,0.9740,53,90,7,9,Trinity Christian Academy,Jacksonville,FL,Clemson
Kendall Milton,RB,6-1.5,215,4,0.9737,54,89,7,7,Buchanan,Clovis,CA,Georgia
Marcus Rosemy-Jacksaint,WR,6-2,195,4,0.9734,55,92,8,10,St. Thomas Aquinas,Fort Lauderdale,FL,Georgia
Tim Smith,DT,6-4,320,4,0.9730,56,28,8,11,Sebastian River,Sebastian,FL,Alabama
Phillip Webb,OLB,6-3.5,224,4,0.9725,57,111,4,7,Lanier,Buford,GA,LSU
Arian Smith,WR,6-1,170,4,0.9722,58,42,9,12,Lakeland,Lakeland,FL,Georgia
Hudson Card,DUAL,6-2.5,179,4,0.9721,59,70,2,7,Lake Travis,Austin,TX,Texas
Sedrick Van Pran,OC,6-4,305,4,0.9712,60,77,1,3,Warren Easton,New Orleans,LA,Georgia
Brian Branch,S,5-11,185,4,0.9709,61,49,3,8,Sandy Creek,Tyrone,GA,Alabama
McKinnley Jackson,DT,6-2,327,4,0.9708,62,66,9,1,George County,Lucedale,MS,Texas A&M
Alfred Collins,SDE,6-5,284,4,0.9706,63,32,2,8,Cedar Creek,Bastrop,TX,Texas
Derek Wingo,OLB,6-2,210,4,0.9704,64,36,5,13,St. Thomas Aquinas,Fort Lauderdale,FL,Florida
Que Robinson,OLB,6-5,217,4,0.9702,65,56,6,2,Jackson-Olin,Birmingham,AL,Alabama
Gee Scott Jr.,WR,6-2.5,207,4,0.9702,66,37,10,2,Eastside Catholic,Sammamish,WA,Ohio State
Jalen McMillan,WR,6-2,182,4,0.9701,67,38,11,8,San Joaquin Memorial,Fresno,CA,Washington
Xzavier Henderson,WR,6-3.5,180,4,0.9700,68,60,12,14,Miami Columbus,Miami,FL,Florida
E.J. Williams Jr.,WR,6-3,188,4,0.9682,69,81,13,3,Central Phenix City,Phenix City,AL,Clemson
Chris Tyree,APB,5-10,179,4,0.9680,70,138,1,2,Thomas Dale,Chester,VA,Notre Dame
Quentin Johnston,WR,6-4,180,4,0.9674,71,113,14,9,Temple,Temple,TX,TCU
Theo Johnson,TE,6-6,242,4,0.9664,72,61,3,1,Holy Names High School,Windsor,ON,Penn State
Ja'Quinden Jackson,DUAL,6-2,219,4,0.9663,73,46,3,10,Duncanville,Duncanville,TX,Texas
Myles Hinton,OT,6-6,308,4,0.9662,74,219,6,9,Greater Atlanta Christian School,Norcross,GA,Stanford
Cody Simon,ILB,6-1,218,4,0.9660,75,98,4,1,St. Peter's Prep,Jersey City,NJ,Ohio State
Jahmyr Gibbs,RB,5-9,191,4,0.9651,76,44,8,10,Dalton,Dalton,GA,Georgia Tech
Roydell Williams,RB,5-10,202,4,0.9650,77,116,9,4,Hueytown,Hueytown,AL,Alabama
Antonio Johnson,S,6-3,182,4,0.9649,78,47,4,1,East St. Louis,East St. Louis,IL,Texas A&M
Zykeivous Walker,SDE,6-4,260,4,0.9648,79,91,3,11,Schley County,Ellaville,GA,Auburn
Jordan Toles,S,6-1.5,190,4,0.9647,80,82,5,5,St. Frances Academy,Baltimore,MD,LSU
Key Lawrence,S,6-2,202,4,0.9646,81,84,6,1,Ensworth,Nashville,TN,Tennessee
Jermaine Burton,WR,6-0.5,190,4,0.9646,82,58,15,9,Calabasas,Calabasas,CA,Georgia
Trey Wedig,OT,6-8,320,4,0.9641,83,124,7,1,Kettle Moraine,Wales,WI,Wisconsin
BJ Ojulari,WDE,6-3,224,4,0.9634,84,52,6,12,Marietta,Marietta,GA,LSU
Chantz Williams,WDE,6-4,238,4,0.9633,85,85,7,15,Oakleaf,Orange Park,FL,Miami
Luke Doty,DUAL,6-1,185,4,0.9631,86,109,4,2,Myrtle Beach,Myrtle Beach,SC,South Carolina
Jahari Rogers,CB,6-0,170,4,0.9630,87,118,8,11,Arlington,Arlington,TX,Florida
Andrew Gentry,OT,6-8,310,4,0.9628,88,147,8,1,Columbine,Littleton,CO,Michigan
Antonio Doyle Jr.,ILB,6-3,229,4,0.9616,89,120,5,3,Lutheran North,St. Louis,MO,Texas A&M
Nate Anderson,OG,6-5,262,4,0.9612,90,67,1,12,Frisco Reedy,Frisco,TX,Oklahoma
Omari Thomas,DT,6-4,319,4,0.9577,91,97,10,2,Briarcrest Christian,Memphis,TN,Tennessee
Andrew Raym,OG,6-5,285,4,0.9576,92,41,2,1,Broken Arrow,Broken Arrow,OK,Oklahoma
Mookie Cooper,WR,5-8.5,193,4,0.9574,93,168,16,4,Pattonville,St. Louis,MO,Ohio State
Tre Williams,DT,6-2.5,306,4,0.9569,94,73,11,3,St. John's College,Washington,DC,Clemson
Josh Downs,WR,5-10,165,4,0.9563,95,119,17,13,North Gwinnett,Suwanee,GA,North Carolina
Jacobian Guillory II,DT,6-2,331,4,0.9562,96,69,12,4,Alexandria,Alexandria,LA,LSU
Antoine Sampah,ILB,6-2.5,220,4,0.9558,97,191,6,3,Woodbridge,Woodbridge,VA,LSU
Wesley Steiner,ILB,6-0,220,4,0.9558,98,78,7,14,Houston County,Warner Robins,GA,Auburn
Harrison Bailey,PRO,6-5,211,4,0.9555,99,101,3,15,Marietta,Marietta,GA,Tennessee
Tosh Baker,OT,6-7,271,4,0.9549,100,57,9,3,Pinnacle,Phoenix,AZ,Notre Dame
Jay Hardy,DT,6-4,280,4,0.9549,101,108,13,3,McCallie School,Chattanooga,TN,Auburn
A.J. Henning,WR,5-10,183,4,0.9546,102,137,18,2,Lincoln-Way East,Frankfort,IL,Michigan
Paul Tchio,OG,6-5,299,4,0.9545,103,96,3,16,Milton,Alpharetta,GA,Clemson
Jack Nelson,OT,6-7,273,4,0.9539,104,26,10,2,Stoughton,Stoughton,WI,Wisconsin
Jalen Kimber,CB,6-0,170,4,0.9534,105,71,9,13,Mansfield Timberview,Arlington,TX,Georgia
Jaylan Knighton,RB,5-9,194,4,0.9530,106,139,10,16,Deerfield Beach,Deerfield Beach,FL,Miami
Garrett Hayes,OG,6-5,318,4,0.9524,107,144,4,14,Athens,Athens,TX,TCU
Luke Wypler,OC,6-2,285,4,0.9523,108,148,2,2,St. Joseph Regional,Montvale,NJ,Ohio State
EJ Smith,APB,5-11,199,4,0.9515,109,,2,15,Dallas Jesuit,Dallas,TX,Stanford
Marcus Dumervil,OT,6-5,305,4,0.9515,110,195,11,17,St. Thomas Aquinas,Fort Lauderdale,FL,LSU
Kobe Hudson,WR,6-1,186,4,0.9509,111,158,19,17,Troup County,LaGrange,GA,Auburn
Zavier Betts,WR,6-2,189,4,0.9505,112,,20,1,Bellevue West,Bellevue,NE,Nebraska
Peter Skoronski,OC,6-4,275,4,0.9502,113,27,3,3,Maine South,Park Ridge,IL,Northwestern
Myles Murao,OC,6-2,312,4,0.9496,114,154,4,10,Mater Dei,Santa Ana,CA,Washington
Donald Chaney Jr.,RB,5-10.5,203,4,0.9496,115,74,11,18,Belen Jesuit Prep,Miami,FL,Miami
Johnny Wilson,WR,6-6,224,4,0.9491,116,202,21,11,Calabasas,Calabasas,CA,Arizona State
Malachi Wideman,WR,6-4.5,197,4,0.9489,117,117,22,19,Venice,Venice,FL,Tennessee
Tyler Baron,SDE,6-5,256,4,0.9487,118,130,4,4,Knoxville Catholic,Knoxville,TN,Tennessee
Chris Morris,OG,6-3.5,287,4,0.9482,119,244,5,1,West Memphis,Memphis,TN,Texas A&M
Jordan Botelho,ILB,6-3,230,4,0.9478,120,65,8,1,St. Louis,Honolulu,HI,Notre Dame
Ethan Garbers,PRO,6-3,193,4,0.9474,121,152,4,12,Corona Del Mar,Newport Beach,CA,Washington
Vernon Broughton,DT,6-5,286,4,0.9473,122,198,14,16,Cy Ridge,Houston,TX,Texas
Braiden McGregor,SDE,6-6,260,4,0.9470,123,122,5,2,Port Huron Northern,Port Huron,MI,Michigan
Reggie Grimes II,WDE,6-3.5,242,4,0.9466,124,234,8,5,Ravenwood,Brentwood,TN,Oklahoma
Daniyel Ngata,APB,5-9,180,4,0.9464,125,188,3,13,Folsom,Folsom,CA,Arizona State
John Humphreys,WR,6-5,205,4,0.9458,126,87,23,14,Corona Del Mar,Newport Beach,CA,Stanford
Prince Dorbah,OLB,6-2.5,208,4,0.9443,127,125,7,17,Highland Park,Dallas,TX,Texas
Jalen Rivers,OT,6-6,331,4,0.9425,128,224,12,20,Oakleaf,Orange Park,FL,Miami
Blake Corum,RB,5-8,193,4,0.9419,129,233,12,6,St. Frances Academy,Laurel,MD,Michigan
Tre Bradford,RB,5-11,193,4,0.9401,130,160,13,18,Lancaster,Lancaster,TX,LSU
Haynes King,DUAL,6-2.5,189,4,0.9397,131,110,5,19,Longview,Longview,TX,Texas A&M
Ze'Vian Capers,WR,6-3.5,195,4,0.9389,132,166,24,18,Denmark,Alpharetta,GA,Auburn
Keyshawn Greene,OLB,6-3,195,4,0.9384,133,100,8,21,Wakulla,Crawfordville,FL,Nebraska
Seth McGowan,RB,5-11.5,215,4,0.9378,134,170,14,20,Mesquite Poteet,Mesquite,TX,Oklahoma
Enzo Jennings,S,6-1,185,4,0.9377,135,157,7,3,Oak Park,Oak Park,MI,Penn State
Jalen Berger,RB,6-0,205,4,0.9374,136,,15,3,Don Bosco Prep,Ramsey,NJ,Wisconsin
Devon Achane,APB,5-9,170,4,0.9373,137,55,4,21,Fort Bend Marshall,Missouri City,TX,Texas A&M
Woody Marks,RB,5-10,190,4,0.9369,138,133,16,19,Carver,Atlanta,GA,Mississippi State
Xavion Alford,S,6-0,182,4,0.9367,139,172,8,22,Shadow Creek,Pearland,TX,Texas
Chad Lindberg,OT,6-6.5,327,4,0.9366,140,,13,23,Clear Creek,League City,TX,Georgia
Elijhah Badger,ATH,6-2,195,4,0.9364,141,182,3,15,Folsom,Sacramento,CA,Arizona State
Josh White,ILB,6-1,200,4,0.9359,142,217,9,24,Cy Creek,Houston,TX,LSU
Nick Herbig,OLB,6-2,215,4,0.9359,143,112,9,2,St. Louis School,Honolulu,HI,Wisconsin
Thaiu Jones-Bell,WR,5-11,187,4,0.9357,144,105,25,22,Miami Carol City,Hallandale,FL,Alabama
Kitan Crawford,CB,5-11,200,4,0.9356,145,145,10,25,John Tyler,Tyler,TX,Texas
Michael Carmody,OT,6-5,283,4,0.9352,146,149,14,2,Mars Area,Mars,PA,Notre Dame
Jay Butterfield,PRO,6-6,202,4,0.9352,147,,5,16,Liberty,Brentwood,CA,Oregon
LV Bunkley-Shelton,WR,6-0,180,4,0.9348,148,153,26,17,Junipero Serra,Gardena,CA,Arizona State
Mitchell Mayes,OG,6-3.5,306,4,0.9347,149,,6,3,Leesville Road,Raleigh,NC,Clemson
Myles Murphy,SDE,6-4,280,4,0.9339,150,163,6,4,Dudley,Greensboro,NC,North Carolina
Ja'Qurious Conley,S,6-2,203,4,0.9333,151,95,9,5,Northside,Jacksonville,NC,North Carolina
Kedrick Bingley-Jones,DT,6-4.5,266,4,0.9331,152,205,15,6,Providence Day School,Charlotte,NC,North Carolina
Kalel Mullings,OLB,6-1,220,4,0.9329,153,239,10,1,Milton Academy,Boston,MA,Michigan
Darrion Henry-Young,DT,6-4.5,279,4,0.9321,154,,16,2,Princeton,Cincinnati,OH,Ohio State
Fadil Diggs,WDE,6-5,230,4,0.9321,155,177,9,4,Camden Eastside,Camden,NJ,Texas A&M
Jackson Bratton,ILB,6-3,233,4,0.9318,156,142,10,5,Muscle Shoals,Muscle Shoals,AL,Alabama
Jaquavion Fraziars,WR,6-3.5,194,4,0.9317,157,238,27,23,Dunnellon,DUNNELLON,FL,Florida
Issiah Walker Jr.,OT,6-4,309,4,0.9308,158,169,15,24,Miami Norland,Miami,FL,Florida
Rylie Mills,SDE,6-5,275,4,0.9304,159,,7,4,Lake Forest,Lake Forest,IL,Notre Dame
Moose Muhammad III,WR,6-0,185,4,0.9304,160,189,28,7,Myers Park,Charlotte,NC,Texas A&M
Andre Seldon,CB,5-8,154,4,0.9299,161,,11,4,Belleville,Belleville,MI,Michigan
Edgerrin Cooper,OLB,6-1.5,205,4,0.9298,162,115,11,5,Covington,Covington,LA,Texas A&M
Jacolbe Cowan,DT,6-5,262,4,0.9297,163,,17,8,Providence Day School,Charlotte,NC,Ohio State
Shane Illingworth,PRO,6-6.5,234,4,0.9295,164,,6,18,Norco,Norco,CA,Oklahoma State
Jordan Morant,S,5-11,212,4,0.9293,165,123,10,5,Bergen Catholic,Oradell,NJ,Michigan
Kourt Williams,OLB,6-1,216,4,0.9291,166,243,12,19,St. John Bosco,Bellflower,CA,Ohio State
Lathan Ransom,S,6-0.5,193,4,0.9286,167,151,11,4,Salpointe Catholic,Tucson,AZ,Ohio State
Marvin Mims,WR,6-0,173,4,0.9285,168,155,29,26,Frisco Lone Star,Frisco,TX,Oklahoma
J.J. Evans,WR,6-2,185,4,0.9285,169,194,30,6,Montevallo,Montevallo,AL,Auburn
Ladarius Tennison,ATH,5-9,193,4,0.9284,170,171,4,25,Rockledge,Southwest Brevard Cnty,FL,Auburn
Roger Rosengarten,OT,6-5,258,4,0.9284,171,103,16,2,Valor Christian,Littleton,CO,Washington
Myles Slusher,S,6-0,181,4,0.9281,172,121,12,2,Broken Arrow,Broken Arrow,OK,Arkansas
Shaadie Clayton-Johnson,RB,6-0,200,4,0.9280,173,201,17,6,Warren Easton,New Orleans,LA,Colorado
Evan Prater,DUAL,6-5,190,4,0.9279,174,45,6,3,Wyoming,Cincinnati,OH,Cincinnati
Maliq Carr,TE,6-4,230,4,0.9278,175,126,4,5,Oak Park,Oak Park,MI,Purdue
Ethan Pouncey,CB,6-1,160,4,0.9278,176,196,12,26,Winter Park,Winter Park,FL,Florida
Van Fillinger,SDE,6-4,248,4,0.9276,177,136,8,2,Corner Canyon,Draper,UT,Utah
Anton Harrison,OT,6-5,310,4,0.9271,178,,17,4,Archbishop Carroll,Washington,DC,Oklahoma
Michael Redding III,WR,6-1,195,4,0.9270,179,,31,27,IMG Academy,Bradenton,FL,Miami
Bryan Robinson,WR,6-1,185,4,0.9263,180,,32,28,Palm Beach Central,West Palm Beach,FL,Florida State
Kaden Johnson,OLB,6-2,235,4,0.9261,181,,13,1,Minnehaha Academy,Minneapolis,MN,Wisconsin
Major Burns,S,6-2,176,4,0.9258,182,242,13,7,Madison Prep Academy,Baton Rouge,LA,Georgia
Jalin Hyatt,WR,6-0,164,4,0.9257,183,114,33,3,Dutch Fork,Irmo,SC,Tennessee
Jerrin Thompson,S,6-0.5,183,4,0.9256,184,197,14,27,Lufkin,Lufkin,TX,Texas
Antwaun Powell-Ryland,WDE,6-3,234,4,0.9251,185,,10,4,Indian River,Portsmouth,VA,Florida
Kristian Story,ATH,6-1,210,4,0.9246,186,209,5,7,Lanett,Lanett,AL,Alabama
Emmanuel Forbes,CB,6-1,171,4,0.9245,187,132,13,2,Grenada,Grenada,MS,Mississippi State
Aaryn Parks,OG,6-4,320,4,0.9241,188,,7,7,National Christian Academy,Fort Washington,MD,Oklahoma
Ozzy Trapilo,OT,6-7,275,4,0.9241,189,80,18,2,Boston College High,Boston,MA,Boston College
Jalin Conyers,TE,6-4,220,4,0.9238,190,72,5,28,Gruver,Gruver,TX,Oklahoma
Jimmy Calloway,WR,6-0,207,4,0.9235,191,146,34,20,Morrow,Morrow,GA,Tennessee
Caziah Holmes,APB,5-11.5,179,4,0.9232,192,164,5,29,Cocoa,Cocoa,FL,Penn State
Jacobe Covington,S,6-1,196,4,0.9232,193,226,15,5,Saguaro,Scottsdale,AZ,Washington
Darion Green-Warren,CB,6-0,187,4,0.9232,194,,14,20,Narbonne,Harbor City,CA,Michigan
Eric Reed,S,6-1,197,4,0.9232,195,203,16,8,Calvary Baptist Academy,Shreveport,LA,Auburn
Chubba Purdy,DUAL,6-2,210,4,0.9227,196,,7,6,Perry,Gilbert,AZ,Florida State
Damian Sellers,OLB,6-2,224,4,0.9221,197,240,14,7,Saguaro,Scottsdale,AZ,UCLA
Ayden Hector,CB,6-0,198,4,0.9220,198,221,15,3,Eastside Catholic,Sammamish,WA,Washington State
Jake Majors,OC,6-3.5,283,4,0.9219,199,,5,29,Prosper,Prosper,TX,Texas
Luke Hill,CB,5-11,180,4,0.9217,200,,16,8,St. Frances Academy,Baltimore,MD,Oregon
Chris Thompson Jr.,S,6-2,199,4,0.9215,201,,17,30,Duncanville,Duncanville,TX,Auburn
Jah-Marien Latham,DT,6-3,280,4,0.9215,202,,18,8,Pickens County,Reform,AL,Alabama
Javon Baker,WR,6-1,196,4,0.9214,203,,35,21,McEachern,Powder Springs,GA,Alabama
Malik Hornsby,DUAL,6-2,175,4,0.9208,204,99,8,31,Fort Bend Marshall,Missouri City,TX,Arkansas
Ryan Watts,S,6-2.5,187,4,0.9206,205,150,18,32,Little Elm,Little Elm,TX,Ohio State
Cole Brevard,DT,6-3,305,4,0.9206,206,,19,1,Carmel,Carmel,IN,Penn State
Anthony Richardson,DUAL,6-4,224,4,0.9204,207,246,9,30,Eastside,Gainesville,FL,Florida
Henry Parrish,RB,5-10,183,4,0.9201,208,167,18,31,Miami Columbus,Miami,FL,Ole Miss
Kris Hutson,WR,5-10.5,175,4,0.9199,209,,36,21,St. John Bosco,Bellflower,CA,Oregon
KeAndre Lambert-Smith,WR,6-1,176,4,0.9198,210,181,37,5,Maury,Norfolk,VA,Penn State
Geirean Hatchett,OG,6-4,279,4,0.9197,211,213,8,4,Ferndale,Ferndale,WA,Washington
Porter Rooks,WR,6-1,191,4,0.9192,212,,38,9,Myers Park,Charlotte,NC,NC State
Malachi Moore,S,6-0,180,4,0.9191,213,159,19,9,Hewitt-Trussville,Trussville,AL,Alabama
Malcolm Johnson Jr.,WR,6-1,185,4,0.9189,214,156,39,6,St. Stephen's & St. Agnes,Alexandria,VA,Auburn
Len'Neth Whitehead,ILB,6-2,230,4,0.9187,215,143,11,22,Athens Academy,Athens,GA,Tennessee
Bryson Washington,S,6-2,196,4,0.9187,216,,20,33,C.E. King,Houston,TX,Oklahoma
Darin Turner,WR,6-2.5,206,4,0.9186,217,208,40,6,Memphis Central,Memphis,TN,Arkansas
Aki Ogunbiyi,OG,6-3.5,331,4,0.9183,218,,9,34,Fort Bend Kempner,Sugar Land,TX,Texas A&M
Dominic Bailey,DT,6-3,293,4,0.9182,219,,20,9,St. Frances Academy,Baltimore,MD,Tennessee
Alex Huntley,DT,6-3,279,4,0.9181,220,215,21,4,Hammond School,Columbia,SC,South Carolina
Jalen Harrell,S,6-2,180,4,0.9181,221,,21,32,Champagnat Catholic - Hialeah,Hialeah,FL,Miami
Sergio Allen,ILB,6-0.5,217,4,0.9180,222,186,12,23,Peach County,Fort Valley,GA,Clemson
Jadarius Green-McKnight,S,5-11,204,4,0.9178,223,,22,33,Dunbar,Fort Myers,FL,Florida State
R.J. Mickens,S,6-0.5,197,4,0.9178,224,161,23,35,Southlake Carroll,Southlake,TX,Clemson
Rome Odunze,WR,6-3,205,4,0.9175,225,135,41,2,Bishop Gorman,Las Vegas,NV,Washington
Cameron Roseman-Sinclair,S,5-11.5,194,4,0.9175,226,,24,10,Myers Park,Charlotte,NC,North Carolina
Tyler Van Dyke,PRO,6-4,212,4,0.9173,227,,7,1,Suffield Academy,Glastonbury,CT,Miami
Jeff Sims,DUAL,6-3,205,4,0.9170,228,,10,34,Sandalwood,Jacksonville,FL,Georgia Tech
Demon Clowney,WDE,6-4,225,4,0.9168,229,,11,10,St. Frances Academy,Baltimore,MD,Ole Miss
Drew Pyne,PRO,6-0,194,4,0.9165,230,,8,2,New Canaan,New Canaan,CT,Notre Dame
Patrick Jenkins,DT,6-2,285,4,0.9163,231,140,22,9,John Ehret,Marrero,LA,TCU
JJ Pegues,ATH,6-2,285,4,0.9162,232,190,6,3,Oxford,Oxford,MS,Auburn
Johnnie Brown,DT,6-2,250,4,0.9160,233,176,23,35,Sebring,Tampa,FL,Florida
Davin Vann,DT,6-1.5,273,4,0.9154,234,102,24,11,Cary,Cary,NC,NC State
Ty'Kieast Crawford,OT,6-5,335,4,0.9151,235,,19,36,Carthage,Carthage,TX,Charlotte
Morven Joseph,WDE,6-2,220,4,0.9146,236,141,12,36,Lake Gibson,Lakeland,FL,Tennessee
Lawrance Toafili,RB,6-0,180,4,0.9143,237,,19,37,Pinellas Park,St. Petersburg,FL,Florida State
Jordan Banks,OLB,6-1,228,4,0.9133,238,225,15,22,Narbonne,Harbor City,CA,Arizona State
Traeshon Holden,WR,6-3,195,4,0.9132,239,187,42,23,Narbonne,Harbor City,CA,Alabama
Kevin Bauman,TE,6-5,238,4,0.9129,240,,6,6,Red Bank Catholic,Red Bank,NJ,Notre Dame
Coziah Izzard,DT,6-3,281,4,0.9127,241,,25,11,DeMatha Catholic,Laurel,MD,Penn State
Logan Jones,DT,6-3,255,4,0.9127,242,129,26,1,Lewis Central,Council Bluffs,IA,Iowa
Mohamed Kaba,ILB,6-2,212,4,0.9126,243,106,13,12,Clinton,Clinton,NC,South Carolina
Stephen Dix Jr.,OLB,6-2,210,4,0.9124,244,,16,38,Dr. Phillips,Orlando,FL,Florida State
Troy Omeire,WR,6-3.5,206,4,0.9123,245,,43,37,Fort Bend Austin,Sugar Land,TX,Texas
Eric Shaw,ATH,6-4,205,4,0.9117,246,107,7,10,Reeltown,Notasulga,AL,South Carolina
Princely Umanmielen,SDE,6-4,249,4,0.9117,247,,9,38,Manor,Manor,TX,Florida
Makari Paige,S,6-3,182,4,0.9108,248,228,25,6,West Bloomfield,West Bloomfield,MI,Michigan
Zak Zinter,OG,6-6,300,4,0.9106,249,,10,3,Buckingham Browne & Nichols School,North Andover,MA,Michigan
Desmond Tisdol,ILB,6-0,215,4,0.9104,250,192,14,24,Wilcox County,Rochelle,GA,Auburn
Michael Drennen,APB,5-11,196,4,0.9101,251,,6,4,Dublin Coffman,Dublin,OH,Kentucky
Xavier Carlton,SDE,6-7,262,4,0.9100,252,229,10,3,Juan Diego Catholic,Draper,UT,Utah
Nazir Stackhouse,DT,6-3.5,306,4,0.9097,253,,27,25,Columbia,Decatur,GA,Georgia
