Player,Position,Height,Weight,Stars,Rating,CompositeRank,247Rank,PositionRank,StateRank,HighSchool,City,State,CommittedTo
Marco Jones,EDGE,6-5,245,4,0.9379,143,158,15,13,San Ramon Valley,Danville,CA,Texas A&M
TJ Alford,LB,6-2,210,4,0.9377,144,,13,22,Vero Beach,Vero Beach,FL,Ohio State
Nathaniel Owusu-Boateng,LB,6-0.5,205,4,0.9371,145,,14,23,IMG Academy,Bradenton,FL,Michigan
Dalen Penson,ATH,5-10,165,4,0.9368,146,68,7,18,Sandy Creek,Tyrone,GA,Georgia Tech
Shekai Mills-Knight,RB,6-1,217,4,0.9366,147,146,6,1,Baylor School,Chattanooga,TN,Ole Miss
Tyler Lockhart,LB,6-3,200,4,0.9364,148,96,15,5,Winona,Winona,MS,Mississippi State
Girard Pringle Jr.,RB,5-10,182,4,0.9359,149,151,7,24,Armwood,Seffner,FL,Miami
Dierre Hill Jr.,RB,5-11,180,4,0.9356,150,230,8,5,Althoff Catholic,Belleville,IL,Oregon
George MacIntyre,QB,6-5.5,190,4,0.9355,151,,13,2,Brentwood Academy,Brentwood,TN,Tennessee
JT Lindsey,RB,5-11,185,4,0.9353,152,149,9,4,Alexandria,Alexandria,LA,LSU
J.J. Faulk,LB,6-3,225,4,0.9350,153,112,16,10,Highland Home,Highland Home,AL,Auburn
Jalen Cooper,WR,6-1.5,165,4,0.9350,154,231,19,25,Cibolo Steele,Cibolo,TX,SMU
JaDon Blair,S,6-4,190,4,0.9349,155,159,13,6,Mount Tabor,Winston Salem,NC,Notre Dame
Karle Lacey Jr.,QB,6-0,175,4,0.9336,156,,14,11,Saraland,Saraland,AL,Texas
Christian Jones,LB,6-2.5,215,4,0.9332,157,,17,1,Omaha Westside,Omaha,NE,Nebraska
Cortez Smith,IOL,6-3,310,4,0.9331,158,188,9,19,Parkview,Lilburn,GA,Georgia
Cooper Perry,WR,6-1,185,4,0.9329,159,,20,2,Notre Dame Preparatory,Scottsdale,AZ,Oregon
TaRon Francis,WR,6-2,200,4,0.9329,160,183,21,5,Edna Karr,New Orleans,LA,LSU
Bo Jackson,RB,6-0,205,4,0.9320,161,213,10,6,Villa Angela-St. Joseph,Cleveland,OH,Ohio State
Marquise Davis,RB,6-0,210,4,0.9319,162,,11,7,Cleveland Heights,Cleveland,OH,Missouri
Kaleb Edwards,TE,6-6,255,4,0.9318,163,137,8,14,Oak Ridge,El Dorado Hills,CA,Alabama
Jourdin Crawford,DL,6-1.5,300,4,0.9317,164,116,15,12,Parker,Birmingham,AL,Auburn
Donovan Murph,WR,6-1.5,188,4,0.9316,165,160,22,3,Irmo,Columbia,SC,South Carolina
Aaron Dunn,OT,6-7.5,290,4,0.9315,166,172,17,2,Spanish Fork,Spanish Fork,UT,USC
Zac Stascausky,OT,6-6,275,4,0.9310,167,154,18,1,Central Catholic,Portland,OR,Oregon
Jaedon Harmon,LB,6-1,217,4,0.9310,168,,18,20,Rome,Rome,GA,Tennessee
Ethan Barbour,TE,6-3,235,4,0.9306,169,,9,21,Milton,Alpharetta,GA,Georgia
Naeshaun Montgomery,WR,6-1,165,4,0.9304,170,,23,25,Miami Central,Miami,FL,Florida
Maison Dunn,CB,6-2.5,180,4,0.9303,171,109,19,6,Tupelo,Tupelo,MS,Ole Miss
Jordon Davison,RB,6-0,216,4,0.9299,172,,12,15,Mater Dei,Santa Ana,CA,Oregon
Christian Garrett,DL,6-3.5,285,4,0.9299,173,206,16,22,Prince Avenue Christian School,Bogart,GA,Georgia Tech
James Simon,RB,5-11,200,4,0.9298,174,198,13,6,Calvary Baptist Academy,Shreveport,LA,Texas
Trent Wilson,DL,6-3,270,4,0.9297,175,,17,5,Dr. Henry Wise,Upper Marlboro,MD,Oklahoma
Elijah Melendez,LB,6-2,225,4,0.9296,176,,19,26,Osceola,Kissimmee,FL,Auburn
Rylon Dillard-Allen,S,5-11,165,4,0.9296,177,147,14,3,Mountain Pointe,Phoenix,AZ,Washington
Brayden Jacobs,OT,6-7,310,4,0.9293,178,55,19,23,Milton,Alpharetta,GA,Clemson
Jayvan Boggs,WR,6-0.5,200,4,0.9288,179,,24,27,Cocoa,Cocoa,FL,Florida State
Tavion Wallace,LB,6-1,215,4,0.9285,180,185,20,24,Appling County,Baxley,GA,Arkansas
Mark Zackery IV,CB,5-10.5,164,4,0.9285,181,177,20,2,Ben Davis,Indianapolis,IN,Notre Dame
Alex Payne,OT,6-5,265,4,0.9284,182,133,20,25,Gainesville,Gainesville,GA,USC
Marquise Henderson,RB,5-10,170,4,0.9283,183,205,14,4,Belton-Honea Path,Honea Path,SC,Clemson
Ja'Boree Antoine,CB,6-1,170,4,0.9277,184,,21,7,Westgate,New Iberia,LA,Miami
Lotzeir Brooks,WR,5-9,170,4,0.9276,185,,25,4,Millville,Millville,NJ,Alabama
CJ Nickson,EDGE,6-5,220,4,0.9276,186,152,16,3,Weatherford,Weatherford,OK,Oklahoma
AJ Hill,QB,6-4.5,220,4,0.9272,187,145,15,26,Houston County,Warner Robins,GA,Memphis
Gavin Nix,LB,6-0,225,4,0.9268,188,226,21,28,IMG Academy,Bradenton,FL,Oregon
Bradley Gompers,ATH,6-5,215,4,0.9265,189,105,8,4,Central Catholic,Pittsburgh,PA,Duke
Akili Smith Jr.,QB,6-5,200,4,0.9264,190,201,16,16,San Diego Lincoln,San Diego,CA,Oregon
Tyler Miller,OT,6-5,315,4,0.9262,191,222,21,7,Laurel,Laurel,MS,LSU
Nasir Wyatt,LB,6-2,220,4,0.9261,192,202,22,17,Mater Dei,Santa Ana,CA,Oregon
Spike Sowells Jr.,IOL,6-2,305,4,0.9257,193,104,10,1,Louisville Male,Louisville,KY,NC State
Kelshaun Johnson,WR,5-11,160,4,0.9257,194,124,26,26,Hitchcock,Hitchcock,TX,Texas A&M
Brady Hart,QB,6-4,180,4,0.9254,195,,17,29,Cocoa,Cocoa,FL,Texas A&M
JonAnthony Hall,WR,6-1,170,4,0.9254,196,84,27,3,Fishers,Fishers,IN,Stanford
Byron Louis,RB,5-11,200,4,0.9253,197,,15,30,American Heritage,Fort Lauderdale,FL,Florida
Jarquez Carter,DL,6-2,284,4,0.9253,198,,18,31,Newberry,Newberry,FL,Ohio State
Donovan Starr,CB,6-0,176,4,0.9252,199,136,22,3,Ravenwood,Brentwood,TN,Auburn
Jacob Washington,WR,6-3,180,4,0.9251,200,,28,8,Archbishop Shaw,Marrero,LA,Michigan
London Merritt,EDGE,6-2.5,250,4,0.9246,201,,17,32,IMG Academy,Bradenton,FL,Colorado
Christian Gass,LB,6-2.5,215,4,0.9242,202,229,23,27,Eastside,Covington,GA,Tennessee
Nate Roberts,TE,6-4,235,4,0.9233,203,,10,4,Washington High,Washington,OK,Ohio State
Damien Shanklin,EDGE,6-4,230,4,0.9233,204,,18,4,Warren Central,Indianapolis,IN,LSU
Micah DeBose,IOL,6-5,315,4,0.9231,205,,11,13,Theodore,Mobile,AL,Alabama
Broderick Shull,OT,6-5,275,4,0.9227,206,,22,5,Bixby,Bixby,OK,Auburn
Todd Robinson,ATH,5-11,195,4,0.9225,207,123,9,28,Valdosta,Valdosta,GA,Georgia
Vander Ploog,TE,6-6,223,4,0.9218,208,244,11,18,Troy,Fullerton,CA,Oregon
Ari Watford,EDGE,6-5,220,4,0.9218,209,,19,4,Maury,Norfolk,VA,Clemson
Aidan Anding,CB,5-11,165,4,0.9216,210,164,23,9,Ruston,Ruston,LA,LSU
Alvin Henderson,RB,5-9,200,4,0.9214,211,,16,14,Elba,Elba,AL,Auburn
Adam Schobel,QB,6-4.5,190,4,0.9210,212,162,18,27,Columbus,Columbus,TX,TCU
Jaquavious Dodd,EDGE,6-5,225,4,0.9209,213,,20,5,Eastside,Taylors,SC,South Carolina
Donovan Darden,EDGE,6-4,225,4,0.9207,214,106,21,7,Havelock,Havelock,NC,South Carolina
Mikkel Skinner,TE,6-3.5,220,4,0.9207,215,,12,6,Riverside,Greer,SC,Kentucky
Owen Strebig,OT,6-8,295,4,0.9207,216,,23,2,Catholic Memorial,Waukesha,WI,Notre Dame
L A Jessie Harrold,EDGE,6-5,215,4,0.9202,217,150,22,33,Gaither,Tampa,FL,Florida State
Josiah Sharma,DL,6-4.5,325,4,0.9202,218,214,19,19,Folsom,Folsom,CA,Texas
Ethan Utley,DL,6-3.5,265,4,0.9199,219,207,20,4,Ensworth,Nashville,TN,Tennessee
Landon Rink,DL,6-2,280,4,0.9195,220,,21,28,Cy-Fair,Cypress,TX,Texas A&M
Mason Posa,LB,6-3,221,4,0.9194,221,171,24,1,La Cueva,Albuquerque,NM,Wisconsin
Tom Tom Johnson Jr.,S,6-2,200,4,0.9191,222,83,15,34,South Sumter,Bushnell,FL,Texas A&M
Tylon Lee,DL,6-4,245,4,0.9189,223,,22,35,Pace,Pace,FL,Florida State
Terry Shelton,WR,6-4,200,4,0.9187,224,76,29,29,Ranchview,Carrollton,TX,TCU
Jordon Gidron,WR,6-2,185,4,0.9184,225,,30,7,Ridge View,Columbia,SC,South Carolina
Nicolas Clayton,EDGE,6-4.5,215,4,0.9182,226,194,23,36,Buchholz,Gainesville,FL,Wisconsin
Chace Sims,DL,6-3,280,4,0.9181,227,58,23,30,Randle,Richmond,TX,Texas A&M
Andrew Maddox,DL,6-3,265,4,0.9177,228,,24,8,Oak Grove,Hattiesburg,MS,Ole Miss
Jayden Sanders,CB,6-2,172,4,0.9176,229,128,24,31,Kilgore,Kilgore,TX,Michigan
Jontae Gilbert,S,6-1,185,4,0.9175,230,186,16,29,Douglass,Atlanta,GA,Georgia
Antonio Coleman,DL,6-2,275,4,0.9174,231,182,25,15,Saraland,Saraland,AL,Auburn
Luke Nickel,QB,6-2,205,4,0.9171,232,247,19,30,Milton,Alpharetta,GA,Miami
Daeden Hopkins,EDGE,6-6,210,4,0.9170,233,189,24,2,Hermann,Hermann,MO,Missouri
Tyshun Willis,EDGE,6-1,230,4,0.9170,234,92,25,9,Velma Jackson,Camden,MS,Mississippi State
TJ Dice Jr.,OT,6-4,295,4,0.9169,235,167,24,31,Langston Hughes,Fairburn,GA,Florida
Anthony Sacca,LB,6-3,225,4,0.9168,236,,25,5,St. Joseph's Prep,Philadelphia,PA,Notre Dame
Trestin Castro,CB,6-2,177,4,0.9166,237,211,25,20,Upland,Upland,CA,USC
Herbert Scroggins III,EDGE,6-2,235,4,0.9166,238,195,26,32,Benedictine Military School,Savannah,GA,Miami
Nick Brooks,OT,6-7,345,4,0.9161,239,,25,33,Grayson,Loganville,GA,Texas
TJ Lateef,QB,6-1.5,185,4,0.9158,240,,20,21,Orange Lutheran,Orange,CA,Nebraska
Zelus Hicks,S,6-2,190,4,0.9156,241,,17,34,Carrollton,Carrollton,GA,Texas
Chris Ewald Jr.,CB,6-0,165,4,0.9153,242,,26,37,Chaminade-Madonna,Hollywood,FL,Miami
Kaleb Burns,LB,6-0,220,4,0.9149,243,,26,32,Cy Falls,Houston,TX,Baylor
Demetres Samuel Jr.,S,6-0,185,4,0.9149,244,,18,38,Heritage,Palm Bay,FL,Syracuse
Tramell Jones Jr.,QB,6-0,196,4,0.9146,245,,21,39,Mandarin,Jacksonville,FL,Florida
Peyton Joseph,IOL,6-3,309,4,0.9142,246,,12,35,Houston County,Warner Robins,GA,Georgia Tech
Kellen Wiley Jr.,LB,6-4,225,4,0.9142,247,,27,40,Armwood,Seffner,FL,Miami
Jahmir Joseph,CB,6-0,185,4,0.9140,248,,27,5,St. Joseph Regional,Montvale,NJ,Penn State
Thomas Blackshear,WR,6-1,197,4,0.9137,249,,31,36,Calvary Day School,Savannah,GA,Georgia
Mason Short,IOL,6-5.5,305,4,0.9137,250,,13,37,Evans,Evans,GA,Georgia
Cameron Dyer,ATH,6-4,202,4,0.9135,251,141,10,2,La Cueva,Albuquerque,NM,Arizona State
Burke Gautcher,LB,6-3,200,4,0.9134,252,187,28,6,Sycamore,Sycamore,IL,Iowa
Epi Sitanilei,EDGE,6-5,220,4,0.9131,253,125,27,22,St. John Bosco,Bellflower,CA,Ohio State
Joseph Mbatchou,DL,6-4.5,275,4,0.9129,254,238,26,38,Grayson,Loganville,GA,Florida
Cobey Sellers,CB,5-11.5,175,4,0.9127,255,,28,33,Shadow Creek,Pearland,TX,Texas A&M
