Player,Position,Height,Weight,Stars,Rating,CompositeRank,247Rank,PositionRank,StateRank,HighSchool,City,State,CommittedTo
Earl Everett,OLB,6-3,210,4,0.9484,76,,4,11,South Sumter,Bushnell,FL,Florida
Eric Young,OG,6-4,260,4,0.9478,77,,4,2,Union,Union,SC,Tennessee
Mario Williams,SDE,6-6,250,4,0.9448,78,,7,3,Richlands,Hoffman Forest,NC,NC State
Will Paul,TE,6-4,254,4,0.9442,79,,7,1,Parkway West,Ballwin,MO,Michigan
Adarius Bowman,WR,6-3,210,4,0.9430,80,,11,2,Notre Dame,Chattanooga,TN,North Carolina
Kenny Scott,CB,6-1,175,4,0.9428,81,,7,12,Seabreeze,Daytona Beach,FL,Georgia Tech
Brady Quinn,PRO,6-4,215,4,0.9422,82,,5,6,Dublin Coffman,Dublin,OH,Notre Dame
Anthony Gonzalez,CB,6-0,190,4,0.9418,83,,8,7,St. Ignatius,Cleveland,OH,Ohio State
Alley Broussard,RB,6-1,230,4,0.9418,84,,6,4,Acadiana,Lafayette,LA,LSU
Jermaine Dias,OLB,6-2,215,4,0.9416,85,,5,5,Hackensack,Hackensack,NJ,Virginia
Robert Killebrew,OLB,6-2,205,4,0.9416,86,,6,11,Klein,Spring,TX,Texas
Bryan Pata,DT,6-4,260,4,0.9414,87,,9,13,Miami Central,Miami,FL,Miami
Joe Thomas,OT,6-7,270,4,0.9412,88,,4,2,Brookfield Central,Brookfield,WI,Wisconsin
Stanley McClover,SDE,6-4,235,4,0.9410,89,,8,14,Dillard,Fort Lauderdale,FL,Auburn
Brian Daniels,OT,6-4,280,4,0.9404,90,,5,1,J.K. Mullen,Denver,CO,Colorado
Chancey Washington,RB,6-1,210,4,0.9404,90,,7,13,Torrance South,Torrance,CA,USC
Justin Vincent,RB,6-0,205,4,0.9402,92,,8,5,Barbe,Lake Charles,LA,LSU
Justin Midgett,PRO,6-4,195,4,0.9400,93,,6,15,Charlotte,Punta Gorda,FL,Florida
Dareus Hiley,CB,6-1,180,4,0.9398,94,,9,8,Glenville,Cleveland,OH,Ohio State
Kyle Caldwell,WDE,6-4,255,4,0.9396,95,,6,1,Saguaro,Scottsdale,AZ,Arizona State
Barrington Edwards,RB,6-1,210,4,0.9396,95,,9,3,Bowie,Bowie,MD,LSU
Maurice Jones-Drew,APB,5-7,190,4,0.9394,97,,1,14,De La Salle,Concord,CA,UCLA
Ian-Yates Cunningham,OG,6-5,300,4,0.9392,98,,5,12,Hebron,Carrollton,TX,Virginia
Andrew Bain,OG,6-4,320,4,0.9384,99,,6,16,Blanche Ely,Pompano Beach,FL,Miami
Joel Holler,OT,6-6,330,4,0.9378,100,,6,4,McCaskey,Lancaster,PA,Penn State
Junior Lemau'u,SDE,6-5,240,4,0.9376,101,,9,15,Long Beach Poly,Long Beach,CA,UCLA
Rashaun Grant,RB,5-11,190,4,0.9373,102,,10,17,Jefferson,Tampa,FL,Georgia Tech
Mike Jones,OT,6-5,305,4,0.9365,103,,7,3,H.L. Richards,Oak Lawn,IL,Iowa
Clayton Richard,PRO,6-5,225,4,0.9359,104,,7,1,McCutcheon,Lafayette,IN,Michigan
Freddie Parish,S,6-1,195,4,0.9357,105,,6,16,Long Beach Poly,Long Beach,CA,Notre Dame
Jake Long,OT,6-6,295,4,0.9357,105,,8,4,Lapeer,Lapeer,MI,Michigan
Kevin Brown,OG,6-2,285,4,0.9355,107,,7,17,Long Beach Poly,Long Beach,CA,UCLA
Erik Hardeman,RB,6-1,200,4,0.9353,108,,11,13,Pflugerville,Pflugerville,TX,Texas
Jerry Sevin,OC,6-2,295,4,0.9351,109,,3,6,John Curtis,New Orleans,LA,LSU
Tripp Carroll,OG,6-5,280,4,0.9341,110,,8,18,Andrew Jackson,Jacksonville,FL,Virginia Tech
Tavares Gooden,ILB,6-2,245,4,0.9339,111,,5,19,St. Thomas Aquinas,Fort Lauderdale,FL,Miami
Demarrio Pleasant,ILB,6-3,215,4,0.9337,112,,6,14,Lewisville,Lewisville,TX,Oklahoma
Marcus Stone,DUAL,6-4,230,4,0.9333,113,,3,5,Bishop McDevitt,Harrisburg,PA,NC State
Tommy Zbikowski,DUAL,6-1,190,4,0.9331,114,,4,4,Buffalo Grove,Buffalo Grove,IL,Notre Dame
Zeb McKinzey,OG,6-4,280,4,0.9329,115,,9,4,Parkview,Lilburn,GA,Georgia
LaRon Landry,S,6-3,185,4,0.9327,116,,7,7,Hahnville,Boutte,LA,LSU
Thomas Williams,OLB,6-3,225,4,0.9321,117,,7,18,Vacaville,Vacaville,CA,USC
Akim Millington,OT,6-6,320,4,0.9321,117,,9,5,Wheaton North,Wheaton,IL,Oklahoma
Syvelle Newton,DUAL,6-2,210,4,0.9319,119,,5,3,Marlboro County,Bennettsville,SC,South Carolina
Des Williams,ILB,6-1,235,4,0.9307,120,,7,5,Dacula,Dacula,GA,Georgia
Jason Jack,SDE,6-3,250,4,0.9305,121,,10,15,Humble,Humble,TX,Texas A&M
Ryan Harris,OT,6-5,255,4,0.9290,122,,10,1,Cretin Derham Hall,Saint Paul,MN,Notre Dame
Brandon Maupin,SDE,6-6,270,4,0.9276,123,,11,9,Lakota West,West Chester,OH,Ohio State
Emmanual Harrell,WR,5-11,175,4,0.9268,124,,12,6,LaGrange,LaGrange,GA,Kentucky
Isaiah Gardner,CB,5-11,195,4,0.9248,125,,10,2,Salem,Salem,VA,Notre Dame
Nick Child,CB,6-1,170,4,0.9086,126,,11,8,Archbishop Rummel,Metairie,LA,LSU
Sean Merrill,SDE,6-4,290,4,0.9082,127,,12,4,D'Iberville,D'Iberville,MS,LSU
Ryan Poles,OT,6-5,290,4,0.9074,128,,11,1,Canandaigua Academy,Canandaigua,NY,Boston College
Michael Griffin,S,6-0,203,4,0.9048,129,,8,16,Austin Bowie,Austin,TX,Texas
Alonzo Dotson,WDE,6-5,225,4,0.9038,130,,7,17,Alief Hastings,Houston,TX,Oklahoma
Dorien Bryant,WR,5-10,170,4,0.9018,131,,13,6,Kingsway,Swedesboro,NJ,Boston College
Kevin McCabe,PRO,6-4,205,4,0.9012,132,,8,6,Pine-Richland,Gibsonia,PA,Virginia
Blake Mitchell,PRO,6-4,180,4,0.9000,133,,9,7,LaGrange,LaGrange,GA,South Carolina
Matt Caddell,WR,6-0,180,4,0.9000,133,,14,5,McAdory,McCalla,AL,Alabama
LenDale White,RB,6-2,225,4,0.9000,133,,12,2,Chatfield,Littleton,CO,USC
Brian Zimpel,OG,6-5,310,4,0.9000,133,,10,2,Broken Arrow,Broken Arrow,OK,Oklahoma
Dwayne Bowe,WR,6-3,210,4,0.9000,133,,14,20,Miami Norland,Miami,FL,LSU
Maurice Nelson,S,6-2,210,4,0.9000,133,,9,4,Crestwood,Sumter,SC,Clemson
T.C. Ostrander,PRO,6-3,205,4,0.9000,133,,9,19,Menlo-Atherton,Menlo Park,CA,Stanford
Tyrell Gatewood,WR,6-1,193,4,0.9000,133,,14,18,Chapel Hill,Tyler,TX,Texas
Lynell Hamilton,RB,6-0,195,4,0.9000,133,,12,19,Edison,Stockton,CA,San Diego State
Ryan Gilliam,CB,5-10,172,4,0.9000,133,,12,20,Tallahassee Lincoln,Tallahassee,FL,Oregon
Matt Welsh,OT,6-5,275,4,0.9000,133,,12,3,Centreville,Clifton,VA,Virginia Tech
Broderic Jones,WR,6-1,180,4,0.9000,133,,14,18,Ennis,Ennis,TX,Tulsa
Alton Wright,ATH,6-4,225,4,0.9000,133,,4,18,Jones,Houston,TX,Miami
Brandon Owens,S,6-2,200,4,0.9000,133,,9,20,Atlantic,Delray Beach,FL,Minnesota
Kevin Everett,TE,6-6,245,4,0.9000,133,,8,18,Kilgore,Kilgore,TX,Miami
Steven Jones,OT,6-6,290,4,0.9000,133,,12,3,Brentwood,Brentwood,TN,Tennessee
Ira Guilford,S,5-11,183,4,0.9000,133,,9,7,Hoboken,Hoboken,NJ,Ohio State
Ashton Youboty,S,6-1,186,4,0.9000,133,,9,18,Klein,Spring,TX,Ohio State
Matt Caddell,WR,6-0,180,4,0.9000,133,,14,5,McAdory,McCalla,AL,Alabama
LenDale White,RB,6-2,225,4,0.9000,133,,12,2,Chatfield,Littleton,CO,USC
Brian Zimpel,OG,6-5,310,4,0.9000,133,,10,2,Broken Arrow,Broken Arrow,OK,Oklahoma
Maurice Nelson,S,6-2,210,4,0.9000,133,,9,4,Crestwood,Sumter,SC,Clemson
T.C. Ostrander,PRO,6-3,205,4,0.9000,133,,9,19,Menlo-Atherton,Menlo Park,CA,Stanford
Tyrell Gatewood,WR,6-1,193,4,0.9000,133,,14,18,Chapel Hill,Tyler,TX,Texas
Lynell Hamilton,RB,6-0,195,4,0.9000,133,,12,19,Edison,Stockton,CA,San Diego State
Ryan Gilliam,CB,5-10,172,4,0.9000,133,,12,20,Tallahassee Lincoln,Tallahassee,FL,Oregon
Dane Zaslaw,ILB,6-2,241,4,0.9000,133,,8,2,Edmond Memorial,Edmond,OK,Oklahoma
Drean Rucker,ILB,6-1,229,4,0.9000,133,,8,19,Canyon Springs,Moreno Valley,CA,USC
Vegas Franklin,WDE,6-3,220,4,0.9000,133,,8,9,East St. John,Reserve,LA,Miami
Arron Sears,OT,6-4,300,4,0.9000,133,,12,5,Russellville,Russellville,AL,Tennessee
Brian Soi,DT,6-4,295,4,0.9000,133,,10,1,Timpview,Provo,UT,BYU
Tez Doolittle,FB,6-3,260,4,0.9000,133,,1,5,Opelika,Opelika,AL,Auburn
Dennis Keyes,S,6-2,185,4,0.9000,133,,9,19,Birmingham,Van Nuys,CA,UCLA
Omarr Conner,DUAL,6-2,190,4,0.9000,133,,6,5,Noxubee County,Macon,MS,Mississippi State
Josh Mueller,TE,6-7,250,4,0.9000,133,,8,1,Lakeview,Columbus,NE,Nebraska
Richard Kovalcheck,PRO,6-3,205,4,0.9000,133,,9,19,St. Augustine,San Diego,CA,Arizona
John Shaw,DT,6-5,278,4,0.9000,133,,10,7,Spring Grove Area,Spring Grove,PA,Penn State
Limas Sweed,WR,6-5,203,4,0.9000,133,,14,18,Brenham,Brenham,TX,Texas
John Frady,OG,6-4,275,4,0.9000,133,,10,20,The Bolles School,Jacksonville,FL,Florida State
Vince Hall,ILB,6-1,230,4,0.9000,133,,8,3,Western Branch,Chesapeake,VA,Virginia Tech
LeRon McClain,FB,6-1,245,4,0.9000,133,,1,5,Tuscaloosa County,Northport,AL,Alabama
Billy Pittman,ATH,6-1,180,4,0.9000,133,,4,18,Cameron Yoe,Cameron,TX,Texas
Garret Bushong,TE,6-5,225,4,0.9000,133,,8,5,Ionia,Ionia,MI,Purdue
Daryl Johnson,S,6-1,195,4,0.9000,133,,9,9,O. Perry Walker,New Orleans,LA,LSU
Leon Hall,CB,5-11,177,4,0.9000,133,,12,19,Vista,Vista,CA,Michigan
Bret Smith,WR,6-3,175,4,0.9000,133,,14,1,Warren,Warren,AR,Tennessee
Matt Flynn,PRO,6-2,216,4,0.9000,133,,9,18,Tyler Lee,Tyler,TX,LSU
Michael Affleck,PRO,6-3,225,4,0.9000,133,,9,1,Timpview,Provo,UT,Arizona State
Desmond Williams,ILB,6-2,238,4,0.9000,133,,8,7,Dacula,Dacula,GA,Georgia
Tim Duckworth,DT,6-4,287,4,0.9000,133,,10,5,Taylorsville,Taylorsville,MS,Auburn
Willie Dixon,WR,6-0,190,4,0.9000,133,,14,19,San Francisco University,San Francisco,CA,San Diego State
Terrell Walden,CB,6-0,170,4,0.9000,133,,12,20,Miami Edison,Miami,FL,Miami
Marcus Dixon,SDE,6-6,260,4,0.9000,133,,13,7,Pepperell,Lindale,GA,Vanderbilt
Matt Malele,DT,6-2,310,4,0.9000,133,,10,19,Carson,Carson,CA,California
Matt Welsh,OT,6-5,275,4,0.9000,133,,12,3,Centreville,Clifton,VA,Virginia Tech
Broderic Jones,WR,6-1,180,4,0.9000,133,,14,18,Ennis,Ennis,TX,Tulsa
Kevin Everett,TE,6-6,245,4,0.9000,133,,8,18,Kilgore,Kilgore,TX,Miami
Steven Jones,OT,6-6,290,4,0.9000,133,,12,3,Brentwood,Brentwood,TN,Tennessee
Ira Guilford,S,5-11,183,4,0.9000,133,,9,7,Hoboken,Hoboken,NJ,Ohio State
Ashton Youboty,S,6-1,186,4,0.9000,133,,9,18,Klein,Spring,TX,Ohio State
Emeka Nnoli,FB,6-1,225,4,0.8984,193,,3,28,Natomas,Sacramento,CA,Stanford
Jimmie Sutton III,ATH,5-11,175,4,0.8982,194,,6,27,Boca Raton,Boca Raton,FL,NC State
Aubrey McPhadden,OT,6-6,320,4,0.8978,195,,18,28,First Coast,Jacksonville,FL,Florida State
Devin Jordan,WR,6-3,190,3,0.8778,196,,22,10,Massillon Washington,Massillon,OH,Ohio State
Sian Cotton,DT,6-5,295,3,0.8778,196,,16,10,St. Vincent-St. Mary,Akron,OH,Ohio State
Travis Berry,ILB,6-0,225,3,0.8667,198,,13,13,O. Perry Walker,New Orleans,LA,Colorado
Tyler Luellen,OT,6-7,275,3,0.8667,198,,19,2,South Harrison,Bethany,MO,Missouri
Rob Lewis,OLB,6-5,215,3,0.8667,198,,8,29,Montclair,Montclair,CA,Washington
Travis Berry,ILB,6-0,225,3,0.8667,198,,13,13,O. Perry Walker,New Orleans,LA,Colorado
Tyler Luellen,OT,6-7,275,3,0.8667,198,,19,2,South Harrison,Bethany,MO,Missouri
Rob Lewis,OLB,6-5,215,3,0.8667,198,,8,29,Montclair,Montclair,CA,Washington
Marcus Thomas,ATH,6-1,185,3,0.8667,198,,7,2,Tolleson Union,Tolleson,AZ,Arizona
Dana Graydon,OLB,6-1,210,3,0.8667,198,,8,13,Dougherty,Albany,GA,Georgia
Noah Smith,ATH,6-0,165,3,0.8667,198,,7,29,Taft,Woodland Hills,CA,California
Leon Drummer,DT,6-5,285,3,0.8667,198,,17,29,St. Mary's,Albany,CA,California
Carl Pendleton,DT,6-6,270,3,0.8667,198,,17,4,Sapulpa,Sapulpa,OK,Oklahoma
Courtney Denson,ATH,6-1,185,3,0.8667,198,,7,29,Miami Central,Miami,FL,Auburn
Chris Russell,S,6-2,185,3,0.8667,198,,17,4,Hillsboro,Nashville,TN,Colorado
Bernard Jackson,DUAL,6-2,190,3,0.8667,198,,7,29,Santiago,Corona,CA,Colorado
Steve Richardson,ATH,5-10,170,3,0.8667,198,,7,26,Garland,Garland,TX,Texas
Lonnie Hurst,WR,6-2,185,3,0.8667,198,,23,7,University of Detroit Jesuit,Detroit,MI,Illinois
Darien Williams,S,6-0,190,3,0.8667,198,,17,26,North Mesquite,Mesquite,TX,Oklahoma
Bo Ruud,OLB,6-3,210,3,0.8667,198,,8,2,Lincoln Southeast,Lincoln,NE,Nebraska
Andre Callender,RB,5-10,185,3,0.8667,198,,18,8,Seton Hall Prep,West Orange,NJ,Boston College
Johnny DuRocher,PRO,6-4,205,3,0.8667,198,,14,2,Bethel,Spanaway,WA,Oregon
Lamar Mitchell,ILB,6-1,235,3,0.8667,198,,13,26,Dayton,Dayton,TX,Texas A&M
Will Arnold,OT,6-5,325,3,0.8667,198,,19,7,Centreville,Centreville,MI,LSU
Ray Edwards,SDE,6-6,235,3,0.8667,198,,14,12,Woodward Career Technical,Cincinnati,OH,Purdue
Drew Tate,PRO,6-0,170,3,0.8667,198,,14,26,Baytown Lee,Baytown,TX,Iowa
Lewis Baker,OLB,6-3,200,3,0.8667,198,,8,26,Lewisville,Lewisville,TX,Oklahoma
Alex Boston,WDE,6-3,225,3,0.8667,198,,9,29,Bartow,Bartow,FL,Florida State
Danny Verdun,ILB,6-2,230,3,0.8667,198,,13,13,Thomson,Thomson,GA,Georgia
David Marrero,APB,5-10,190,3,0.8667,198,,2,29,St. Thomas Aquinas,Fort Lauderdale,FL,Stanford
James Battle,DUAL,6-2,195,3,0.8667,198,,7,26,Denton Ryan,Denton,TX,TCU
Vince Redd,SDE,6-7,240,3,0.8667,198,,14,4,Elizabethton,Elizabethton,TN,Virginia
Michael Turner,APB,5-10,185,3,0.8667,198,,2,26,Fort Worth Dunbar,Fort Worth,TX,Wisconsin
Tristen Ross,WR,6-1,190,3,0.8667,198,,23,13,Evangel Christian Academy,Shreveport,LA,Oklahoma
Jermaine Dias,OLB,6-2,215,3,0.8667,198,,8,8,Hackensack,Hackensack,NJ,Virginia
Jeff Zuttah,OG,6-4,276,3,0.8667,198,,13,8,Hun School,Princeton,NJ,Michigan
Dallas Griffin,OG,6-4,265,3,0.8667,198,,13,26,Katy Taylor,Katy,TX,Texas
Darnell Terrell,CB,6-3,200,3,0.8667,198,,15,2,Eureka,Eureka,MO,Missouri
Kory Gedin,ILB,6-2,233,3,0.8667,198,,13,2,Gonzaga,Washington,DC,North Carolina
Brian Dennison,RB,5-11,194,3,0.8667,198,,18,29,Mandarin,Jacksonville,FL,NC State
Dan Mazan,OG,6-4,295,3,0.8667,198,,13,8,Carteret,Carteret,NJ,Penn State
P.J. Irvin,OG,6-3,270,3,0.8667,198,,13,29,Agoura,Agoura Hills,CA,UCLA
Sam Keller,PRO,6-4,210,3,0.8667,198,,14,29,San Ramon Valley,Danville,CA,Arizona State
Joe Kedra,OLB,6-4,225,3,0.8667,198,,8,8,Camden Catholic,Cherry Hill,NJ,North Carolina
Garrett Tremblay,ILB,6-3,230,3,0.8667,198,,13,29,Palm Desert,Palm Desert,CA,California
Farod Jackson,FB,6-1,235,3,0.8667,198,,4,2,Wilbur D. Mills,Little Rock,AR,Arkansas
Brandon Teamer,DT,6-5,256,3,0.8667,198,,17,2,Omaha Central,Omaha,NE,Nebraska
Xavier Adibi,OLB,6-3,215,3,0.8667,198,,8,5,Phoebus,Hampton,VA,Virginia Tech
Chris Ellis,WDE,6-5,230,3,0.8667,198,,9,5,Bethel,Hampton,VA,Virginia Tech
Josh Barbo,TE,6-6,252,3,0.8667,198,,11,1,Conway Springs,Conway Springs,KS,Missouri
LeRue Rumph,S,6-2,210,3,0.8667,198,,17,29,Clearwater Central Catholic,Clearwater,FL,NC State
Lance Broadus,ILB,6-2,225,3,0.8667,198,,13,29,Taft,Woodland Hills,CA,Oregon
Tolifili Liufau,DT,6-3,290,3,0.8667,198,,17,1,St. Louis,Honolulu,HI,Washington State
Alex Ghebreselassie,ATH,6-3,185,3,0.8667,198,,7,29,Bonita Vista,Chula Vista,CA,UCLA
Brad Girtman,DT,6-6,300,3,0.8667,198,,17,26,McAllen,McAllen,TX,Oklahoma State
Tyler Luellen,OT,6-7,275,3,0.8667,198,,19,2,South Harrison,Bethany,MO,Missouri
Rob Lewis,OLB,6-5,215,3,0.8667,198,,8,29,Montclair,Montclair,CA,Washington
Noah Smith,ATH,6-0,165,3,0.8667,198,,7,29,Taft,Woodland Hills,CA,California
Steve Richardson,ATH,5-10,170,3,0.8667,198,,7,26,Garland,Garland,TX,Texas
Lonnie Hurst,WR,6-2,185,3,0.8667,198,,23,7,University of Detroit Jesuit,Detroit,MI,Illinois
Darien Williams,S,6-0,190,3,0.8667,198,,17,26,North Mesquite,Mesquite,TX,Oklahoma
Lorenzo Sims,CB,5-11,180,3,0.8667,198,,15,29,Edison,Fresno,CA,Colorado
Lamar Mitchell,ILB,6-1,235,3,0.8667,198,,13,26,Dayton,Dayton,TX,Texas A&M
Lewis Baker,OLB,6-3,200,3,0.8667,198,,8,26,Lewisville,Lewisville,TX,Oklahoma
Alex Boston,WDE,6-3,225,3,0.8667,198,,9,29,Bartow,Bartow,FL,Florida State
Danny Verdun,ILB,6-2,230,3,0.8667,198,,13,13,Thomson,Thomson,GA,Georgia
James Battle,DUAL,6-2,195,3,0.8667,198,,7,26,Denton Ryan,Denton,TX,TCU
Vince Redd,SDE,6-7,240,3,0.8667,198,,14,4,Elizabethton,Elizabethton,TN,Virginia
Tristen Ross,WR,6-1,190,3,0.8667,198,,23,13,Evangel Christian Academy,Shreveport,LA,Oklahoma
Jeff Zuttah,OG,6-4,276,3,0.8667,198,,13,8,Hun School,Princeton,NJ,Michigan
