Player,Position,Height,Weight,Stars,Rating,CompositeRank,247Rank,PositionRank,StateRank,HighSchool,City,State,CommittedTo
Roy Miller,DT,6-2,295,5,0.9867,29,,5,4,Killeen Shoemaker,Killeen,TX,Texas
Tony Moeaki,TE,6-4,250,5,0.9859,30,,2,1,Wheaton Warrenville South,Wheaton,IL,Iowa
Brian Cushing,OLB,6-3,225,5,0.9859,30,,2,3,Bergen Catholic,Park Ridge,NJ,USC
Darren McFadden,RB,6-1,200,5,0.9855,32,,7,1,Oak Grove,North Little Rock,AR,Arkansas
Marques Slocum,OG,6-5,335,5,0.9853,33,,1,3,West Philadelphia Catholic,Philadelphia,PA,Michigan
Dan Doering,OT,6-6,300,5,0.9853,34,,4,2,Barrington,Barrington,IL,Iowa
Derek Pegues,CB,5-10,192,5,0.9851,35,,4,2,South Panola,Batesville,MS,Mississippi State
Dace Richardson,OT,6-6,300,5,0.9845,36,,5,3,Wheaton Warrenville South,Wheaton,IL,Iowa
DajLeon Farr,TE,6-5,240,5,0.9837,37,,3,5,North Shore,Houston,TX,Miami
Michael Oher,OT,6-5,330,5,0.9833,38,,6,2,Briarcrest Christian,Memphis,TN,Ole Miss
Victor Harris,CB,6-0,185,4,0.9827,39,,5,1,Highland Springs,Highland Springs,VA,Virginia Tech
Travis Beckum,OLB,6-3,220,4,0.9827,39,,3,1,Oak Creek,Oak Creek,WI,Wisconsin
Averell Spicer,SDE,6-2,265,4,0.9827,41,,2,6,Rancho Cucamonga,Rancho Cucamonga,CA,USC
Derek Nicholson,ILB,6-0,220,4,0.9825,42,,3,2,Mount Tabor,Winston Salem,NC,Florida State
Geno Hayes,OLB,6-1,210,4,0.9823,43,,4,5,Madison County,Madison,FL,Florida State
Reggie Smith,CB,6-1,190,4,0.9821,44,,6,1,Santa Fe,Edmond,OK,Oklahoma
Leon Jackson,ATH,6-2,210,4,0.9815,45,,1,2,Pasco Senior,Pasco,WA,Hawaii
Rico McCoy,OLB,6-1,215,4,0.9813,46,,5,1,St. John's College,Washington,DC,Tennessee
Ryan Reynolds,OLB,6-2,220,4,0.9797,47,,6,1,Bishop Gorman,Las Vegas,NV,Oklahoma
Ndamukong Suh,DT,6-4,280,4,0.9797,47,,6,1,Grant,Portland,OR,Nebraska
LaMarcus Coker,RB,5-10,185,4,0.9793,49,,8,3,Antioch,Antioch,TN,Tennessee
Selwyn Lymon,WR,6-5,195,4,0.9787,50,,5,1,Paul Harding,Fort Wayne,IN,Purdue
Jonathan Crompton,PRO,6-3,215,4,0.9785,51,,2,3,Tuscola,Waynesville,NC,Tennessee
Mario Manningham,WR,6-0,180,4,0.9785,52,,6,3,Harding,Warren,OH,Michigan
C.J. Byrd,S,6-3,185,4,0.9775,53,,2,1,North Augusta,North Augusta,SC,Georgia
Jamaal Charles,RB,6-0,185,4,0.9775,53,,9,6,Port Arthur Memorial,Port Arthur,TX,Texas
Rashard Mendenhall,RB,5-11,205,4,0.9775,53,,9,4,Niles West,Skokie,IL,Illinois
Ricky Jean-Francois,SDE,6-3,245,4,0.9767,56,,3,6,Miami Carol City,Opa Locka,FL,LSU
Malcolm Kelly,WR,6-4,200,4,0.9767,57,,7,7,Longview,Longview,TX,Oklahoma
Antonio Bass,WR,6-1,195,4,0.9767,57,,7,2,Jackson,Jackson,MI,Michigan
Chris Scott,OG,6-5,300,4,0.9767,57,,2,2,Lovejoy,Hampton,GA,Tennessee
Doug Worthington,SDE,6-5,275,4,0.9759,60,,4,2,St. Francis,Attica,NY,Ohio State
Matt Hardrick,OT,6-5,338,4,0.9757,61,,7,7,Edgewater,Orlando,FL,Florida State
Ekom Udofia,DT,6-2,300,4,0.9757,61,,7,1,Chaparral,Paradise Valley,AZ,Stanford
Curtis Lofton,ILB,6-1,225,4,0.9757,61,,4,2,Kingfisher,Kingfisher,OK,Oklahoma
Curtis Crouch,OT,6-5,322,4,0.9751,64,,8,4,E.E. Smith,Fayetteville,NC,NC State
Will Harris,S,6-2,195,4,0.9749,65,,3,7,Charter Oak,Covina,CA,USC
Mohamed Massaquoi,WR,6-2,190,4,0.9747,66,,9,5,Independence,Charlotte,NC,Georgia
Kevin Thomas,CB,6-0,178,4,0.9747,66,,7,8,Rio Mesa,Oxnard,CA,USC
Avery Atkins,CB,5-11,185,4,0.9747,66,,7,8,Mainland,Daytona Beach,FL,Florida
Jamie Robinson,CB,6-1,185,4,0.9739,69,,9,2,Northwestern,Rock Hill,SC,Florida State
Al Jones,WDE,6-3,240,4,0.9735,70,,1,2,St. Augustine,New Orleans,LA,LSU
Keenan Clayton,S,6-2,205,4,0.9729,71,,4,8,Sulphur Springs,Sulphur Springs,TX,Oklahoma
Henry Melton,SDE,6-3,275,4,0.9727,72,,5,9,Grapevine,Grapevine,TX,Texas
Justin Mincey,SDE,6-5,250,4,0.9723,73,,6,3,Charlton County,Chatham,VA,Florida State
Roy Upchurch,RB,6-0,195,4,0.9711,74,,11,9,Amos P. Godby,Tallahassee,FL,Alabama
Bryan Evans,CB,6-0,175,4,0.9711,74,,10,9,Ed White,Jacksonville,FL,Georgia
Spencer Adkins,OLB,6-1,228,4,0.9705,76,,7,11,Naples,Naples,FL,Miami
Phillip Dillard,ILB,6-2,245,4,0.9699,77,,5,3,Jenks,Jenks,OK,Nebraska
Josh McNeil,OC,6-4,290,4,0.9693,78,,1,3,Collins,Collins,MS,Tennessee
Eric Huggins,WR,6-3,190,4,0.9691,79,,10,3,Conway,Conway,SC,Oklahoma
Everette Brown,WDE,6-2,238,4,0.9691,79,,2,6,Beddingfield,Wilson,NC,Florida State
O.J. Murdock,WR,6-0,185,4,0.9679,81,,11,12,Middleton,Tampa,FL,South Carolina
Michael Shumard,OG,6-5,290,4,0.9679,81,,3,10,Harker Heights,Harker Heights,TX,Texas A&M
Anthony Felder,ILB,6-3,225,4,0.9677,83,,6,3,O'Dea,Seattle,WA,California
Courtney Harris,WDE,6-3,230,4,0.9675,84,,3,13,Jupiter,Jupiter,FL,Miami
Cory Zirbel,OT,6-7,301,4,0.9671,85,,9,1,Murray,Murray,KY,Michigan
Carlos Thomas,CB,5-11,175,4,0.9665,86,,11,4,Banneker,Atlanta,GA,South Carolina
Jake Christensen,DUAL,6-1,200,4,0.9647,87,,2,5,Lockport Township Sch East,Lockport,IL,Iowa
Chris Keys,S,6-2,210,4,0.9639,88,,5,1,North Jackson,Stevenson,AL,Alabama
Aaron Ware,S,6-0,190,4,0.9635,89,,6,9,Oaks Christian,Thousand Oaks,CA,UCLA
Nic Harris,OLB,6-3,210,4,0.9631,90,,8,3,Alexandria,Alexandria,LA,Oklahoma
Deveon Simmons,OLB,6-0,220,4,0.9631,90,,8,2,Landstown,Virginia Beach,VA,Virginia Tech
Paul Freeney,WDE,6-3,230,4,0.9622,92,,4,11,Aldine Eisenhower,Houston,TX,Texas A&M
Terrance Taylor,DT,6-1,285,4,0.9618,93,,8,3,Muskegon,Muskegon,MI,Michigan
Kalvin Bailey,FB,5-11,245,4,0.9614,94,,1,14,Armwood,Seffner,FL,Iowa
James McKinney,DT,6-2,280,4,0.9612,95,,9,2,Louisville Central,Louisville,KY,Michigan
Montario Hardesty (player),RB,6-0,196,4,0.9602,96,,12,7,New Bern,New Bern,NC,Tennessee
Cary Harris,CB,6-1,180,4,0.9507,97,,12,10,Notre Dame,Sherman Oaks,CA,USC
Matt Reynolds,OT,6-5,270,4,0.9503,98,,10,1,Timpview,Provo,UT,BYU
Josh Portis,DUAL,6-3,200,4,0.9501,99,,3,11,Taft,Woodland Hills,CA,Florida
Kaluka Maiava,OLB,6-0,215,4,0.9469,100,,10,1,Henry Perrine Baldwin,Wailuku,HI,USC
Demonte Bolden,DT,6-5,300,4,0.9444,101,,10,3,,,,Tennessee
D.J. Hord,WR,6-1,195,4,0.9440,102,,12,1,Rockhurst,Kansas City,MO,Notre Dame
Jerome Hayes,OLB,6-2,225,4,0.9436,103,,11,4,Bayonne,Bayonne,NJ,Penn State
Darius Dewberry,ILB,6-3,215,4,0.9424,104,,7,5,Peach County,Fort Valley,GA,Georgia
Rafael Eubanks,OG,6-3,290,4,0.9422,105,,4,1,Cretin Derham Hall,Saint Paul,MN,Iowa
Kyle Moore,SDE,6-6,250,4,0.9422,106,,7,6,Houston County,Warner Robins,GA,USC
James Davis,RB,6-0,205,4,0.9418,107,,13,7,Douglass,Atlanta,GA,Clemson
Aleksey Lanis,OT,6-5,315,4,0.9414,108,,11,12,Crenshaw,Los Angeles,CA,UCLA
Vince Oghobaase,DT,6-6,295,4,0.9410,109,,11,12,Alief Hastings,Houston,TX,Duke
R.J. Jackson,ATH,6-0,197,4,0.9369,110,,2,13,Westside,Houston,TX,LSU
Raymond Henderson,SDE,6-5,250,4,0.9367,111,,8,2,Oak Creek,Oak Creek,WI,Tennessee
J.B. Paxson,SDE,6-3,260,4,0.9361,112,,9,2,Center Grove,Greenwood,IN,Purdue
Earl Heyman,SDE,6-3,260,4,0.9341,113,,10,3,Ballard,Louisville,KY,Louisville
Christopher Brown,OLB,6-3,210,4,0.9333,114,,12,14,Texas High,Texarkana,TX,Texas
Michael Ray Garvin,CB,5-8,180,4,0.9331,115,,13,5,Don Bosco Prep,Ramsey,NJ,Florida State
Pat Sheil,OT,6-6,275,4,0.9323,116,,12,4,Centreville,Clifton,VA,Boston College
Shawn Oatis,S,6-2,205,4,0.9319,117,,7,13,Chino,Chino,CA,UCLA
Rendrick Taylor,ATH,6-2,210,4,0.9315,118,,3,4,Marlboro County,Bennettsville,SC,Clemson
Syd'Quan Thompson,CB,5-10,180,4,0.9313,119,,14,14,Grant Union,Sacramento,CA,California
Mike Brown,CB,5-9,185,4,0.9309,120,,15,6,St. Peter's Prep,Jersey City,NJ,Virginia
Elijah Hodge,OLB,6-1,200,4,0.9305,121,,13,15,Dillard,Fort Lauderdale,FL,Wisconsin
Jonathan Hannah,TE,6-4,250,4,0.9303,122,,4,8,South View,Hope Mills,NC,South Carolina
Willie Tuitama,PRO,6-2,212,4,0.9222,123,,3,15,St. Mary's,Stockton,CA,Arizona
Maurice Greer,RB,5-1,200,4,0.9222,123,,14,1,Mullen,Denver,CO,Colorado
Randy Phillips,S,6-0,181,4,0.9222,123,,8,16,Glades Central,Belle Glade,FL,Miami
Darry Beckwith,OLB,6-1,224,4,0.9222,123,,14,4,Parkview Baptist School,Baton Rouge,LA,LSU
Jermichael Finley,TE,6-4,210,4,0.9222,123,,5,15,Diboll,Diboll,TX,Texas
Jeff Owens,DT,6-2,263,4,0.9222,123,,12,16,Plantation,Fort Lauderdale,FL,Georgia
Darrius Heyward-Bey,WR,6-2,190,4,0.9222,123,,13,3,McDonogh School,Owings Mills,MD,Maryland
Russell Ball,APB,5-9,165,4,0.9222,123,,1,15,La Marque,La Marque,TX,Florida State
J.C. Neal,ATH,5-11,177,4,0.9222,123,,4,5,Lakewood,Sumter,SC,NC State
Zach Potter,SDE,6-7,258,4,0.9222,123,,11,1,Creighton Prep,Omaha,NE,Nebraska
Alex Daniels,ATH,6-2,219,4,0.9222,123,,4,4,Brookhaven,Columbus,OH,Minnesota
Will Powers,WDE,6-4,221,4,0.9222,123,,5,15,Junipero Serra,San Mateo,CA,Stanford
Derek Shaw,PRO,6-4,205,4,0.9222,123,,3,15,Oceanside,Oceanside,CA,Arizona State
Vic Hall,ATH,5-9,168,4,0.9222,123,,4,5,Gretna,Gretna,VA,Virginia
Kevin Bemoll,OG,6-5,295,4,0.9222,123,,5,15,Mission Viejo,Mission Viejo,CA,California
Ike Whitaker,DUAL,6-5,198,4,0.9222,123,,4,3,Northwest,Germantown,MD,Virginia Tech
Anthony Wiseman,CB,5-10,175,4,0.9222,123,,16,3,DeMatha Catholic,Hyattsville,MD,Maryland
Louis Ellis,DT,6-3,293,4,0.9222,123,,12,4,Lanier,Jackson,MS,Mississippi State
Clarence Ward,S,6-0,175,4,0.9222,123,,8,16,Pensacola,Pensacola,FL,Florida State
Kendrick Stewart,DT,6-1,275,4,0.9222,123,,12,16,Lakeland,Lakeland,FL,Florida State
Matt Kopa,SDE,6-6,268,4,0.9222,123,,11,15,Elk Grove,Elk Grove,CA,Stanford
Calvin Wilson,OT,6-5,336,4,0.9222,123,,13,4,Hattiesburg,Hattiesburg,MS,Mississippi State
Harrison Beck,PRO,6-1,205,4,0.9222,123,,3,16,Countryside,Clearwater,FL,Nebraska
Lamont Robinson,OLB,6-2,220,4,0.9222,123,,14,7,Salem,Salem,NJ,Oklahoma
Jim Cordle,OG,6-5,285,4,0.9222,123,,5,4,Lancaster,Lancaster,OH,Ohio State
Mike Davis,RB,5-10,210,4,0.9216,148,,15,6,Columbia,Columbia,SC,South Carolina
Tony Wright,RB,5-10,185,4,0.9210,149,,16,8,Peach County,Fort Valley,GA,
Trey Stross,WR,6-3,190,4,0.9190,150,,14,6,Avon Lake,Avon Lake,OH,Iowa
Adrian McCovy,WDE,6-3,215,4,0.9111,151,,6,20,Lakewood,Lakewood,CA,Arizona
Walter Nickel,TE,6-4,235,4,0.9000,152,,6,2,Dixie,St. George,UT,Iowa State
B.J. Vickers,WR,6-3,215,4,0.9000,152,,15,21,Santa Monica,Santa Monica,CA,Arizona
Antonio Robinson,RB,6-0,195,4,0.9000,152,,17,5,Winnfield Senior,Winnfield,LA,LSU
Dan Foster,OLB,6-1,215,4,0.9000,152,,16,9,Early County,Blakely,GA,Florida State
Jon Demps,ILB,6-4,225,4,0.9000,152,,8,21,Booker T. Washington,Pensacola,FL,Florida
J.R. Hasty,RB,5-10,200,4,0.9000,152,,17,4,Bellevue,Bellevue,WA,Washington
Jorvorskie Lane,FB,6-1,240,4,0.9000,152,,2,17,Lufkin,Lufkin,TX,Texas A&M
Chris Brooks,WR,6-2,195,4,0.9000,152,,15,2,Hazelwood East,St. Louis,MO,Nebraska
Ryan Bain,DT,6-2,250,4,0.9000,152,,15,6,Bolingbrook,Bolingbrook,IL,Iowa
Josh Miller,OLB,6-1,211,4,0.9000,152,,16,7,Manning,Manning,SC,Clemson
Andre Mathis,ILB,6-1,224,4,0.9000,152,,8,4,Cathedral Prep,Erie,PA,Tennessee
Andre Jones,CB,5-11,180,4,0.9000,152,,17,1,Avon Old Farms,Avon,CT,Boston College
Alex Kanellis,DT,6-4,239,4,0.9000,152,,15,1,Iowa City West,Iowa City,IA,Iowa
Rex Sharpe,OLB,6-3,215,4,0.9000,152,,16,2,Fairfield Preparatory School,Fairfield,AL,Auburn
Quentin Taylor,OLB,6-1,215,4,0.9000,152,,16,21,Apopka,Apopka,FL,Ole Miss
Elan Lewis,RB,5-8,215,4,0.9000,152,,17,6,Phoebus,Hampton,VA,Virginia Tech
Mike Harness,OG,6-2,281,4,0.9000,152,,7,9,St. Anne-Pacelli,Columbus,GA,Auburn
Antonio Clay,OLB,6-1,210,4,0.9000,152,,16,9,Twiggs County,Jeffersonville,GA,Clemson
Montez Billings,WR,6-2,175,4,0.9000,152,,15,2,Pelham,Pelham,AL,Auburn
Nyan Boateng,WR,6-2,186,4,0.9000,152,,15,3,Abraham Lincoln,Brooklyn,NY,Florida
Todd Cox,ATH,6-2,195,4,0.9000,152,,7,4,Harding Academy of Memphis,Memphis,TN,Tennessee
Vincent Williams,DT,6-5,275,4,0.9000,152,,15,17,Dallas Carter,Dallas,TX,Texas A&M
Luqman Abdallah,DT,6-4,310,4,0.9000,152,,15,8,Hun School,Princeton,NJ,Miami
Felix Jones,ATH,5-11,197,4,0.9000,152,,7,4,Booker T. Washington,Tulsa,OK,Arkansas
David Nelson,WR,6-5,195,4,0.9000,152,,15,17,Wichita Falls Rider,Wichita Falls,TX,Florida
Terry Longbons,RB,5-11,211,4,0.9000,152,,17,2,Peoria Centennial,Peoria,AZ,Arizona
Bruce Johnson,CB,6-0,170,4,0.9000,152,,17,21,Suwannee,Live Oak,FL,Miami
Marcus Shavers,SDE,6-4,250,4,0.9000,152,,13,17,Allen,Allen,TX,Arkansas
Marquis Wilson,WR,5-11,158,4,0.9000,152,,15,2,Juan Diego Catholic,Draper,UT,Utah
Ishie Oduegwu,S,5-10,185,4,0.9000,152,,10,17,Denton Ryan,Denton,TX,Texas
Cory Lambert,OT,6-7,310,4,0.9000,152,,14,7,Greenville,Greenville,SC,Clemson
Jason Kacinko,OT,6-6,300,4,0.9000,152,,14,4,Penn Trafford,Harrison City,PA,Purdue
Mikell Simpson,RB,6-1,185,4,0.9000,152,,17,4,Harrisburg,Harrisburg,PA,Virginia
Tommy Trott,TE,6-4,235,4,0.9000,152,,6,2,Trinity Presbyterian School,Montgomery,AL,Auburn
Roderick Battle,WDE,6-3,236,4,0.9000,152,,7,9,Douglass,Atlanta,GA,Georgia
Jonathan Lewis,SDE,6-2,256,4,0.9000,152,,13,17,Newman Smith,Carrollton,TX,Kansas State
Aaron Lewis,SDE,6-3,265,4,0.9000,152,,13,1,La Cueva,Albuquerque,NM,Texas
Adam Myers-White,S,6-4,190,4,0.9000,152,,10,7,Hamilton,Hamilton,OH,Tennessee
Chris Hawkins,S,6-1,180,4,0.9000,152,,10,5,Walker,Walker,LA,LSU
Zack Follett,ILB,6-2,228,4,0.9000,152,,8,21,Clovis,Clovis,CA,California
A.J. Trump,OG,6-4,285,4,0.9000,152,,7,21,Clearwater Central Catholic,Clearwater,FL,Miami
Slick Shelley,WR,6-4,180,4,0.9000,152,,15,2,Southside,Fort Smith,AR,Tennessee
Andre Amos,WR,6-1,180,4,0.9000,152,,15,7,Middletown,Middletown,OH,Ohio State
Rob Schoenhoft,PRO,6-5,227,4,0.9000,152,,6,7,St. Xavier,Cincinnati,OH,Ohio State
Wes Brown,DT,6-4,250,4,0.9000,152,,15,2,Athens,Athens,AL,Tennessee
Maurice Wells,APB,5-9,180,4,0.9000,152,,2,21,Sandalwood,Jacksonville,FL,Ohio State
Todd Denlinger,DT,6-3,280,4,0.9000,152,,15,7,Troy,Troy,OH,Ohio State
Matt Dunham,FB,6-1,233,4,0.9000,152,,2,9,St. Anne-Pacelli,Columbus,GA,Florida State
Ryan Williams,SDE,6-5,240,4,0.9000,152,,13,21,Mission Viejo,Mission Viejo,CA,Ohio State
Walter Nickel,TE,6-4,235,4,0.9000,152,,6,2,Dixie,St. George,UT,Iowa State
B.J. Vickers,WR,6-3,215,4,0.9000,152,,15,21,Santa Monica,Santa Monica,CA,Arizona
Antonio Robinson,RB,6-0,195,4,0.9000,152,,17,5,Winnfield Senior,Winnfield,LA,LSU
Dan Foster,OLB,6-1,215,4,0.9000,152,,16,9,Early County,Blakely,GA,Florida State
Jorvorskie Lane,FB,6-1,240,4,0.9000,152,,2,17,Lufkin,Lufkin,TX,Texas A&M
Ryan Bain,DT,6-2,250,4,0.9000,152,,15,6,Bolingbrook,Bolingbrook,IL,Iowa
Andre Mathis,ILB,6-1,224,4,0.9000,152,,8,4,Cathedral Prep,Erie,PA,Tennessee
Elan Lewis,RB,5-8,215,4,0.9000,152,,17,6,Phoebus,Hampton,VA,Virginia Tech
Erik Lorig,TE,6-4,250,4,0.9000,152,,6,21,Palos Verdes Peninsula,Palos Verdes Peninsula,CA,Stanford
Todd Cox,ATH,6-2,195,4,0.9000,152,,7,4,Harding Academy of Memphis,Memphis,TN,Tennessee
Vincent Williams,DT,6-5,275,4,0.9000,152,,15,17,Dallas Carter,Dallas,TX,Texas A&M
Terry Longbons,RB,5-11,211,4,0.9000,152,,17,2,Peoria Centennial,Peoria,AZ,Arizona
Bruce Johnson,CB,6-0,170,4,0.9000,152,,17,21,Suwannee,Live Oak,FL,Miami
Marcus Shavers,SDE,6-4,250,4,0.9000,152,,13,17,Allen,Allen,TX,Arkansas
Marquis Wilson,WR,5-11,158,4,0.9000,152,,15,2,Juan Diego Catholic,Draper,UT,Utah
Jason Kacinko,OT,6-6,300,4,0.9000,152,,14,4,Penn Trafford,Harrison City,PA,Purdue
Jonathan Lewis,SDE,6-2,256,4,0.9000,152,,13,17,Newman Smith,Carrollton,TX,Kansas State
Adam Myers-White,S,6-4,190,4,0.9000,152,,10,7,Hamilton,Hamilton,OH,Tennessee
Chris Hawkins,S,6-1,180,4,0.9000,152,,10,5,Walker,Walker,LA,LSU
A.J. Trump,OG,6-4,285,4,0.9000,152,,7,21,Clearwater Central Catholic,Clearwater,FL,Miami
Slick Shelley,WR,6-4,180,4,0.9000,152,,15,2,Southside,Fort Smith,AR,Tennessee
Kevin Thornton,S,6-2,187,4,0.9000,152,,10,2,Little Rock Central,Little Rock,AR,Arkansas
Steven Korte,FB,6-2,230,4,0.9000,152,,2,5,Fontainebleau,Mandeville,LA,LSU
Lydell Sargeant,ATH,5-10,172,4,0.9000,152,,7,21,Cabrillo,Lompoc,CA,Penn State
Jeremy Childs,WR,6-0,180,4,0.9000,152,,15,21,Los Alamitos,Los Alamitos,CA,Boise State
Brandon Duncan,OLB,6-3,210,4,0.9000,152,,16,17,Garland Lakeview Centennial,Garland,TX,Kansas
Lucas Taylor,ATH,5-11,168,4,0.9000,152,,7,5,Carencro,Lafayette,LA,Tennessee
Conredge Collins,FB,5-11,220,4,0.9000,152,,2,21,Monsignor Pace,Opa Locka,FL,Pittsburgh
Jodie Richardson,OLB,6-3,215,4,0.9000,152,,16,17,Duncanville,Duncanville,TX,Texas A&M
Brandon Sesay,DT,6-5,250,4,0.9000,152,,15,9,Douglass,Atlanta,GA,Georgia
Marcus Washington,OLB,6-2,210,4,0.9000,152,,16,9,Burke County,Waynesboro,GA,Georgia
Nick Reed,SDE,6-2,240,4,0.9000,152,,13,21,Mission Viejo,Mission Viejo,CA,Oregon
McKinner Dixon,WDE,6-3,240,4,0.9000,152,,7,17,Lufkin,Lufkin,TX,Texas Tech
Rodney Picou,OG,6-4,299,4,0.9000,152,,7,21,Canyon Springs,Moreno Valley,CA,Nebraska
Shea McKeen,TE,6-6,265,4,0.9000,152,,6,8,Hun School,Princeton,NJ,South Carolina
Andre Amos,WR,6-1,180,4,0.9000,152,,15,7,Middletown,Middletown,OH,Ohio State
Todd Denlinger,DT,6-3,280,4,0.9000,152,,15,7,Troy,Troy,OH,Ohio State
Clifford Respress,SDE,6-4,241,3,0.8778,238,,19,17,Lamar County,Barnesville,GA,Duke
Corey Moon,SDE,6-4,235,3,0.8778,238,,19,17,Decatur,Decatur,GA,Georgia
Roddrick Muckelroy,OLB,6-2,215,3,0.8778,238,,26,28,Hallsville,Hallsville,TX,Texas
Rashawn Jackson,FB,6-2,250,3,0.8778,238,,6,10,St. Peter's Prep,Jersey City,NJ,Virginia
Rod Owens,WR,6-0,170,3,0.8778,238,,27,34,Samuel W. Wolfson,Jacksonville,FL,Florida State
Jeff Allen,S,6-1,201,3,0.8778,238,,15,6,DeMatha Catholic,Hyattsville,MD,Maryland
Paul Duncan,OT,6-6,282,3,0.8778,238,,19,17,East Paulding,Dallas,GA,Notre Dame
Arkelon Hall,PRO,6-1,205,3,0.8778,238,,7,31,Edison,Fresno,CA,Washington State
Barry Humphries,OG,6-3,291,3,0.8778,238,,12,9,Belton-Honea Path,Honea Path,SC,Clemson
Jamar Chaney,OLB,6-0,216,3,0.8778,238,,26,34,St. Lucie West Centennial,Port St. Lucie,FL,Mississippi State
Dion Foster,APB,5-9,180,3,0.8778,238,,4,8,H.L. Richards,Oak Lawn,IL,Wisconsin
Brian Hartline,WR,6-2,174,3,0.8778,238,,27,13,GlenOak,Canton,OH,Ohio State
Freddie Lenix,ATH,5-11,195,3,0.8778,238,,12,13,Glenville,Cleveland,OH,Ohio State
Ian Smith,OG,6-3,277,3,0.8778,238,,12,17,Cartersville,Cartersville,GA,Georgia
Brian Roche,OT,6-5,275,3,0.8778,238,,19,10,Don Bosco Prep,Ramsey,NJ,Louisville
Louis Vasquez,OT,6-5,310,3,0.8778,238,,19,28,Corsicana,Corsicana,TX,Texas Tech
Kestahn Moore,RB,5-11,196,3,0.8778,238,,22,28,Mansfield Summit,Arlington,TX,Florida
Jerrell Wilkerson,APB,5-7,170,3,0.8778,238,,4,28,Clark,San Antonio,TX,Texas
Thomas Austin,OG,6-4,286,3,0.8778,238,,12,9,Camden,Camden,SC,Clemson
Shelton Danzy,CB,5-9,196,3,0.8778,238,,21,6,Rainier Beach,Seattle,WA,Washington State
Charles Brown,OT,6-6,249,3,0.8778,238,,19,31,Diamond Ranch,Pomona,CA,USC
Gremon Coffman,S,6-2,193,3,0.8778,238,,15,28,Duncanville,Duncanville,TX,Texas A&M
Taurus Johnson,WR,6-0,185,3,0.8778,238,,27,34,Cape Coral,Cape Coral,FL,South Florida
Eric Hedstrom,OG,6-6,265,3,0.8778,238,,12,8,Prospect,Mount Prospect,IL,Purdue
Lee Grimes,OT,6-6,325,3,0.8778,238,,19,28,Brownwood,Brownwood,TX,Texas A&M
