Player,Position,Height,Weight,Stars,Rating,CompositeRank,247Rank,PositionRank,StateRank,HighSchool,City,State,CommittedTo
Jevan Snead,DUAL,6-3,205,4,0.9817,37,,2,6,Stephenville,Stephenville,TX,Texas
David Ausberry,WR,6-4,215,4,0.9811,38,,3,4,Lemoore,Lemoore,CA,USC
Damon McDaniel,WR,6-0,192,4,0.9807,39,,4,3,Landstown,Virginia Beach,VA,Florida State
Keiland Williams,RB,6-0,215,4,0.9805,40,,11,4,Hargrave Military Academy,Chatham,VA,LSU
J.B. Walton,OG,6-3,275,4,0.9804,41,,3,2,Henry E. Lackey,Indian Head,MD,Penn State
Connor Smith,OG,6-4,313,4,0.9801,42,,4,3,Colerain,Cincinnati,OH,Ohio State
Stephen Schilling,OT,6-5,290,4,0.9793,43,,3,2,Academic Institute,Bellevue,WA,Michigan
Ben Tate,RB,5-11,205,4,0.9793,44,,12,3,Snow Hill,Snow Hill,MD,Auburn
Demetrius Jones,DUAL,6-3,195,4,0.9792,45,,3,1,Morgan Park,Chicago,IL,Notre Dame
Konrad Reuland,TE,6-6,240,4,0.9791,46,,2,5,Mission Viejo,Mission Viejo,CA,Notre Dame
Joshua Tatum,ILB,6-1,220,4,0.9789,47,,6,6,McClymonds,Oakland,CA,USC
Adron Tennell,WR,6-5,200,4,0.9786,48,,5,7,Irving,Irving,TX,Oklahoma
Justin Boren,OG,6-3,320,4,0.9783,49,,5,4,Pickerington Central,Pickerington,OH,Michigan
Jeremiha Hunter,OLB,6-2,220,4,0.9782,50,,2,2,Harrisburg,Harrisburg,PA,Iowa
Allen Walker,S,6-2,200,4,0.9779,51,,3,1,Olive Branch,Olive Branch,MS,Ole Miss
A.J. Wallace,CB,6-1,195,4,0.9770,52,,2,4,Maurice J. McDonough,Pomfret,MD,Penn State
Emmanuel Moody,RB,6-0,195,4,0.9768,53,,13,8,Coppell,Coppell,TX,USC
Marcus Sims,ILB,6-0,220,4,0.9761,54,,7,4,North Florida Christian,Tallahassee,FL,Florida State
Dorin Dickerson,ATH,6-2,205,4,0.9759,55,,2,3,West Allegheny,Imperial,PA,Pittsburgh
Devin Ross,CB,5-11,185,4,0.9758,56,,3,7,Rancho Cucamonga,Rancho Cucamonga,CA,Arizona
Michael Morgan,OLB,6-3,200,4,0.9752,57,,3,9,Dallas Skyline,Dallas,TX,USC
Butch Lewis,OT,6-6,280,4,0.9750,58,,4,1,Regis Jesuit,Aurora,CO,USC
Jake Locker,DUAL,6-3,230,4,0.9740,59,,4,3,Ferndale,Ferndale,WA,Washington
Deantwan Whitehead,SDE,6-6,245,4,0.9738,60,,3,2,West End Sch,Birmingham,AL,Louisville
Charles Scott,RB,6-0,220,4,0.9738,61,,14,2,Jonesboro-Hodge,Jonesboro,LA,LSU
Darrin Walls,CB,6-0,190,4,0.9738,62,,4,4,Woodland Hills,Pittsburgh,PA,Notre Dame
Jonas Mouton,S,6-2,210,4,0.9737,63,,4,8,Venice,Los Angeles,CA,Michigan
Raeshon McNeil,CB,6-0,175,4,0.9734,64,,5,3,Davie County,Mocksville,NC,Notre Dame
Jermaine Gresham,TE,6-6,230,4,0.9731,65,,3,2,Ardmore,Ardmore,OK,Oklahoma
Jamere Holland,WR,6-1,175,4,0.9728,66,,6,9,Taft,Woodland Hills,CA,USC
Derrick Hill,DT,6-2,280,4,0.9721,67,,3,10,McClymonds,Oakland,CA,California
Jai Eugene,CB,5-11,175,4,0.9720,68,,6,3,Destrehan,Destrehan,LA,LSU
Nate Byham,TE,6-3,215,4,0.9718,69,,4,5,Franklin Area,Franklin,PA,Pittsburgh
Knowshon Moreno,RB,5-11,205,4,0.9717,70,,15,3,Middletown South,Middletown,NJ,Georgia
Isiah Williams,PRO,6-2,210,4,0.9702,71,,3,2,Chicago Vocational Center,Chicago,IL,Illinois
Darian Hagan,S,5-11,180,4,0.9701,72,,5,11,Crenshaw,Los Angeles,CA,California
Daron Rose,OT,6-5,310,4,0.9701,73,,5,5,Jefferson,Tampa,FL,Florida State
Zach Frazer,PRO,6-4,215,4,0.9698,74,,4,6,Mechanicsburg Area,Mechanicsburg,PA,Notre Dame
Terrence Austin,WR,5-11,175,4,0.9697,75,,7,12,Long Beach Poly,Long Beach,CA,UCLA
Kylan Robinson,RB,6-1,215,4,0.9689,76,,16,6,Chamberlain,Tampa,FL,Miami
Richard Dickson,TE,6-3,235,4,0.9687,77,,5,2,Ocean Springs,Pascagoula,MS,LSU
Charles Deas,DT,6-4,315,4,0.9685,78,,4,7,Dillard,Fort Lauderdale,FL,LSU
NaDerris Ward,TE,6-5,250,4,0.9683,79,,6,13,McClymonds,Oakland,CA,Georgia
Adam Patterson,DT,6-3,260,4,0.9680,80,,5,2,Richland Northeast,Columbia,SC,Michigan
Justin Anderson,OG,6-5,320,4,0.9679,81,,6,4,Irwin County,Ocilla,GA,Georgia
Damian Williams,WR,6-1,199,4,0.9677,82,,8,2,Springdale,Springdale,AR,Arkansas
Sam Shields,WR,6-1,180,4,0.9677,83,,9,8,Booker,Sarasota,FL,Miami
Chris Bell,WR,6-3,205,4,0.9667,84,,10,5,Granby,Norfolk,VA,Penn State
Jim Barrie,OT,6-5,310,4,0.9664,85,,6,9,Berkeley Prep,Tampa,FL,Florida
Phillip Payne,WR,6-2,200,4,0.9651,86,,11,10,South Garland,Garland,TX,Texas
DeAndre McDaniel,S,6-0,185,4,0.9647,87,,6,10,Amos P. Godby,Tallahassee,FL,Clemson
Jeremy Ricker,DUAL,6-2,205,4,0.9644,88,,5,7,Bishop McDevitt,Harrisburg,PA,Maryland
Mon Williams,RB,6-2,195,4,0.9620,89,,17,11,Mesquite Horn,Mesquite,TX,Florida
Jared Mitchell,WR,5-11,195,4,0.9614,90,,12,4,Westgate,New Iberia,LA,LSU
Jacques McClendon,OG,6-3,295,4,0.9613,91,,7,2,Baylor School,Chattanooga,TN,Tennessee
Chevon Walker,RB,5-11,185,4,0.9600,92,,18,11,Riverdale,Fort Myers,FL,Florida
Neil Caudle,PRO,6-2,192,4,0.9595,93,,5,3,Spain Park,Birmingham,AL,Auburn
Jamar Hornsby,ATH,6-3,195,4,0.9592,94,,3,12,Sandalwood,Jacksonville,FL,Florida
Josh Freeman,PRO,6-6,230,4,0.9583,95,,6,1,Grandview,Grandview,MO,Kansas State
Jermaine Cunningham,WDE,6-4,200,4,0.9576,96,,3,5,Stephenson,Stone Mountain,GA,Florida
Byron Maxwell,CB,6-1,185,4,0.9567,97,,7,3,Fort Dorchester,North Charleston,SC,Clemson
Bart Eddins,DT,6-4,265,4,0.9555,98,,6,4,Trinity Presbyterian School,Montgomery,AL,Auburn
Pat Devlin,PRO,6-3,200,4,0.9540,99,,7,8,Downingtown East,Exton,PA,Penn State
Aaron Brown,OT,6-6,295,4,0.9529,100,,7,5,Princeton,Cincinnati,OH,Virginia Tech
Asher Allen,CB,5-10,185,4,0.9529,101,,8,6,Tucker,Tucker,GA,Georgia
Brandon Wood,SDE,6-1,287,4,0.9528,102,,4,7,Haralson County,Tallapoosa,GA,Georgia
Chris Mitchell,WR,6-2,195,4,0.9526,103,,13,13,John Ehret,Marrero,LA,LSU
Jarred Fayson,ATH,6-1,195,4,0.9526,104,,4,14,Hillsborough,Tampa,FL,Florida
Marcus Gilbert,OT,6-5,320,4,0.9526,105,,8,15,St. Thomas Aquinas,Fort Lauderdale,FL,Florida
Justin Williams,WR,6-1,205,4,0.9524,106,,14,8,Charlton County,Folkston,GA,Florida
Buck Burnette,OC,6-2,300,4,0.9523,107,,1,12,Wimberley,Wimberley,TX,Texas
Javarris James,RB,6-1,205,4,0.9518,108,,19,16,Immokalee,Immokalee,FL,Miami
Caz Piurowski,TE,6-7,240,4,0.9509,109,,7,17,Land O' Lakes,Land O' Lakes,FL,Florida State
Tim Hawthorne,WR,6-2,200,4,0.9507,110,,15,5,Homewood,Birmingham,AL,Auburn
Antonio Logan-El,OG,6-5,310,4,0.9500,111,,8,5,Forestville,District Heights,MD,Penn State
Chris Brown,RB,5-10,192,4,0.9494,112,,20,5,Alexandria,Alexandria,LA,Oklahoma
Thaddeus Gibson,OLB,6-2,205,4,0.9494,113,,4,6,Euclid,Euclid,OH,Ohio State
Brent Carter,RB,6-3,205,4,0.9490,114,,21,9,Pottsgrove,Pottstown,PA,Penn State
Derek Burton,SDE,6-3,250,4,0.9471,115,,5,3,Muskogee,Muskogee,OK,Oklahoma State
Deon Beasley,CB,5-10,160,4,0.9469,116,,9,13,West Orange-Stark,Orange,TX,Texas
Jamie Cumbie,SDE,6-6,255,4,0.9467,117,,6,3,Morris Community,Morris,IL,Clemson
Mark Johnson,ILB,6-4,230,4,0.9466,118,,8,14,Dorsey,Los Angeles,CA,Ohio State
Jared Odrick,DT,6-6,305,4,0.9465,119,,7,10,Lebanon,Lebanon,PA,Penn State
Ryan Hill,CB,6-0,205,4,0.9460,120,,10,18,Rickards,Tallahassee,FL,Miami
Brandon Antwine,DT,6-0,290,4,0.9454,121,,8,14,Garland,Garland,TX,Florida
Terrance Anderson,CB,6-0,175,4,0.9452,122,,11,15,Aldine,Houston,TX,Oklahoma State
Dustin Earnest,ILB,6-3,220,4,0.9437,123,,9,16,Texas High,Texarkana,TX,Texas
Cordera Eason,RB,6-0,240,4,0.9435,124,,22,3,Meridian,Meridian,MS,Ole Miss
Taylor Pharr,OT,6-6,268,4,0.9434,125,,9,6,Shades Valley,Birmingham,AL,Alabama
Kurt Coleman,CB,5-11,180,4,0.9427,126,,12,7,Northmont,Clayton,OH,Ohio State
Kenrick Ellis,DT,6-5,320,4,0.9426,127,,9,19,John I. Leonard,Lake Worth,FL,South Carolina
Ricky Dixon,WR,6-2,202,4,0.9421,128,,16,6,East St. John,Reserve,LA,LSU
Jacques Rickerson,CB,5-11,175,4,0.9418,129,,13,20,St. Augustine,St. Augustine,FL,Florida
Derek Simmons,SDE,6-4,300,4,0.9408,130,,7,15,Armijo,Fairfield,CA,USC
Jeff Cumberland,TE,6-4,220,4,0.9405,131,,8,8,Brookhaven,Columbus,OH,Illinois
Brandon Heath,S,6-1,195,4,0.9405,132,,7,21,Palm Beach Lakes,West Palm Beach,FL,Louisville
Shareece Wright,CB,5-11,185,4,0.9404,133,,14,16,Colton,Colton,CA,USC
Quintin Banks,S,6-2,195,4,0.9399,134,,8,9,Houston County,Warner Robins,GA,Georgia
Dustin Doe,OLB,6-0,210,4,0.9397,135,,5,22,Hamilton County,Jasper,FL,Florida
Kiante Tripp,OT,6-6,293,4,0.9384,136,,10,10,Westlake,Atlanta,GA,Georgia
Ray Small,WR,5-11,180,4,0.9376,137,,17,9,Glenville,Cleveland,OH,Ohio State
Rickey Thenarse,ATH,6-0,180,4,0.9368,138,,5,17,David Starr Jordan Senior,Los Angeles,CA,Nebraska
Matt Carufel,OT,6-5,280,4,0.9368,139,,11,1,Cretin Derham Hall,Saint Paul,MN,Notre Dame
Jeremy Beal,SDE,6-3,245,4,0.9363,140,,8,17,Creekview,Carrollton,TX,Oklahoma
Andrey Baskin,WR,6-3,195,4,0.9358,141,,18,4,Camden Eastside,Camden,NJ,Syracuse
Michael Goodson,RB,6-0,205,4,0.9356,142,,23,18,Klein Collins,Spring,TX,Texas A&M
Bani Gbadyu,OLB,6-1,205,4,0.9352,143,,6,6,Quince Orchard,Gaithersburg,MD,Penn State
Kevin Collier,RB,5-10,185,4,0.9347,144,,24,2,Churchville-chili Senior,Churchville,NY,Pittsburgh
Markeith Summers,WR,6-3,190,4,0.9345,145,,19,4,Olive Branch,Olive Branch,MS,Ole Miss
Tony Wilson,WR,5-11,170,4,0.9345,146,,20,23,Mainland,Daytona Beach,FL,Georgia
Clarence Bailey,OT,6-6,308,4,0.9333,147,,12,5,Trenton Central,Trenton,NJ,South Carolina
Chykie Brown,CB,6-1,175,4,0.9329,148,,15,19,North Shore,Houston,TX,Texas
Justin Woodall,S,6-3,200,4,0.9328,149,,9,5,Lafayette,Oxford,MS,Alabama
Lance Kendricks,WR,6-4,210,4,0.9323,150,,21,1,King,Milwaukee,WI,Wisconsin
Vondrell McGee,RB,5-10,190,4,0.9321,151,,25,20,Longview,Longview,TX,Texas
Jonathan Nelson,CB,6-0,180,4,0.9318,152,,16,21,Mansfield Summit,Arlington,TX,Oklahoma
Richard Jackson,WR,6-3,195,4,0.9316,153,,22,24,East Ridge,Clermont,FL,Notre Dame
Riley Cooper,ATH,6-4,210,4,0.9303,154,,6,25,Clearwater Central Catholic,Clearwater,FL,Florida
Prince Miller,CB,5-9,185,4,0.9298,155,,17,4,Byrnes,Duncan,SC,Georgia
Kevin Riley,PRO,6-1,192,4,0.9297,156,,8,1,Beaverton,Beaverton,OR,California
Chris James,WR,6-0,180,4,0.9291,157,,23,4,Morgan Park,Chicago,IL,Illinois
Jared Norton,ILB,6-3,232,4,0.9290,158,,10,22,Rowlett,Rowlett,TX,Texas
Tervaris Johnson,S,6-3,210,4,0.9290,159,,10,26,Monsignor Pace,Opa Locka,FL,Miami
Chasman Davis,OLB,6-0,210,4,0.9286,160,,7,27,St. Lucie West Centennial,Port St. Lucie,FL,Mississippi State
Jonathan Massey,TE,6-2,245,4,0.9284,161,,9,6,Gautier,Gautier,MS,Vanderbilt
Aleric Mullins,DT,6-1,170,4,0.9282,162,,10,4,East Wake Integ Tech,Wendell,NC,North Carolina
Brandon King,FB,6-2,240,4,0.9281,163,,1,11,Central Bucks West,Doylestown,PA,Duke
Elijah Fields,S,6-2,200,4,0.9276,164,,11,12,Vincentian Academy/duquesne Univ,Pittsburgh,PA,Pittsburgh
Cameron Elisara,DT,6-2,275,4,0.9273,165,,11,4,Ferris,Spokane,WA,Washington
Luke Schmidt,FB,6-3,230,4,0.9270,166,,2,2,Jasper,Jasper,IN,Notre Dame
Anthony Lewis,OLB,6-2,220,4,0.9267,167,,8,23,Haltom,Fort Worth,TX,Texas A&M
Mario Fannin,ATH,5-11,210,4,0.9264,168,,7,11,Lovejoy,Hampton,GA,Auburn
Lamarr Houston,SDE,6-3,257,4,0.9263,169,,9,2,Doherty,Colorado Springs,CO,Texas
Perrish Cox,CB,6-0,175,4,0.9257,170,,18,24,Waco University,Waco,TX,Oklahoma State
Drew Gloster,ATH,6-3,225,4,0.9256,171,,8,7,Our Lady of Good Counsel,Olney,MD,Maryland
Kordell Young,APB,5-8,177,4,0.9252,172,,1,6,West Deptford,Westville,NJ,Rutgers
Greg Mathews,WR,6-2,190,4,0.9249,173,,24,28,Edgewater,Orlando,FL,Michigan
Darryl Gamble,OLB,6-2,250,4,0.9248,174,,9,12,Bainbridge,Bainbridge,GA,Georgia
Stevie Brown,S,6-0,200,4,0.9242,175,,12,3,Columbus East,Columbus,IN,Michigan
Derrick Odom,OLB,6-2,205,4,0.9237,176,,10,7,Callaway,Jackson,MS,LSU
Ben Alexander,DT,6-0,285,4,0.9233,177,,12,5,T.L. Hanna,Anderson,SC,Texas
Clifton Geathers,OT,6-7,280,4,0.9225,178,,13,6,Carvers Bay,Hemingway,SC,Georgia
Richard Gordon,TE,6-4,242,4,0.9222,179,,10,29,Miami Norland,Miami,FL,Miami
Ross Homan,OLB,6-0,227,4,0.9222,180,,11,10,Coldwater,Coldwater,OH,Ohio State
Vincent Joseph,CB,5-9,185,4,0.9222,181,,19,18,Long Beach Poly,Long Beach,CA,USC
Brandon Minor,FB,6-0,213,4,0.9216,182,,3,6,Varina,Richmond,VA,Michigan
A.J. Jones,ILB,6-1,226,4,0.9207,183,,11,30,Middleton,Tampa,FL,Florida
D'Vontrey Richardson,ATH,6-1,200,4,0.9206,184,,9,13,Lee County,Leesburg,GA,Florida State
Mike McCoy,WR,6-3,200,4,0.9202,185,,25,8,Northwest Rankin,Brandon,MS,Alabama
Montre Webber,WR,6-3,191,4,0.9198,186,,26,25,Hearne,Hearne,TX,Texas
Anthony McCoy,TE,6-4,240,4,0.9198,187,,11,19,Bullard,Fresno,CA,USC
Terry Grant,RB,5-10,185,4,0.9194,188,,26,9,Lumberton,Lumberton,MS,Alabama
Chris Smelley,PRO,6-3,213,4,0.9193,189,,9,7,American Christian,Tuscaloosa,AL,South Carolina
Aram Olson,FB,6-1,240,4,0.9187,190,,4,7,Irmo,Columbia,SC,Ohio State
Cory Brandon,OT,6-6,265,4,0.9186,191,,14,26,Corsicana,Corsicana,TX,Oklahoma
Chris Guarnero,OG,6-3,258,4,0.9185,192,,9,3,Mullen,Denver,CO,California
Michael Goggans,TE,6-2,247,4,0.9166,193,,12,8,Benjamin Russell,Alexander City,AL,Auburn
Toryan Smith,ILB,6-0,230,4,0.9160,194,,12,14,Rome,Rome,GA,Notre Dame
Terrell Zachery,WR,6-1,210,4,0.9159,195,,27,9,Wadley,Wadley,AL,Auburn
Corey Hobbs,DT,6-3,310,4,0.9157,196,,13,31,Oviedo,Oviedo,FL,Florida
James Montgomery,RB,5-9,181,4,0.9153,197,,27,20,Cordova,Rancho Cordova,CA,California
Tracy Slocum,RB,5-10,195,4,0.9149,198,,28,21,Clovis East,Clovis,CA,California
Dan Wenger,OC,6-4,298,4,0.9147,199,,2,32,St. Thomas Aquinas,Fort Lauderdale,FL,Notre Dame
Curtis Bailey,OT,6-7,340,4,0.9144,200,,15,27,Dallas Carter,Dallas,TX,Oklahoma
Andy Keane,DT,6-2,275,4,0.9143,201,,14,22,Palm Springs,Palm Springs,CA,UCLA
Jordon McMichael,TE,6-6,230,4,0.9143,202,,13,2,Breck School,Minneapolis,MN,Boston College
Jarrell Miller,ILB,6-3,235,4,0.9142,203,,13,7,Highland Springs,Highland Springs,VA,North Carolina
Garrett Anderson,OG,6-4,270,4,0.9140,204,,10,8,Dutch Fork,Irmo,SC,South Carolina
Tyler Lyon,PRO,6-5,215,4,0.9140,205,,10,23,William S. Hart Senior,Newhall,CA,Arizona
Jake Ballard,TE,6-6,250,4,0.9135,206,,14,11,Springboro,Springboro,OH,Ohio State
Chris Stewart,OG,6-5,351,4,0.9134,207,,11,28,Klein,Spring,TX,Notre Dame
Phil Taylor,DT,6-3,346,4,0.9133,208,,15,8,Gwynn Park,Brandywine,MD,Penn State
Ian Symonette,OT,6-9,320,4,0.9133,209,,16,29,St. Pius X,Houston,TX,Miami
Micah Kia,OT,6-5,295,4,0.9131,210,,17,1,Mililani,Mililani,HI,UCLA
Jovon Hayes,OG,6-2,320,4,0.9130,211,,12,24,Dorsey,Los Angeles,CA,Arizona
Lou Eliades,OT,6-4,310,4,0.9128,212,,18,7,Ocean Township,Oakhurst,NJ,Penn State
Ugo Chinasa,WDE,6-5,220,4,0.9120,213,,4,30,Richardson Berkner,Richardson,TX,Oklahoma State
Aundre Henderson,DT,6-3,289,4,0.9117,214,,16,2,DuPont Manual,Louisville,KY,Louisville
Adrian Clayborn,SDE,6-3,247,4,0.9112,215,,10,2,Webster Groves,St. Louis,MO,Iowa
Craig Stevens,OLB,6-3,210,4,0.9112,215,,12,33,Tallahassee Lincoln,Tallahassee,FL,Auburn
Chris Slaughter,WR,6-3,170,4,0.9108,217,,28,15,Peach County,Fort Valley,GA,Auburn
Jermaine Williams,SDE,6-4,255,4,0.9104,218,,11,1,Maryvale,Phoenix,AZ,Arizona State
Zack Heberer,OG,6-4,269,4,0.9103,219,,13,25,San Pedro,San Pedro,CA,USC
Eric Olsen,OT,6-5,300,4,0.9094,220,,19,3,Poly Prep,Brooklyn,NY,Notre Dame
Josh Holmes,DT,6-0,260,4,0.9092,221,,17,26,Point Loma,San Diego,CA,Miami
Leslie Stirrups,DT,6-2,274,4,0.9078,222,,18,34,Hillsborough,Tampa,FL,South Florida
Bryan Wright,K,6-2,205,4,0.9075,223,,1,12,Salem,Salem,OH,Michigan
Tom McEowen,DT,6-4,279,4,0.9073,224,,19,13,Neshaminy,Langhorne,PA,Penn State
Earl Alexander,WR,6-4,200,4,0.9072,225,,29,10,Central Phenix City,Phenix City,AL,Alabama
Akeem Dent,ILB,6-2,233,4,0.9068,226,,14,16,Douglass,Atlanta,GA,Georgia
Zhamal Thomas,OG,6-4,335,4,0.9065,227,,14,7,New Iberia,New Iberia,LA,LSU
Matt Allen,OG,6-2,295,4,0.9053,228,,15,31,Klein Collins,Spring,TX,LSU
Malcolm Williams,S,5-10,172,4,0.9050,229,,13,32,South Grand Prairie,Grand Prairie,TX,Oklahoma
David Ross,OG,6-3,302,4,0.9049,230,,16,11,Homewood,Birmingham,AL,Alabama
Anthony Leon,S,6-3,210,4,0.9048,231,,14,35,Gulliver Prep,Miami,FL,Florida State
Alex Stadler,OT,6-6,300,4,0.9048,231,,20,8,Liberty,Bealeton,VA,Alabama
Jason Adjepong,SDE,6-3,248,4,0.9048,233,,12,8,Carteret,Carteret,NJ,Virginia Tech
Reggie Odom,DT,6-0,290,4,0.9041,234,,20,36,DeLand,DeLand,FL,Mississippi State
Michael Crabtree,WR,6-2,210,4,0.9040,235,,30,33,Dallas Carter,Dallas,TX,Texas Tech
Shomari Clemons,S,6-1,208,4,0.9038,236,,15,8,West Monroe,West Monroe,LA,LSU
Marcus Tillman,SDE,6-4,250,4,0.9034,237,,13,10,Franklin,Meadville,MS,Ole Miss
London Crawford,WR,6-3,200,4,0.9033,238,,31,12,WP Davidson,Mobile,AL,Arkansas
Josh Adams,APB,5-11,175,4,0.9032,239,,2,5,Cary,Cary,NC,Wake Forest
Jonathan Cornell,OLB,6-2,210,4,0.9031,240,,13,27,Bishop Amat,La Puente,CA,Ole Miss
Mike Berry,OG,6-4,296,4,0.9026,241,,17,3,Brentwood Academy,Brentwood,TN,Auburn
Alex Cate,PRO,6-1,200,4,0.9024,242,,11,1,Cottonwood,Salt Lake City,UT,Oklahoma State
O.C. Wardlow,ATH,5-11,180,4,0.9024,243,,10,6,Winston-Salem Prep,Winston Salem,NC,Virginia
Jamaal Evans,APB,5-8,185,4,0.9020,244,,3,34,Irving,Irving,TX,Georgia Tech
John Malecki,DT,6-3,275,4,0.9019,245,,21,14,Franklin Regional,Murrysville,PA,Pittsburgh
Cobrani Mixon,ILB,6-2,220,4,0.9018,246,,15,13,Colerain,Cincinnati,OH,Michigan
Aaron Maybin,WDE,6-3,211,4,0.9016,247,,5,9,Mount Hebron,Ellicott City,MD,Penn State
Jason Kates,DT,6-2,324,4,0.9015,248,,22,15,Bishop McDevitt,Harrisburg,PA,Michigan
Jake Dean,OG,6-4,261,4,0.9012,249,,18,28,Paraclete,Lancaster,CA,UCLA
Da'Rel Scott,ATH,6-0,185,4,0.9008,250,,11,16,Plymouth-Whitemarsh,Plymouth Meeting,PA,Maryland
Lance Smith,RB,5-10,190,4,0.9004,251,,29,14,Howland,Warren,OH,Wisconsin
Alex Parsons,DT,6-4,260,4,0.9004,252,,23,29,Woodbridge,Irvine,CA,USC
Robert Joseph,S,6-2,180,4,0.9003,253,,16,35,Port Arthur Memorial,Port Arthur,TX,Texas
Aaron Straiten,WR,6-3,205,4,0.9000,254,,32,30,San Francisco University,San Francisco,CA,UNLV
Richard Lapham,OT,6-8,315,4,0.9000,254,,21,1,Souhegan Coop,Amherst,NH,Boston College
Kenny Britt,WR,6-3,215,4,0.9000,254,,32,9,Bayonne,Bayonne,NJ,Rutgers
Jeff Otah,OT,6-7,340,4,0.9000,254,,21,17,,,,Pittsburgh
Andrew Quarless,TE,6-4,222,4,0.9000,254,,15,9,Westfield,Chantilly,VA,Penn State
Crezdon Butler,CB,6-0,180,4,0.8997,259,,20,7,Asheville,Asheville,NC,Clemson
Marquis Johnson,CB,6-1,180,4,0.8995,260,,21,37,Booker,Sarasota,FL,Alabama
Leonard Hewitt,S,5-10,175,4,0.8986,261,,17,36,Lufkin,Lufkin,TX,Texas Tech
Travis Goethel,ILB,6-3,218,4,0.8980,262,,16,31,Vista,Vista,CA,Arizona State
Jake Bscherer,OT,6-7,270,4,0.8978,263,,23,2,Sturgeon Bay,Sturgeon Bay,WI,Wisconsin
Navorro Bowman,ILB,6-0,218,4,0.8976,264,,17,10,Suitland,District Heights,MD,Penn State
