Player,Position,Height,Weight,Stars,Rating,CompositeRank,247Rank,PositionRank,StateRank,HighSchool,City,State,CommittedTo
Ricky Jeune,WR,6-2,190,3,0.8639,597,,81,21,St. Joseph Regional,Montvale,NJ,Georgia Tech
Jojo Kemp,APB,5-10,190,3,0.8639,597,,15,88,DeLand,DeLand,FL,Kentucky
George Williams,ILB,5-10.5,220,3,0.8639,597,,40,88,Hialeah,Hialeah,FL,Louisiana
Jojo Kemp,APB,5-10,190,3,0.8639,597,,15,88,DeLand,DeLand,FL,Kentucky
Eddie Printz,PRO,6-4,200,3,0.8636,603,,29,57,Lassiter,Marietta,GA,Missouri
Jabo Lee,APB,5-8.5,172,3,0.8636,603,,16,10,Dillon,Dillon,SC,Temple
George Baltimore,S,5-10,188,3,0.8636,603,,42,87,Mansfield,Mansfield,TX,TCU
Juwaan Williams,WR,6-0,181,3,0.8636,603,,82,57,Tucker,Tucker,GA,Oregon
Darrius Sims,CB,5-10,175,3,0.8636,603,,48,14,Whitehaven,Memphis,TN,Vanderbilt
Baylen Brown,OG,6-4,280,3,0.8636,603,,35,87,San Antonio O'Connor,Helotes,TX,Texas Tech
Janarion Grant,ATH,6-0,180,3,0.8636,603,,40,90,Pasco,Dade City,FL,Rutgers
R.J. Shelton,APB,5-11,187,3,0.8636,603,,16,5,Beaver Dam,Beaver Dam,WI,Michigan State
Khalid Thomas,APB,5-9,170,3,0.8636,603,,16,90,Amos P. Godby,Tallahassee,FL,Kentucky
Jonathan Wynn,WDE,6-4,217,3,0.8636,603,,26,57,Stephenson,Stone Mountain,GA,Vanderbilt
Julius Wilson,WR,6-0,175,3,0.8636,603,,82,65,Culver City,Culver City,CA,San Diego State
K.J. Young,WR,6-0,180,3,0.8633,614,,84,66,Citrus Hill,Perris,CA,Oklahoma
B.J. Hammond,WR,6-4,210,3,0.8631,615,,85,20,Gadsden City,Gadsden,AL,Mississippi State
David Prince,ATH,6-0,175,3,0.8631,615,,41,19,Patrick Henry,Roanoke,VA,Virginia Tech
Nick Internicola,OLB,6-4,220,3,0.8631,615,,46,92,University School,Fort Lauderdale,FL,Rutgers
Donnie Miles,S,5-11,205,3,0.8631,615,,43,60,North Gwinnett,Suwanee,GA,North Carolina
Oren Burks,OLB,6-4,195,3,0.8631,615,,46,19,South County,Lorton,VA,Vanderbilt
Keishawn Bierria,OLB,6-2,210,3,0.8631,615,,46,67,Narbonne,Harbor City,CA,Washington
Ryan Finley,PRO,6-4,185,3,0.8631,615,,30,10,Aaec Paradise Valley,Phoenix,AZ,Boise State
Tyler Tezeno,OG,6-2.5,285,3,0.8631,615,,36,89,Klein Collins,Spring,TX,West Virginia
Jamel James,RB,5-11,215,3,0.8629,623,,38,90,Katy Cinco Ranch,Katy,TX,Texas State
Berkley Edwards,APB,5-9.5,185,3,0.8628,624,,19,12,Chelsea,Chelsea,MI,Minnesota
Charlie Reid,TE,6-3,225,3,0.8628,624,,23,91,All Saints Episcopal,Fort Worth,TX,TCU
Thomas Oser,OC,6-4,275,3,0.8628,624,,11,68,Harvard Westlake,Studio City,CA,Stanford
Demetrius Cooper,WDE,6-6,225,3,0.8628,624,,27,16,Julian,Chicago,IL,Michigan State
Chris Laviano,PRO,6-2,200,3,0.8628,628,,31,3,Holy Trinity Diocesan,Hicksville,NY,Rutgers
Khari Harding,S,6-1,205,3,0.8625,629,,44,5,Santa Fe,Edmond,OK,Auburn
Darron Lee,ATH,6-3,205,3,0.8625,629,,42,35,New Albany,New Albany,OH,Ohio State
John O'Korn,PRO,6-3,210,3,0.8622,631,,32,93,St. Thomas Aquinas,Fort Lauderdale,FL,Houston
Maurice Swain Jr.,OT,6-5,290,3,0.8622,631,,49,61,Troup County,LaGrange,GA,Indiana
Nigel Harris,OLB,6-2,200,3,0.8622,631,,49,93,Hillsborough,Tampa,FL,South Florida
Ali Groves,S,5-11,177,3,0.8622,631,,45,61,Stephenson,Stone Mountain,GA,South Carolina
Dominique Threatt,DT,6-2,293,3,0.8622,631,,40,61,Tri-Cities,Atlanta,GA,South Florida
Tracy Sprinkle,SDE,6-4,250,3,0.8622,631,,31,36,Elyria,Elyria,OH,Ohio State
Tanner Vallejo,OLB,6-3,225,3,0.8622,631,,49,69,Nevada Union,Grass Valley,CA,Boise State
DeShawn Coleman,RB,6-0,170,3,0.8622,631,,39,14,Hickory,Hermitage,PA,West Virginia
Tyrell Johnson,ATH,5-8,165,3,0.8622,631,,43,93,Island Coast,Cape Coral,FL,Arizona
Anthony Sherrils,ATH,6-0,175,3,0.8622,631,,43,10,Hogan Preparatory Academy,Kansas City,MO,Missouri
Johnny Ragin III,OLB,6-2,208,3,0.8622,631,,49,4,Wilsonville,Wilsonville,OR,California
Maurice Chandler,CB,6-0,180,3,0.8622,631,,49,6,Lawton,Lawton,OK,
Vita Vea,DT,6-5,270,3,0.8621,643,,41,70,Milpitas,Milpitas,CA,
Brad Henson,OG,6-5,290,3,0.8619,644,,37,22,Donovan Catholic,Toms River,NJ,North Carolina
Darius Curry,S,6-0,185,3,0.8619,644,,46,64,Flowery Branch,Flowery Branch,GA,Oklahoma State
Chunky Clements,SDE,6-6,255,3,0.8619,644,,32,37,Trotwood-Madison,Dayton,OH,Illinois
Jordan Fieulleteau,WR,6-3,200,3,0.8618,647,,86,23,Wakefield,Raleigh,NC,North Carolina
Timothy Gardner,OT,6-5,310,3,0.8617,648,,50,10,Lawrence Central,Indianapolis,IN,Ohio State
Joshua Outlaw,OG,6-4,268,3,0.8614,649,,38,65,Martin Luther King Jr.,Lithonia,GA,Texas Tech
Sam Tevi,SDE,6-6,268,3,0.8614,649,,33,92,Trinity,Euless,TX,Utah
Joshua Outlaw,OG,6-4,268,3,0.8614,649,,38,65,Martin Luther King Jr.,Lithonia,GA,Texas Tech
Matt Romar,DT,6-3,276,3,0.8614,649,,42,92,Port Arthur Memorial,Port Arthur,TX,Oklahoma
Ryan Hoefeld,OC,6-3,278,3,0.8614,649,,12,26,Brother Martin,New Orleans,LA,Florida State
Sam Tevi,SDE,6-6,268,3,0.8614,649,,33,92,Trinity,Euless,TX,Utah
Victor Egu,ILB,6-3,220,3,0.8614,649,,41,71,De La Salle,Concord,CA,Yale
Lorenzo Woodley,RB,6-0,200,3,0.8611,656,,40,96,Miami Columbus,Miami,FL,UMass
Scott Orndoff,TE,6-5,240,3,0.8611,656,,24,15,Seton LaSalle,Pittsburgh,PA,Pittsburgh
Walker Jones,ILB,6-3,238,3,0.8611,656,,42,16,Evangelical Christian,Germantown,TN,Alabama
Reggie Spearman,OLB,6-3,225,3,0.8611,656,,52,17,Simeon,Chicago,IL,Iowa
Khris Francis,APB,5-9,192,3,0.8608,660,,20,24,Hillside,Durham,NC,North Carolina
Korrin Wiggins,S,6-1,190,3,0.8608,660,,47,24,Hillside,Durham,NC,Clemson
Khalid Hill,TE,6-2,235,3,0.8606,662,,25,13,Crockett,Detroit,MI,Michigan
Sean Welsh,OG,6-3,275,3,0.8606,662,,39,38,Springboro,Springboro,OH,Iowa
Keith Kelsey,OLB,6-2,216,3,0.8606,662,,53,97,Gainesville,Gainesville,FL,Louisville
Kyle Shortridge,DT,6-2,270,3,0.8606,662,,43,97,Seminole Ridge,Loxahatchee,FL,Louisville
David Moffitt,OLB,6-2,205,3,0.8606,662,,53,72,De La Salle,Concord,CA,UNLV
Jonathan Walton,ILB,6-1,227,3,0.8603,667,,43,22,Bayside Academy,Daphne,AL,South Carolina
Malik Rucker,CB,6-0,175,3,0.8603,667,,50,2,Robbinsdale Cooper,Minneapolis,MN,Iowa
Corey Smith,WDE,6-7,245,3,0.8603,667,,28,27,O. Perry Walker,New Orleans,LA,Arizona State
Romelius Rhone,OG,6-4,270,3,0.8600,670,,40,94,Fort Bend Bush,Richmond,TX,
D'Andre Wilson,CB,5-9,175,3,0.8600,670,,51,11,Myrtle Beach,Myrtle Beach,SC,Marshall
Jaylen Avent,S,5-8,185,3,0.8600,670,,48,21,Woodbridge,Woodbridge,VA,
Brian Bridgewater,TE,6-5,215,3,0.8600,670,,26,28,Scotlandville Magnet,Baton Rouge,LA,
James Bodanis,DT,6-6,303,3,0.8600,670,,44,39,Toronto,Toronto,ON,Michigan State
Davon West,OLB,6-3,205,3,0.8600,670,,55,94,Clear Brook,Friendswood,TX,
Rennie Childs,RB,5-10,185,3,0.8600,676,,41,96,Cy Ridge,Houston,TX,Oklahoma State
Devante Covington,WDE,6-3,210,3,0.8600,676,,29,26,Richmond,Rockingham,NC,South Carolina
Deondre Skinner,TE,6-4,225,3,0.8597,678,,27,29,Patterson,Patterson,LA,Houston
Jamar Gibson,WR,6-2,190,3,0.8597,678,,89,97,Baytown Sterling,Baytown,TX,
Jaylen Miller,SDE,6-2,260,3,0.8597,678,,34,12,Gaffney,Gaffney,SC,Tennessee
Shelby Christy,WR,6-3,190,3,0.8597,678,,89,29,Dutchtown,Geismar,LA,Mississippi State
Zachary Crabtree,OT,6-7,260,3,0.8597,678,,51,97,Mansfield,Mansfield,TX,Oklahoma State
Seyvon Lowry,WDE,6-3,228,3,0.8597,678,,30,99,First Coast,Jacksonville,FL,UCF
Dalton Rodriguez,SDE,6-6,259,3,0.8597,678,,34,7,Tulsa Union,Tulsa,OK,Tulsa
Gus Edwards,RB,6-0,215,3,0.8597,678,,42,4,Tottenville,Staten Island,NY,Miami
Jayme Otomewo,S,6-2,185,3,0.8597,678,,49,73,Dorsey,Los Angeles,CA,Arizona State
Cethan Carter,TE,6-4,240,3,0.8597,678,,27,29,Archbishop Rummel,Metairie,LA,Nebraska
Gerald Holmes,RB,6-1,209,3,0.8594,688,,43,14,Carman-Ainsworth,Flint,MI,Michigan State
Andre Levrone,WR,6-2,193,3,0.8594,688,,91,15,Our Lady of Good Counsel,Olney,MD,Virginia
Sadiq Olanrewaju,OT,6-6,280,3,0.8594,688,,52,3,Salisbury School,Salisbury,CT,Virginia
Nate Andrews,CB,6-0,193,3,0.8589,691,,52,23,Fairhope,Fairhope,AL,Florida State
Lucas Crowley,OG,6-3,280,3,0.8589,691,,41,100,Nease,Ponte Vedra Beach,FL,North Carolina
Malik Greaves,S,6-3,200,3,0.8589,691,,50,100,Sandalwood,Jacksonville,FL,West Virginia
Donel Elam,OLB,6-1,200,3,0.8589,691,,56,100,Fleming Island,Orange Park,FL,Louisville
Dre'Vian Young,RB,5-10,180,3,0.8589,691,,44,99,Aldine Nimitz,Houston,TX,Utah
Charles Okonkwo,CB,6-1,175,3,0.8589,691,,52,74,Summit,Fontana,CA,Oregon State
Harneet Gill,OT,6-7,270,3,0.8589,691,,53,11,Francis Howell,St. Charles,MO,Missouri
Joseph Glenn,RB,5-10,192,3,0.8589,691,,44,99,Giddings,Giddings,TX,Houston
Luke Del Rio,PRO,6-1,205,3,0.8589,691,,33,4,Valor Christian,Littleton,CO,Alabama
Shedrick Williams,ATH,5-11,180,3,0.8586,700,,45,103,Madison County,Madison,FL,
Shedrick Williams,ATH,5-11,180,3,0.8586,700,,45,103,Madison County,Madison,FL,
Tatum Taylor,ATH,5-10,160,3,0.8586,700,,45,6,O'Dea,Seattle,WA,Arizona State
Kyle Fulks,WR,5-9,170,3,0.8583,703,,93,101,Katy,Katy,TX,Baylor
Laray Smith,APB,6-1,180,3,0.8583,703,,21,5,Xaverian,Brooklyn,NY,Indiana
Jay Ellison,DT,6-2,285,3,0.8581,705,,45,66,Harris County,Hamilton,GA,
Christopher Robinson,DT,6-2,265,3,0.8581,706,,46,32,Woodlawn,Shreveport,LA,Southern Miss
K.J. Smith,SDE,6-2,245,3,0.8581,706,,36,102,Frisco Centennial,Frisco,TX,Baylor
Trevorris Johnson,RB,5-11,202,3,0.8581,706,,46,102,Alief Taylor,Houston,TX,TCU
Paris Bostick,S,6-0.5,217,3,0.8581,706,,51,104,Plant,Tampa,FL,Georgia
Micah Reed,RB,5-11,190,3,0.8581,706,,46,104,Crestview,Crestview,FL,UCF
Zelt Minor,DT,6-3,260,3,0.8581,706,,46,102,Houston Lamar,Houston,TX,SMU
Daryl Chestnut,APB,5-9,190,3,0.8578,712,,22,106,Miami Columbus,Miami,FL,Indiana
Deric Robertson,S,6-1,194,3,0.8578,712,,52,105,Killeen,Killeen,TX,Oklahoma State
Keyante Green,RB,5-9,190,3,0.8576,714,,48,67,Eagle's Landing Christian,McDonough,GA,Purdue
Talon Shumway,WR,6-3,200,3,0.8575,715,,94,5,Lone Peak,American Fork,UT,BYU
Samajie Grant,WR,5-10,170,3,0.8572,716,,95,76,Colony,Ontario,CA,Arizona
Jasper Sasser,ATH,6-2,185,3,0.8572,717,,47,107,Samuel W. Wolfson,Jacksonville,FL,South Carolina
Keeon Johnson,WR,6-3,200,3,0.8572,717,,96,27,A.L. Brown,Kannapolis,NC,Virginia
Brandon Bell,ILB,6-2,215,3,0.8572,717,,44,23,Oakcrest,Mays Landing,NJ,Penn State
Troy McCollum,CB,6-1,170,3,0.8572,717,,54,107,North Miami,Miami,FL,Louisiana
Brandon Hines,ATH,6-2,180,3,0.8572,717,,47,106,Kimball,Dallas,TX,New Mexico State
Jacob Hyde,DT,6-3,315,3,0.8572,717,,48,7,Clay County,Manchester,KY,Kentucky
Sam Coverdale,OT,6-7,275,3,0.8572,717,,54,40,Kenston,Chagrin Falls,OH,Northwestern
Brandon Wells,ATH,6-2,175,3,0.8572,717,,47,8,Bogue Chitto School,Bogue Chitto,MS,Mississippi State
Mike Tyler,WDE,6-5,225,3,0.8572,717,,31,40,Brecksville-Broadview Heights,Broadview Heights,OH,Stanford
Maverick Morris,OG,6-4,280,3,0.8572,717,,42,68,Coffee,Douglas,GA,Clemson
Chris Thompson,WR,5-11.5,165,3,0.8572,717,,96,107,Gainesville,Gainesville,FL,Florida
Sean Paul,CB,6-0,180,3,0.8572,717,,54,107,Vero Beach,Vero Beach,FL,NC State
Marcus Loud,SDE,6-4,230,3,0.8570,729,,37,107,Wheatley,Houston,TX,Missouri
Kenton Gibbs,DT,6-3,290,3,0.8569,730,,49,15,Cass Technical,Detroit,MI,NC State
Tylar Reagan,OG,6-5,280,3,0.8569,730,,43,111,Bartram Trail,Jacksonville,FL,NC State
Donte Wilkins,DT,6-2,305,3,0.8567,732,,50,22,Potomac,Dumfries,VA,Virginia
Chuck Clark,CB,5-11.5,183,3,0.8567,732,,56,22,King's Fork,Suffolk,VA,Virginia Tech
Kendal Keys,WR,6-2,190,3,0.8567,732,,98,77,Helix,La Mesa,CA,UNLV
Peyton Pelluer,ILB,6-2,223,3,0.8567,732,,45,7,Skyline,Sammamish,WA,Washington State
Andrew Motuapuaka,OLB,5-11,195,3,0.8564,736,,57,24,Salem,Virginia Beach,VA,Virginia Tech
Dalyn Dawkins,RB,5-9,180,3,0.8564,736,,49,8,Trinity,Louisville,KY,Purdue
Evrett Edwards,CB,6-0,170,3,0.8564,736,,57,24,Woodbridge,Woodbridge,VA,Duke
Damion Hobbs,ATH,6-2,200,3,0.8564,736,,50,108,Cedar Hill,Cedar Hill,TX,Oregon
Monty Nelson,DT,6-2,310,3,0.8564,736,,51,112,Plantation,Fort Lauderdale,FL,NC State
Dominic McDonald,OLB,6-2,242,3,0.8564,736,,57,112,Lake Brantley,Altamonte Springs,FL,Duke
Shamar Johnson,OT,6-6,270,3,0.8564,736,,55,112,Pine Forest,Pensacola,FL,
Nate Gerry,ATH,6-2,206,3,0.8561,743,,51,1,Washington,Sioux Falls,SD,Nebraska
George Adeosun,OT,6-6,296,3,0.8561,743,,56,69,Alpharetta,Alpharetta,GA,Virginia
Corey Cooper,WR,6-1,190,3,0.8558,745,,99,28,Millbrook,Raleigh,NC,Syracuse
Hodari Christian,OLB,6-1,195,3,0.8558,745,,59,16,McKeesport,McKeesport,PA,West Virginia
Jaleel Hytchye,CB,5-11,170,3,0.8558,745,,58,42,LaSalle,Cincinnati,OH,Kentucky
Jordan Villamin,WR,6-5,215,3,0.8558,745,,99,78,Etiwanda,Rancho Cucamonga,CA,Oregon State
Dwayne Johnson,OT,6-6,275,3,0.8558,745,,57,109,Bellaire,Bellaire,TX,Nebraska
Josh Mercer,APB,5-11,185,3,0.8556,750,,23,70,South Effingham,Guyton,GA,NC State
Zach Bradshaw,ATH,6-3,210,3,0.8556,750,,52,16,Damascus,Damascus,MD,Virginia
Kevin Robbins,SDE,6-4,235,3,0.8556,750,,38,16,Bishop McNamara,District Heights,MD,Georgia Tech
Ja'Braylin Thomas,OT,6-7,310,3,0.8556,750,,58,110,Weimar,Weimar,TX,Houston
Matt Miller,SDE,6-5,250,3,0.8556,750,,38,43,St. John's Jesuit,Toledo,OH,Wisconsin
Justin Moody,DT,6-3,265,3,0.8556,750,,52,17,George Washington,Philadelphia,PA,Pittsburgh
Gabe Myles,CB,6-0,183,3,0.8556,750,,59,9,Starkville,Starkville,MS,Mississippi State
Brandon Arnold,S,6-1,195,3,0.8556,750,,53,79,Crespi,Encino,CA,Oregon State
Damon Mitchell,DUAL,6-2,190,3,0.8556,750,,21,24,Egg Harbor Township,Egg Harbor Township,NJ,Arkansas
Trevor Walker,S,6-1,185,3,0.8556,750,,53,110,Mansfield Timberview,Arlington,TX,Washington
Oge Udeogu,OG,6-5,325,3,0.8556,750,,44,18,St. Viator,Arlington Heights,IL,
Travis Johnson,SDE,6-3,230,3,0.8556,750,,38,70,Camden County,Kingsland,GA,
Dominique Alexander,WR,6-1,185,3,0.8553,762,,101,8,Booker T. Washington,Tulsa,OK,Oklahoma
Alfred Pullom,S,6-1,180,3,0.8553,762,,55,112,Cy Woods,Cypress,TX,Baylor
J.D. Hinnant,OT,6-5,260,3,0.8553,762,,59,80,Fountain Valley,Fountain Valley,CA,California
Zach Allen,DUAL,6-2,180,3,0.8553,762,,22,112,Temple,Temple,TX,TCU
Wendell Smallwood,APB,5-11,190,3,0.8553,762,,24,18,Eastern Christian,Bear,DE,West Virginia
Garrett Marino,SDE,6-2,250,3,0.8553,762,,41,80,Mission Viejo,Mission Viejo,CA,Arizona State
Keelon Brookins,CB,6-0,170,3,0.8550,768,,60,3,Tartan,Saint Paul,MN,Wisconsin
Austin Jupe,CB,6-2,190,3,0.8550,768,,60,114,East Central,San Antonio,TX,Baylor
Keenan Wise,DUAL,6-2,195,3,0.8550,768,,23,72,Locust Grove,Locust Grove,GA,
Brant Gressel,DT,6-2,279,3,0.8550,771,,53,44,Centerville,Dayton,OH,Iowa
Edward Tandy,OLB,6-2,220,3,0.8550,771,,60,82,Tustin,Tustin,CA,California
Brian Lemelle,WR,5-11,171,3,0.8547,773,,102,18,Bishop McDevitt,Harrisburg,PA,UConn
Dylan Wiesman,OG,6-3.5,313,3,0.8547,773,,45,45,Colerain,Cincinnati,OH,Tennessee
Anthony Walker,OLB,6-1,205,3,0.8547,773,,61,115,Monsignor Pace,Opa Locka,FL,Northwestern
Jadar Johnson,S,6-1,188,3,0.8547,773,,56,13,Orangeburg-Wilkinson,Orangeburg,SC,Clemson
Ryheem Lockley,ATH,6-4,210,3,0.8547,773,,53,26,Middlesex,Saluda,VA,Miami
Tshumbi Johnson,ATH,5-11,175,3,0.8547,773,,53,115,Immokalee,Immokalee,FL,Cincinnati
Chris Griffin,OT,6-6,275,3,0.8547,773,,60,115,Wakulla,Crawfordville,FL,Georgia Tech
Travon Blanchard,OLB,6-2,185,3,0.8547,773,,61,115,West Orange-Stark,Orange,TX,Baylor
Olito Thompson,RB,5-10,210,3,0.8547,773,,50,83,Concord,Concord,CA,Washington State
Solomon Warfield,S,6-0,185,3,0.8547,773,,56,45,St. Edward,Lorain,OH,Iowa
Jack Cottrell,OLB,6-4,220,3,0.8547,773,,61,4,Eden Prairie,Eden Prairie,MN,Boston College
Devin Ross,WR,5-10,175,3,0.8547,773,,102,83,Bishop Alemany,Mission Hills,CA,Colorado
Damien Haskins,RB,5-9,215,3,0.8547,773,,50,115,New Boston,New Boston,TX,Oregon State
Jack McDonald,OG,6-5,275,3,0.8547,773,,45,4,Boston College High,Boston,MA,Virginia
Rasheen Jones,OLB,6-3,230,3,0.8544,787,,64,47,Northwest,Cincinnati,OH,Cincinnati
T.J. Green,ATH,6-2,189,3,0.8544,787,,55,24,Sylacauga,Sylacauga,AL,Clemson
Marvin Gross,SDE,6-4,215,3,0.8542,789,,42,19,Dunbar,Baltimore,MD,West Virginia
Anthony Shegog,S,6-2,196,3,0.8542,789,,58,27,North Stafford,Stafford,VA,Virginia Tech
Brayden Scott,DUAL,6-2,200,3,0.8539,791,,24,9,Sequoyah,Tahlequah,OK,Memphis
Matthew Dayes,RB,5-9,195,3,0.8539,791,,52,118,Cypress Bay,Fort Lauderdale,FL,NC State
Kennard Swanson,FB,6-0,245,3,0.8539,791,,2,118,Lake Gibson,Lakeland,FL,South Florida
Bryson Henderson,SDE,6-4,245,3,0.8539,791,,43,117,Mansfield Summit,Arlington,TX,TCU
Lance Virgile,WDE,6-2,215,3,0.8539,791,,32,118,St. Thomas Aquinas,Fort Lauderdale,FL,Wake Forest
Keith Watkins,APB,6-0,180,3,0.8539,791,,25,48,Archbishop Moeller,Cincinnati,OH,Northwestern
Da'Mario Jones,WR,6-2,195,3,0.8539,791,,104,16,John Glenn,Skillman,NJ,Michigan
Brad North,OG,6-3,275,3,0.8539,791,,47,117,Allen,Allen,TX,Northwestern
Brandon Cox,DUAL,6-2,185,3,0.8536,799,,25,85,Pasadena,Pasadena,CA,Utah
Luke Maclean,OLB,6-4,235,3,0.8536,799,,65,17,Grand Blanc Community,Grand Blanc,MI,Pittsburgh
Tristan Mumford,ILB,6-1,220,3,0.8533,801,,46,29,Statesville,Statesville,NC,East Carolina
Johnny Mundt,TE,6-5,235,3,0.8533,801,,29,86,Central Catholic,Modesto,CA,Oregon
A.J. Branisel,TE,6-4,225,3,0.8531,803,,30,49,Notre Dame-Cathedral Latin School,Chardon,OH,Tennessee
Kendall Moore,OT,6-5,265,3,0.8531,803,,61,19,Simeon,Chicago,IL,Syracuse
Kyle Queiro,ATH,6-2,190,3,0.8531,803,,56,25,Bergen Catholic,Oradell,NJ,Northwestern
Shaan Washington,ATH,6-3,210,3,0.8531,803,,56,33,Alexandria,Alexandria,LA,Texas A&M
Greg Hart,TE,6-5,225,3,0.8531,803,,30,49,Archbishop Alter,Dayton,OH,Nebraska
Chavas Rawlins,DUAL,6-3,190,3,0.8531,803,,26,19,Monessen,Monessen,PA,West Virginia
Bryce Bobo,WR,6-2,180,3,0.8531,803,,105,87,Charter Oak,Covina,CA,Colorado
Jermel Walker,WR,6-0,165,3,0.8531,803,,105,87,Rancho Cucamonga,Rancho Cucamonga,CA,
Josh Jones,S,6-2,200,3,0.8528,811,,59,18,Walled Lake Western,Walled Lake,MI,NC State
Quincy Mauger,S,6-0,195,3,0.8528,811,,59,73,Kell,Marietta,GA,Georgia
Jeremi Hall,OT,6-4,330,3,0.8525,813,,62,74,Tri-Cities,Atlanta,GA,South Florida
Scott Austin,WR,6-4,180,3,0.8525,814,,107,10,Biloxi,Biloxi,MS,Louisiana
DeMarcus Ayers,WR,5-11,170,3,0.8525,814,,107,119,Lancaster,Lancaster,TX,Houston
Daquawn Brown,CB,5-11,185,3,0.8525,814,,62,89,Dorsey,Los Angeles,CA,Washington State
Kamani Thomas,RB,5-9,180,3,0.8522,817,,53,75,East Paulding,Dallas,GA,Middle Tennessee
Jalen McDaniel,WR,6-2,202,3,0.8522,817,,109,30,Jack Britt,Fayetteville,NC,
Reon Dawson,CB,6-2,175,3,0.8522,817,,63,51,Trotwood-Madison,Dayton,OH,Michigan
Cameron Fraser,OT,6-5,297,3,0.8522,817,,63,25,Central Phenix City,Phenix City,AL,Louisville
Ranthony Texada,CB,5-10,160,3,0.8522,817,,63,120,Frisco Centennial,Frisco,TX,TCU
Ray Ray Smith,OLB,6-3,200,3,0.8522,817,,66,25,Florence,Florence,AL,Ole Miss
Andre Patton,WR,6-4,200,3,0.8522,817,,109,1,St. Elizabeth,Wilmington,DE,Rutgers
Merrick Jackson,DT,6-2,310,3,0.8522,817,,54,20,Althoff Catholic,Belleville,IL,Illinois
Mohamed Camara,OLB,6-2,205,3,0.8522,817,,66,75,West Forsyth,Cumming,GA,South Carolina
Taurean Ferguson,CB,5-10,175,3,0.8522,817,,63,75,Jonesboro,Jonesboro,GA,Vanderbilt
Aregeros Turner,RB,5-10,170,3,0.8519,827,,54,52,Copley,Akron,OH,Northern Illinois
Kevin Gladney,WR,6-2,175,3,0.8519,827,,111,52,Firestone,Akron,OH,Nebraska
LaQuintas Wallace,RB,5-10,190,3,0.8517,829,,55,121,Tyler Lee,Tyler,TX,
Makail Grace,S,6-3,180,3,0.8517,829,,61,78,Wilcox County,Rochelle,GA,
Alex Gall,OT,6-5,295,3,0.8517,829,,64,54,Archbishop Moeller,Cincinnati,OH,Miami
Daryl Worley,S,6-1,180,3,0.8517,829,,61,20,William Penn Charter,Philadelphia,PA,West Virginia
Ernest Suttles,WDE,6-5,220,3,0.8517,829,,33,121,Gaither,Tampa,FL,Nebraska
Ellis Jefferson,WR,6-4,202,3,0.8514,834,,112,122,Denton Guyer,Denton,TX,Arizona State
Ruben Dunbar,WDE,6-3,250,3,0.8514,834,,34,21,Glenbard West,Glen Ellyn,IL,Northern Illinois
Montreal Jordan,CB,6-2,185,3,0.8514,834,,66,11,Philadelphia,Philadelphia,MS,Alcorn State
Uaea Masina,ILB,6-3,210,3,0.8514,834,,47,6,Brighton,Salt Lake City,UT,Utah
Rod Crayton,DT,6-1,310,3,0.8511,838,,55,27,Dadeville,Dadeville,AL,Southern Miss
Cody Hayes,OT,6-5,260,3,0.8511,838,,65,123,Eastern Hills,Fort Worth,TX,Texas Tech
De'Niro Laster,WR,6-3,210,3,0.8511,838,,113,55,Cleveland Heights,Cleveland,OH,Minnesota
Alex Montgomery,WR,6-2,190,3,0.8508,841,,114,122,Cypress Bay,Fort Lauderdale,FL,Kentucky
Deon Newsome,CB,6-0,175,3,0.8508,841,,67,28,Hampton,Hampton,VA,Virginia Tech
Tyler Cogswell,PRO,6-5,221,3,0.8506,843,,34,123,American Heritage,Fort Lauderdale,FL,Cincinnati
Jalen Stevens,WDE,6-3,215,3,0.8506,843,,35,14,Goose Creek,Goose Creek,SC,UConn
Marcus Robinson,OLB,6-3,210,3,0.8506,843,,68,17,Memphis East,Memphis,TN,Ole Miss
Dee Paul,ATH,5-11,160,3,0.8506,843,,58,124,Munday,Munday,TX,Texas Tech
Joseph Noteboom,SDE,6-5,260,3,0.8506,843,,44,124,Plano,Plano,TX,TCU
Terin Solomon,S,6-2,185,3,0.8503,848,,63,90,Murrieta Valley,Murrieta,CA,Oregon State
Max Staver,PRO,6-5,238,3,0.8502,849,,35,18,Brentwood Academy,Brentwood,TN,Florida
Treyon Garnett,S,6-1,180,3,0.8500,850,,64,124,Miami Beach Senior,Miami Beach,FL,Appalachian State
Treyon Garnett,S,6-1,180,3,0.8500,850,,64,124,Miami Beach Senior,Miami Beach,FL,Appalachian State
Nick Colvin,ATH,6-2,195,3,0.8500,850,,59,79,North Oconee,Bogart,GA,
Darryl Richardson,DUAL,6-5,230,3,0.8500,853,,27,125,Armwood,Seffner,FL,San Diego State
Quinten James,ILB,6-2,215,3,0.8500,853,,48,80,North Cobb,Kennesaw,GA,
Shakir Soto,WDE,6-4,255,3,0.8500,853,,36,21,G.A.R. Memorial,Wilkes Barre,PA,Pittsburgh
Caleb Tucker,OLB,6-1,215,3,0.8500,853,,69,34,Ouachita Parish,Monroe,LA,Houston
Taion Sells,S,5-11,175,3,0.8500,853,,65,127,MacArthur,Irving,TX,Baylor
Octavius Jackson,OG,6-4,280,3,0.8500,853,,48,80,Colquitt County,Moultrie,GA,Florida
Austin Davis,OC,6-4,290,3,0.8500,853,,13,127,Mansfield,Mansfield,TX,Duke
