Player,Position,Height,Weight,Stars,Rating,CompositeRank,247Rank,PositionRank,StateRank,HighSchool,City,State,CommittedTo
Marcedes Lewis,TE,6-6,233,5,0.9835,37,,1,6,Long Beach Poly,Long Beach,CA,UCLA
Lonnie Davis,SDE,6-4,255,5,0.9835,37,,1,8,Ed White,Jacksonville,FL,Florida State
Marvin Byrdsong,OLB,6-3,230,4,0.9829,40,,3,5,Longview,Longview,TX,Mississippi State
Kai Parham,WDE,6-4,230,4,0.9827,41,,3,4,Princess Anne,Virginia Beach,VA,Virginia
Gavin Dickey,DUAL,6-0,190,4,0.9821,42,,4,9,Tallahassee Lincoln,Tallahassee,FL,Florida
Rhema McKnight,WR,6-3,180,4,0.9819,43,,5,7,John F. Kennedy,La Palma,CA,Notre Dame
Richard Washington,WR,6-1,175,4,0.9819,43,,5,10,Fort Myers,Fort Myers,FL,NC State
Eric Winston,TE,6-7,255,4,0.9793,45,,2,6,Lee,Midland,TX,Miami
Parys Haralson,WDE,6-2,235,4,0.9791,46,,4,3,Madison Central,Madison,MS,Tennessee
Kyle Williams,OT,6-6,275,4,0.9791,46,,4,7,Highland Park,Dallas,TX,USC
DeShawn Wynn,RB,6-0,215,4,0.9789,48,,6,4,Reading Community,Cincinnati,OH,Florida
Jason Allen,ATH,6-2,200,4,0.9781,49,,4,2,Muscle Shoals,Muscle Shoals,AL,Tennessee
Marcus Jackson,WDE,6-3,235,4,0.9779,50,,5,3,Norcross,Norcross,GA,Georgia
Aaron Harris,ILB,6-0,230,4,0.9773,51,,3,8,North Mesquite,Mesquite,TX,Texas
Jason Carter,CB,6-0,230,4,0.9771,52,,2,2,Jenks,Jenks,OK,Oklahoma
Tamba Hali,SDE,6-4,255,4,0.9769,53,,2,1,Teaneck,Teaneck,NJ,Penn State
Derek Landri,DT,6-2,285,4,0.9769,53,,5,8,De La Salle,Concord,CA,Notre Dame
David Richard,RB,6-2,225,4,0.9767,55,,7,1,Hazelwood East,St. Louis,MO,Michigan State
Darnell Bing,S,6-2,205,4,0.9759,56,,3,9,Long Beach Poly,Long Beach,CA,USC
Jarrad Page,S,6-1,200,4,0.9757,57,,4,10,San Leandro,San Leandro,CA,UCLA
Edorian McCullough,CB,5-11,190,4,0.9757,57,,3,9,North Garland,Garland,TX,Texas
A.J. Nicholson,ILB,6-2,232,4,0.9753,59,,4,3,Mount Tabor,Winston Salem,NC,Florida State
Jonathan Mapu,SDE,6-3,265,4,0.9747,60,,3,1,Kahuku,Kahuku,HI,Tennessee
Kamerion Wimbley,WDE,6-4,225,4,0.9745,61,,6,1,Wichita Northwest,Wichita,KS,Florida State
Doug Datish,OT,6-5,285,4,0.9739,62,,5,5,Howland,Warren,OH,Ohio State
Manuel Wright,DT,6-6,310,4,0.9735,63,,6,11,Long Beach Poly,Long Beach,CA,USC
A.J. Davis,CB,6-0,177,4,0.9729,64,,4,4,Northern,Durham,NC,NC State
DaBryan Blanton,ATH,6-0,165,4,0.9723,65,,5,10,Forney,Forney,TX,Oklahoma
Chris Baker,WR,6-2,185,4,0.9717,66,,7,1,Osceola,Osceola,AR,Arkansas
Eric McNeal,S,6-2,195,4,0.9715,67,,5,12,Junipero Serra,Gardena,CA,UCLA
Kyle Brown,WR,6-1,200,4,0.9705,68,,8,2,West Bloomfield,West Bloomfield,MI,Michigan State
Donny Mateaki,SDE,6-6,260,4,0.9697,69,,4,2,Iolani,Honolulu,HI,Washington
Chase Pittman,DT,6-4,265,4,0.9697,69,,7,1,Evangel Christian Academy,Shreveport,LA,Texas
Quinn Pitcock,DT,6-4,285,4,0.9693,71,,8,6,Piqua,Piqua,OH,Ohio State
Aaron Miller,S,6-1,175,4,0.9693,71,,6,13,Edison,Fresno,CA,Oklahoma
Mike Hawkins,CB,6-1,170,4,0.9691,73,,5,11,Turner,Carrollton,TX,Oklahoma
Jonathan Wade,ATH,5-11,180,4,0.9687,74,,6,2,Evangel Christian Academy,Shreveport,LA,Tennessee
David Horne,RB,6-0,195,4,0.9687,74,,8,1,Omaha Central,Omaha,NE,Nebraska
Hershel Dennis,RB,5-11,190,4,0.9687,74,,8,14,Long Beach Poly,Long Beach,CA,USC
Akieem Jolla,WR,6-2,180,4,0.9683,77,,9,3,St. Augustine,New Orleans,LA,Miami
Montae Pitts,ATH,6-1,180,4,0.9683,77,,7,3,Loachapoka,Notasulga,AL,Auburn
Selvin Young,RB,6-0,195,4,0.9683,77,,10,12,Jersey Village,Houston,TX,Texas
Heath Benedict,OT,6-6,285,4,0.9675,80,,6,2,The Peddie School,Hightstown,NJ,Tennessee
Devin Aromashodu,WR,6-2,185,4,0.9671,81,,10,11,Miami Springs,Miami,FL,Auburn
Chris Davis,ATH,6-0,170,4,0.9667,82,,8,12,St. Petersburg Catholic,St. Petersburg,FL,Florida State
Ryan Boschetti,DT,6-5,285,4,0.9667,82,,9,15,San Mateo,San Mateo,CA,UCLA
Scott Young,DT,6-5,305,4,0.9667,82,,9,2,Dixie,St. George,UT,BYU
Aaron Kirkland,TE,6-5,240,4,0.9665,85,,3,5,Jack Britt,Fayetteville,NC,Tennessee
Anthony Martinez,PRO,6-4,220,4,0.9653,86,,4,5,Patrick Henry,Ashland,VA,Virginia
Neale Tweedie,OG,6-5,260,4,0.9647,87,,3,13,Allen,Allen,TX,Texas
Curtis Justus,TE,6-7,210,4,0.9641,88,,4,3,Perry,Perry,OK,Miami
Matt Gutierrez,PRO,6-4,210,4,0.9637,89,,5,16,De La Salle,Concord,CA,Michigan
William Cooper,CB,6-1,185,4,0.9637,89,,6,3,Northern Commencement Academy,Flint,MI,Michigan
Randy Hand,OT,6-6,300,4,0.9620,91,,7,13,Estero,Estero,FL,Florida
Nate Harris,OLB,6-2,210,4,0.9616,92,,4,14,Miami Edison,Miami,FL,Miami
Larry Dibbles,SDE,6-1,275,4,0.9591,93,,5,14,Lancaster,Lancaster,TX,Texas
Max Jean-Gilles,OT,6-3,340,4,0.9484,94,,8,15,North Miami Beach,Miami,FL,Georgia
Chris Anderson,DT,6-3,295,4,0.9428,95,,11,16,Mandarin,Jacksonville,FL,Florida State
Robert Timmons,WR,6-2,205,4,0.9420,96,,11,15,Flower Mound Marcus,Flower Mound,TX,Texas
Tyler Palko,DUAL,6-2,205,4,0.9408,97,,5,1,West Allegheny,Imperial,PA,Pittsburgh
Travis Leitko,SDE,6-5,265,4,0.9380,98,,6,16,The Woodlands,The Woodlands,TX,Notre Dame
Tony Ugoh,OT,6-6,275,4,0.9373,99,,9,17,Spring Westfield,Houston,TX,Arkansas
Maurice Stovall,WR,6-5,205,4,0.9369,100,,12,2,Archbishop John Carroll,Wayne,PA,Notre Dame
Lester Ricard,DUAL,6-4,195,4,0.9367,101,,6,4,Amite,Amite,LA,LSU
Marco Martin,DT,6-4,300,4,0.9367,101,,12,18,Mesquite,Mesquite,TX,Texas
Mario Whitney,RB,6-0,190,4,0.9355,103,,11,2,Jackson,Jackson,MO,Missouri
James Bonelli,OG,6-4,285,4,0.9353,104,,4,17,St. Bonaventure,Ventura,CA,Notre Dame
Nick Turner,RB,5-11,195,4,0.9343,105,,12,4,Washington,Atlanta,GA,Mississippi State
Leonard Pope,TE,6-7,240,4,0.9333,106,,5,5,Americus Sumter County South,Americus,GA,Georgia
Mike Kudla,SDE,6-4,235,4,0.9333,106,,7,7,Highland,Medina,OH,Ohio State
Todd Pegram,K,5-10,180,4,0.9333,106,,1,19,Plano West,Plano,TX,Texas A&M
David Abdul,K,5-11,180,4,0.9333,106,,1,7,Massillon Washington,Massillon,OH,Pittsburgh
Micheal Hawkins,CB,6-1,170,4,0.9333,106,,7,19,Turner,Carrollton,TX,Oklahoma
Peni Holakeituai,OT,6-6,310,4,0.9333,106,,10,1,Madison Senior,Rexburg,ID,Kansas State
James Wilhoit,K,6-1,180,4,0.9333,106,,1,2,Hendersonville,Hendersonville,TN,Tennessee
Brodney Pool,S,6-3,193,4,0.9333,106,,7,19,Westbury,Houston,TX,Oklahoma
Randy Jordan,CB,6-2,175,4,0.9333,106,,7,18,Bakersfield,Bakersfield,CA,Kansas State
Glenn Ohaeri,APB,5-9,190,4,0.9329,115,,2,19,Aquinas,San Bernardino,CA,UCLA
Albert Hardy,FB,5-11,225,4,0.9321,116,,1,22,Galena Park,Galena Park,TX,Texas
Jason Avant,WR,6-2,200,4,0.9311,117,,13,2,Carver Military Academy,Chicago,IL,Michigan
Rob Smith,OG,6-4,290,4,0.9311,117,,5,1,Highlands,Fort Thomas,KY,Tennessee
Isaiah Stanback,DUAL,6-3,190,4,0.9307,119,,7,1,Garfield,Seattle,WA,Washington
Kyle Williams,DT,6-3,290,4,0.9303,120,,13,5,Ruston,Ruston,LA,LSU
Jim Unis,WDE,6-5,225,4,0.9301,121,,7,1,Gloucester,Gloucester,MA,Boston College
Jabari Levey,OT,6-7,300,4,0.9301,121,,11,2,Berkeley,Moncks Corner,SC,South Carolina
LaDarius Love,DT,6-3,310,4,0.9000,123,,14,6,Jonesboro-Hodge,Jonesboro,LA,Louisiana Tech
Justin Bruce,TE,6-8,250,4,0.9000,123,,6,6,Pepperell,Lindale,GA,Auburn
Anthony Fasano,TE,6-3,230,4,0.9000,123,,6,3,Verona,Verona,NJ,Notre Dame
Ryan Carter,OT,6-5,326,4,0.9000,123,,12,17,South Lake,Groveland,FL,Florida
Jeremy Ruffin,OLB,6-2,205,4,0.9000,123,,5,4,Meridian,Meridian,MS,Ole Miss
Brian Calhoun,RB,5-11,190,4,0.9000,123,,13,1,Oak Creek,Oak Creek,WI,Colorado
Marcus McNeill,OT,6-8,315,4,0.9000,123,,12,6,Cedar Grove,Ellenwood,GA,Auburn
Reshard Dudley,RB,5-10,208,4,0.9000,123,,13,17,Marianna,Marianna,FL,Georgia
Kwakou Robinson,DT,6-4,315,4,0.9000,123,,14,1,Poly Prep,Brooklyn,NY,Virginia
R.J. Coleman,TE,6-6,260,4,0.9000,123,,6,1,Robert C. Byrd,Clarksburg,WV,Ohio State
Jeff Lebby,OT,6-5,275,4,0.9000,123,,12,23,Andrews,Andrews,TX,Oklahoma
Brian Crum,S,6-3,210,4,0.9000,123,,8,6,Camden County,Kingsland,GA,Florida
Jamie Ryan,OT,6-5,275,4,0.9000,123,,12,3,Marian Catholic,Tamaqua,PA,Notre Dame
Kelvin Flood,OLB,6-2,210,4,0.9000,123,,5,23,Kimball,Dallas,TX,Texas A&M
Jay Moore,WDE,6-4,235,4,0.9000,123,,8,2,Elkhorn,Elkhorn,NE,Nebraska
Michael Williams,OLB,6-4,225,4,0.9000,123,,5,23,Lindale,Lindale,TX,Texas
Channing Crowder,OLB,6-2,220,4,0.9000,123,,5,6,North Springs,Atlanta,GA,Florida
Marc Guillon,PRO,6-4,185,4,0.9000,123,,6,20,Miramonte,Orinda,CA,Miami
Drew Olson,PRO,6-2,190,4,0.9000,123,,6,20,Piedmont Hills,San Jose,CA,UCLA
Mark Farris,OG,6-6,280,4,0.9000,123,,6,3,North Hills,Pittsburgh,PA,Penn State
Dan Inman,OT,6-7,300,4,0.9000,123,,12,6,South View,Hope Mills,NC,Georgia
Greg Threat,CB,6-1,185,4,0.9000,123,,9,17,Tallahassee Lincoln,Tallahassee,FL,Miami
J.R. Mounts,RB,5-11,215,4,0.9000,123,,13,17,Key West,Key West,FL,Miami
Nurahda Manning,ILB,6-3,235,4,0.9000,123,,5,23,Bay City,Bay City,TX,Texas A&M
Brandon Kirsch,PRO,6-3,190,4,0.9000,123,,6,3,Cedar Crest,Lebanon,PA,Purdue
Trestin George,CB,5-9,190,4,0.9000,123,,9,20,Berkeley,Berkeley,CA,San Jose State
Randy Earle,WDE,6-3,225,4,0.9000,123,,8,1,Farmingdale Senior,Farmingdale,NY,Maryland
William Beckford,OLB,6-1,215,4,0.9000,123,,5,17,Glades Central,Belle Glade,FL,Rutgers
LaDarius Love,DT,6-3,310,4,0.9000,123,,14,6,Jonesboro-Hodge,Jonesboro,LA,Louisiana Tech
Jeremy Ruffin,OLB,6-2,205,4,0.9000,123,,5,4,Meridian,Meridian,MS,Ole Miss
Marcus McNeill,OT,6-8,315,4,0.9000,123,,12,6,Cedar Grove,Ellenwood,GA,Auburn
Kwakou Robinson,DT,6-4,315,4,0.9000,123,,14,1,Poly Prep,Brooklyn,NY,Virginia
R.J. Coleman,TE,6-6,260,4,0.9000,123,,6,1,Robert C. Byrd,Clarksburg,WV,Ohio State
Brian Crum,S,6-3,210,4,0.9000,123,,8,6,Camden County,Kingsland,GA,Florida
Jamie Ryan,OT,6-5,275,4,0.9000,123,,12,3,Marian Catholic,Tamaqua,PA,Notre Dame
Kelvin Flood,OLB,6-2,210,4,0.9000,123,,5,23,Kimball,Dallas,TX,Texas A&M
Jay Moore,WDE,6-4,235,4,0.9000,123,,8,2,Elkhorn,Elkhorn,NE,Nebraska
Michael Williams,OLB,6-4,225,4,0.9000,123,,5,23,Lindale,Lindale,TX,Texas
Channing Crowder,OLB,6-2,220,4,0.9000,123,,5,6,North Springs,Atlanta,GA,Florida
Marc Guillon,PRO,6-4,185,4,0.9000,123,,6,20,Miramonte,Orinda,CA,Miami
Mark Farris,OG,6-6,280,4,0.9000,123,,6,3,North Hills,Pittsburgh,PA,Penn State
Dan Inman,OT,6-7,300,4,0.9000,123,,12,6,South View,Hope Mills,NC,Georgia
J.R. Mounts,RB,5-11,215,4,0.9000,123,,13,17,Key West,Key West,FL,Miami
Nurahda Manning,ILB,6-3,235,4,0.9000,123,,5,23,Bay City,Bay City,TX,Texas A&M
Trestin George,CB,5-9,190,4,0.9000,123,,9,20,Berkeley,Berkeley,CA,San Jose State
Randy Earle,WDE,6-3,225,4,0.9000,123,,8,1,Farmingdale Senior,Farmingdale,NY,Maryland
William Beckford,OLB,6-1,215,4,0.9000,123,,5,17,Glades Central,Belle Glade,FL,Rutgers
Bobby Morton,OG,6-4,305,4,0.9000,123,,6,23,McKinney,McKinney,TX,Notre Dame
Levi Brown,DT,6-5,280,4,0.9000,123,,14,6,Granby,Norfolk,VA,Penn State
John Wood,WDE,6-4,235,4,0.9000,123,,8,17,American,Hialeah,FL,Miami
Stanley Daniels,OT,6-4,310,4,0.9000,123,,12,3,Marian Catholic,Chicago Heights,IL,Washington
Quinlan Germany,TE,6-4,250,4,0.9000,123,,6,23,All Saints Episcopal,Fort Worth,TX,Texas A&M
Jon Clark,TE,6-5,215,4,0.9000,123,,6,2,Madison Senior,Rexburg,ID,Houston
Tommy Jackson,DT,6-1,280,4,0.9000,123,,14,4,Opelika,Opelika,AL,Auburn
Abraham Brown,S,6-4,205,4,0.9000,123,,8,17,Booker,Sarasota,FL,Louisville
Matt Traverso,TE,6-6,245,4,0.9000,123,,6,20,Christian Brothers,Sacramento,CA,Stanford
Steve Breaston,ATH,6-2,170,4,0.9000,123,,9,3,Woodland Hills,Pittsburgh,PA,Michigan
Fred Matua,DT,6-3,290,4,0.9000,123,,14,20,Phineas Banning Senior,Wilmington,CA,USC
Sammy Joseph,CB,6-1,185,4,0.9000,123,,9,6,Archbishop Shaw,Marrero,LA,Colorado
Dallas Sartz,OLB,6-5,215,4,0.9000,123,,5,20,Granite Bay,Granite Bay,CA,USC
Garett Wibel,OG,6-3,315,4,0.9000,123,,6,6,Archbishop Rummel,Metairie,LA,LSU
Brandon Snow,FB,6-2,225,4,0.9000,123,,2,1,Newark,Newark,DE,Penn State
Elijah Dukes,OLB,6-3,225,4,0.9000,123,,5,17,Hillsborough,Tampa,FL,NC State
Marcus Hamilton,CB,6-1,180,4,0.9000,123,,9,6,Centreville,Clifton,VA,Virginia
Jemalle Cornelius,ATH,6-1,175,4,0.9000,123,,9,17,Fort Meade,Fort Meade,FL,Florida
Mike Kolodziej,OT,6-7,275,4,0.9000,123,,12,3,Joliet Catholic Academy,Joliet,IL,Michigan
Keith Andrews,K,6-0,175,4,0.9000,123,,4,6,Ouachita Christian School,Monroe,LA,Mississippi State
Sam McGrew,ILB,6-3,220,4,0.9000,123,,5,17,Wakulla,Crawfordville,FL,Florida State
Joe Newton,TE,6-7,235,4,0.9000,123,,6,1,Roseburg,Roseburg,OR,Oregon State
Brandon Williams,CB,6-1,196,4,0.9000,123,,9,6,Shaw,Columbus,GA,Auburn
Skyler Green,APB,5-9,192,4,0.9000,123,,3,6,L.W. Higgins,Marrero,LA,LSU
Anthony Johnson,DUAL,5-10,188,4,0.9000,123,,8,3,Byrnes,Duncan,SC,UAB
Ben Patrick,TE,6-4,260,4,0.9000,123,,6,6,Jenkins,Savannah,GA,Duke
Demario Minter,CB,5-11,180,4,0.9000,123,,9,6,Stephenson,Stone Mountain,GA,Georgia
William Blackmon,APB,6-0,185,4,0.9000,123,,3,1,Bishop Hendricken,Warwick,RI,Boston College
Scott White,ILB,6-3,230,4,0.9000,123,,5,20,Mission Bay,San Diego,CA,Washington
Curtis James,OT,6-5,305,4,0.9000,123,,12,20,Mira Mesa,San Diego,CA,Iowa State
Drew Stanton,PRO,6-4,215,4,0.9000,123,,6,4,Harrison,Farmington,MI,Michigan State
C.J. Niusulu,DT,6-2,280,4,0.9000,123,,14,20,Barstow,Barstow,CA,UCLA
Terrell Walden,CB,5-10,165,4,0.9000,123,,9,17,Miami Edison,Miami,FL,Miami
Archie McDaniel,ILB,6-1,215,4,0.9000,123,,5,23,Bay City,Bay City,TX,Texas A&M
Willie Henderson,DT,6-7,270,4,0.9000,123,,14,3,Ridgeway,Memphis,TN,Memphis
Ron Green,OT,6-5,315,4,0.9000,123,,12,3,Dixie,St. George,UT,Rutgers
Markell McKinley,SDE,6-3,267,4,0.9000,123,,8,4,Weir Attendance Center,Weir,MS,Mississippi State
Rufus Alexander,OLB,6-2,215,4,0.9000,123,,5,6,Christian Life Academy,Baton Rouge,LA,Oklahoma
Kyle Tatum,DT,6-6,260,4,0.9000,123,,14,4,Prattville,Prattville,AL,Alabama
Loren Howard,DT,6-5,270,4,0.9000,123,,14,1,Saguaro,Scottsdale,AZ,Northwestern
Jon Peattie,K,6-3,185,4,0.9000,123,,4,17,Countryside,Clearwater,FL,Miami
Brian Borgoyn,OT,6-5,290,4,0.9000,123,,12,3,Woodland Hills,Pittsburgh,PA,Penn State
Kenny James,RB,5-11,206,4,0.9000,123,,13,20,Dos Palos,Dos Palos,CA,Washington
Fabian Bean,SDE,6-3,270,4,0.9000,123,,8,1,Salisbury School,Salisbury,CT,Missouri
Alex Pou,OT,6-4,280,4,0.9000,123,,12,17,Coral Gables,Miami,FL,Miami
Mario Raley,WR,6-1,185,4,0.9000,123,,14,6,Independence,Charlotte,NC,Georgia
LaDarius Love,DT,6-3,310,4,0.9000,123,,14,6,Jonesboro-Hodge,Jonesboro,LA,Louisiana Tech
Jeremy Ruffin,OLB,6-2,205,4,0.9000,123,,5,4,Meridian,Meridian,MS,Ole Miss
Kwakou Robinson,DT,6-4,315,4,0.9000,123,,14,1,Poly Prep,Brooklyn,NY,Virginia
R.J. Coleman,TE,6-6,260,4,0.9000,123,,6,1,Robert C. Byrd,Clarksburg,WV,Ohio State
Jeff Lebby,OT,6-5,275,4,0.9000,123,,12,23,Andrews,Andrews,TX,Oklahoma
Kelvin Flood,OLB,6-2,210,4,0.9000,123,,5,23,Kimball,Dallas,TX,Texas A&M
Jay Moore,WDE,6-4,235,4,0.9000,123,,8,2,Elkhorn,Elkhorn,NE,Nebraska
Michael Williams,OLB,6-4,225,4,0.9000,123,,5,23,Lindale,Lindale,TX,Texas
Channing Crowder,OLB,6-2,220,4,0.9000,123,,5,6,North Springs,Atlanta,GA,Florida
Drew Olson,PRO,6-2,190,4,0.9000,123,,6,20,Piedmont Hills,San Jose,CA,UCLA
Mark Farris,OG,6-6,280,4,0.9000,123,,6,3,North Hills,Pittsburgh,PA,Penn State
Nurahda Manning,ILB,6-3,235,4,0.9000,123,,5,23,Bay City,Bay City,TX,Texas A&M
Brandon Kirsch,PRO,6-3,190,4,0.9000,123,,6,3,Cedar Crest,Lebanon,PA,Purdue
Randy Earle,WDE,6-3,225,4,0.9000,123,,8,1,Farmingdale Senior,Farmingdale,NY,Maryland
William Beckford,OLB,6-1,215,4,0.9000,123,,5,17,Glades Central,Belle Glade,FL,Rutgers
Jake Kuresa,DT,6-4,305,4,0.9000,123,,14,3,Mountain Crest,Hyrum,UT,BYU
John Wood,WDE,6-4,235,4,0.9000,123,,8,17,American,Hialeah,FL,Miami
Moe Thompson,TE,6-4,255,4,0.9000,123,,6,3,Stratford,Goose Creek,SC,South Carolina
Stanley Daniels,OT,6-4,310,4,0.9000,123,,12,3,Marian Catholic,Chicago Heights,IL,Washington
Quinlan Germany,TE,6-4,250,4,0.9000,123,,6,23,All Saints Episcopal,Fort Worth,TX,Texas A&M
Brian Mattes,TE,6-6,245,4,0.9000,123,,6,3,Wyoming Valley West,Plymouth,PA,Notre Dame
Fred Matua,DT,6-3,290,4,0.9000,123,,14,20,Phineas Banning Senior,Wilmington,CA,USC
Brandon Snow,FB,6-2,225,4,0.9000,123,,2,1,Newark,Newark,DE,Penn State
Marcus Hamilton,CB,6-1,180,4,0.9000,123,,9,6,Centreville,Clifton,VA,Virginia
Keith Andrews,K,6-0,175,4,0.9000,123,,4,6,Ouachita Christian School,Monroe,LA,Mississippi State
L'Tydrick Riley,ATH,6-4,220,4,0.9000,123,,9,23,Crockett,Crockett,TX,Texas A&M
Justin Miller,CB,6-0,180,4,0.9000,123,,9,2,Owensboro,Owensboro,KY,Clemson
Brandon Williams,CB,6-1,196,4,0.9000,123,,9,6,Shaw,Columbus,GA,Auburn
Anthony Johnson,DUAL,5-10,188,4,0.9000,123,,8,3,Byrnes,Duncan,SC,UAB
Ben Patrick,TE,6-4,260,4,0.9000,123,,6,6,Jenkins,Savannah,GA,Duke
William Blackmon,APB,6-0,185,4,0.9000,123,,3,1,Bishop Hendricken,Warwick,RI,Boston College
Curtis James,OT,6-5,305,4,0.9000,123,,12,20,Mira Mesa,San Diego,CA,Iowa State
Tim Schafer,SDE,6-5,245,4,0.9000,123,,8,9,Upper Arlington,Columbus,OH,Ohio State
Shadu Moore,OG,6-4,300,4,0.9000,123,,6,3,Paterson Catholic,Paterson,NJ,Boston College
Antwuan Smith,WR,6-0,180,4,0.9000,123,,14,20,Buchanan,Clovis,CA,UCLA
Rufus Alexander,OLB,6-2,215,4,0.9000,123,,5,6,Christian Life Academy,Baton Rouge,LA,Oklahoma
Nate Salley,S,6-3,180,4,0.9000,123,,8,17,St. Thomas Aquinas,Fort Lauderdale,FL,Ohio State
Loren Howard,DT,6-5,270,4,0.9000,123,,14,1,Saguaro,Scottsdale,AZ,Northwestern
Brian Borgoyn,OT,6-5,290,4,0.9000,123,,12,3,Woodland Hills,Pittsburgh,PA,Penn State
George Cooper,TE,6-5,250,4,0.9000,123,,6,9,Westerville North,Westerville,OH,Georgia Tech
Brian Crum,S,6-3,210,4,0.9000,123,,8,6,Camden County,Kingsland,GA,Florida
Kelvin Flood,OLB,6-2,210,4,0.9000,123,,5,23,Kimball,Dallas,TX,Texas A&M
Jay Moore,WDE,6-4,235,4,0.9000,123,,8,2,Elkhorn,Elkhorn,NE,Nebraska
Marc Guillon,PRO,6-4,185,4,0.9000,123,,6,20,Miramonte,Orinda,CA,Miami
J.R. Mounts,RB,5-11,215,4,0.9000,123,,13,17,Key West,Key West,FL,Miami
Matt Traverso,TE,6-6,245,4,0.9000,123,,6,20,Christian Brothers,Sacramento,CA,Stanford
Tim Schafer,SDE,6-5,245,4,0.9000,123,,8,9,Upper Arlington,Columbus,OH,Ohio State
Alex Lewis,ILB,6-1,235,4,0.9000,123,,5,1,Morrisville Middle School,Morrisville,NY,Wisconsin
Blake Mackey,WR,6-3,185,4,0.8988,264,,22,38,Bakersfield,Bakersfield,CA,Colorado
